municipio,codigo_ibge,parâmetro,uf,Total de testes substâncias em geral para cada linha - incluindo MENOR_LQ,Total de inconsistentes,Total de Consistentes não detectados,Total de parâmetros com MENOR_LQ,Total de Consistentes detectados Abaixo do VMP,Total de Consistentes detectados Acima do VMP,Total_Detectados,prop1,prop2,cnae_724301,cnae_724302,cnae_729403,cnae_729404,cnae_1510600,cnae_1610205,cnae_2019399,cnae_2312500,cnae_2449199,cnae_2610800
SAO GERALDO DO ARAGUAIA,150745,Arsênio,PA,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO GONCALO DO ABAETE,316170,Arsênio,MG,2,2,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0
SAO GONCALO DO PARA,316180,Arsênio,MG,11,4,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
SAO GONCALO DO SAPUCAI,316200,Arsênio,MG,6,6,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
SAO GOTARDO,316210,Arsênio,MG,43,6,25,12,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
SAO JERONIMO,431840,Arsênio,RS,22,0,12,10,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
SAO JOAO,412480,Arsênio,PR,25,0,16,5,4,0,4,0.16,0,0,0,0,0,0,0,0,0,0,0
SAO JOAO D'ALIANCA,522000,Arsênio,GO,41,8,18,9,6,0,6,0.18181818181818182,0,2,0,0,0,0,0,0,0,0,0
SAO JOAO DA BOA VISTA,354910,Arsênio,SP,30,6,8,16,0,0,0,0,0,0,0,0,0,1,0,1,0,4,1
SAO JOAO DA PARAUNA,522005,Arsênio,GO,25,4,15,3,3,0,3,0.14285714285714285,0,0,0,0,0,0,0,0,0,0,0
SAO JOAO DA PONTE,316240,Arsênio,MG,27,13,0,0,14,0,14,1,0,0,0,0,0,0,0,0,0,0,0
SAO JOAO DA URTIGA,431842,Arsênio,RS,61,3,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO JOAO DAS DUAS PONTES,354920,Arsênio,SP,31,8,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO JOAO DAS MISSOES,316245,Arsênio,MG,11,11,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
SAO JOAO DEL REI,316250,Arsênio,MG,25,23,0,2,0,0,0,0,0,5,0,0,0,1,0,0,0,4,2
SAO JOAO DO CAIUA,412490,Arsênio,PR,15,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO JOAO DO ITAPERIU,421635,Arsênio,SC,26,0,1,15,10,0,10,0.38461538461538464,0,0,0,0,0,0,0,0,0,0,0
SAO JOAO DO IVAI,412500,Arsênio,PR,57,0,22,29,6,0,6,0.10526315789473684,0,0,0,0,0,0,0,0,0,0,0
SAO JOAO DO MANHUACU,316255,Arsênio,MG,17,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO JOAO DO MANTENINHA,316257,Arsênio,MG,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO JOAO DO ORIENTE,316260,Arsênio,MG,27,20,1,2,4,0,4,0.5714285714285714,0,0,0,0,0,0,0,0,0,0,0
SAO JOAO DO PARAISO,316270,Arsênio,MG,20,20,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0
SAO JOAO DO SUL,421640,Arsênio,SC,37,0,8,22,6,1,7,0.1891891891891892,0.02702702702702703,0,0,0,0,3,0,0,0,0,0
SAO JOAO DO TRIUNFO,412510,Arsênio,PR,20,0,10,8,2,0,2,0.1,0,0,0,0,0,0,0,0,0,0,0
SAO JOAO EVANGELISTA,316280,Arsênio,MG,24,24,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
SAO JOAQUIM,421650,Arsênio,SC,55,0,8,44,2,1,3,0.05454545454545454,0.01818181818181818,0,0,0,0,0,0,0,0,0,0
SAO JORGE,431844,Arsênio,RS,31,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO JORGE D'OESTE,412520,Arsênio,PR,51,0,25,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO JORGE DO PATROCINIO,412535,Arsênio,PR,17,0,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO JOSE DA BARRA,316294,Arsênio,MG,39,29,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO JOSE DA BOA VISTA,412540,Arsênio,PR,36,0,13,22,1,0,1,0.027777777777777776,0,0,0,0,0,0,0,0,0,0,0
SAO JOSE DA SAFIRA,316300,Arsênio,MG,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO JOSE DA VITORIA,292935,Arsênio,BA,12,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO JOSE DAS PALMEIRAS,412545,Arsênio,PR,14,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO JOSE DE UBA,330513,Arsênio,RJ,2,0,0,1,1,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0
SAO JOSE DO ALEGRE,316320,Arsênio,MG,6,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO JOSE DO CALCADO,320480,Arsênio,ES,20,4,0,14,2,0,2,0.125,0,0,0,0,0,0,0,0,0,0,0
SAO JOSE DO CERRITO,421680,Arsênio,SC,12,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO JOSE DO DIVINO,316330,Arsênio,MG,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO JOSE DO GOIABAL,316340,Arsênio,MG,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
SAO JOSE DO HERVAL,431846,Arsênio,RS,6,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO JOSE DO INHACORA,431849,Arsênio,RS,26,1,0,13,10,2,12,0.48,0.08,0,0,0,0,0,0,0,0,0,0
SAO JOSE DO JACUIPE,292937,Arsênio,BA,3,3,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
SAO JOSE DO MANTIMENTO,316360,Arsênio,MG,14,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO JOSE DO NORTE,431850,Arsênio,RS,43,2,39,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
SAO JOSE DO OURO,431860,Arsênio,RS,24,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO JOSE DOS AUSENTES,431862,Arsênio,RS,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO JOSE DOS CAMPOS,354990,Arsênio,SP,641,193,73,374,1,0,1,0.002232142857142857,0,3,0,0,0,0,0,3,0,1,37
SAO JOSE DOS PINHAIS,412550,Arsênio,PR,109,0,72,30,7,0,7,0.06422018348623854,0,0,0,0,0,1,1,2,0,8,13
SAO LOURENCO DA SERRA,354995,Arsênio,SP,52,4,15,29,4,0,4,0.08333333333333333,0,0,0,0,0,0,0,0,0,0,0
SAO LOURENCO DO OESTE,421690,Arsênio,SC,16,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAO LOURENCO DO SUL,431880,Arsênio,RS,19,3,16,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
SAO LUIS DE MONTES BELOS,522010,Arsênio,GO,43,17,18,2,4,2,6,0.23076923076923078,0.07692307692307693,0,0,0,0,4,0,0,0,0,0
SAO LUIS DO PARAITINGA,355000,Arsênio,SP,55,15,8,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO LUIZ DO NORTE,522015,Arsênio,GO,22,0,6,14,2,0,2,0.09090909090909091,0,0,0,0,0,0,0,0,0,0,0
SAO LUIZ GONZAGA,431890,Arsênio,RS,53,0,50,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAO MANOEL DO PARANA,412555,Arsênio,PR,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO MANUEL,355010,Arsênio,SP,78,29,23,25,1,0,1,0.02040816326530612,0,0,0,0,0,1,0,0,0,0,0
SAO MARCOS,431900,Arsênio,RS,33,6,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO MARTINHO,421710,Arsênio,SC,32,0,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO MARTINHO,431910,Arsênio,RS,50,0,39,3,4,4,8,0.16,0.08,0,0,0,0,0,0,0,0,0,0
SAO MATEUS DO SUL,412560,Arsênio,PR,32,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO MIGUEL ARCANJO,355020,Arsênio,SP,20,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SAO MIGUEL DAS MATAS,292940,Arsênio,BA,7,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO MIGUEL DAS MISSOES,431915,Arsênio,RS,21,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO MIGUEL DO ANTA,316380,Arsênio,MG,3,3,0,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0
SAO MIGUEL DO ARAGUAIA,522020,Arsênio,GO,5,5,0,0,0,0,0,NA,NA,1,0,0,0,1,0,0,0,0,0
SAO MIGUEL DO IGUACU,412570,Arsênio,PR,80,0,40,40,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
SAO MIGUEL DO OESTE,421720,Arsênio,SC,40,0,4,34,2,0,2,0.05,0,0,0,0,0,0,0,0,0,0,0
SAO MIGUEL DO TOCANTINS,172020,Arsênio,TO,24,3,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO NICOLAU,431920,Arsênio,RS,24,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO PATRICIO,522028,Arsênio,GO,5,0,4,0,1,0,1,0.2,0,0,0,0,0,0,0,0,0,0,0
SAO PAULO,355030,Arsênio,SP,68,1,28,29,10,0,10,0.14925373134328357,0,105,3,2,19,69,1,33,23,156,703
SAO PEDRO DA UNIAO,316390,Arsênio,MG,16,9,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO PEDRO DO IGUACU,412575,Arsênio,PR,60,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO PEDRO DO IVAI,412580,Arsênio,PR,47,0,25,21,0,1,1,0.02127659574468085,0.02127659574468085,0,0,0,0,1,0,0,0,0,0
SAO PEDRO DO PARANA,412590,Arsênio,PR,30,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO PEDRO DO SUACUI,316410,Arsênio,MG,13,13,0,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0
SAO PEDRO DO SUL,431940,Arsênio,RS,88,0,78,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAO PEDRO DOS FERROS,316400,Arsênio,MG,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO ROMAO,316420,Arsênio,MG,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
SAO ROQUE,355060,Arsênio,SP,40,2,17,19,2,0,2,0.05263157894736842,0,0,0,0,0,0,0,1,0,0,8
SAO ROQUE DE MINAS,316430,Arsênio,MG,19,7,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO ROQUE DO CANAA,320495,Arsênio,ES,15,0,0,14,1,0,1,0.06666666666666667,0,0,0,0,0,0,0,0,0,0,0
SAO SEBASTIAO,355070,Arsênio,SP,106,0,54,50,2,0,2,0.018867924528301886,0,0,0,0,0,0,1,0,0,0,0
SAO SEBASTIAO DA AMOREIRA,412600,Arsênio,PR,12,0,6,4,2,0,2,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0
SAO SEBASTIAO DO ALTO,330530,Arsênio,RJ,26,4,0,2,20,0,20,0.9090909090909091,0,0,0,0,0,0,0,0,0,0,0
SAO SEBASTIAO DO CAI,431950,Arsênio,RS,26,2,21,2,1,0,1,0.041666666666666664,0,0,0,0,0,6,0,0,0,0,1
SAO SEBASTIAO DO OESTE,316460,Arsênio,MG,5,2,2,0,1,0,1,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0
SAO SEBASTIAO DO PARAISO,316470,Arsênio,MG,39,21,6,12,0,0,0,0,0,0,0,0,0,22,0,1,0,0,1
SAO SEBASTIAO DO PASSE,292950,Arsênio,BA,8,8,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
SAO SEBASTIAO DO TOCANTINS,172030,Arsênio,TO,5,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO SEPE,431960,Arsênio,RS,47,0,32,8,6,1,7,0.14893617021276595,0.02127659574468085,2,0,0,0,3,0,0,0,0,0
SAO TIAGO,316500,Arsênio,MG,51,39,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO TOMAS DE AQUINO,316510,Arsênio,MG,14,8,2,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
SAO TOME,412610,Arsênio,PR,20,2,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO VALENTIM,431970,Arsênio,RS,31,1,27,2,0,1,1,0.03333333333333333,0.03333333333333333,0,0,0,0,0,0,0,0,0,0
SAO VALERIO,172049,Arsênio,TO,8,0,0,6,1,1,2,0.25,0.125,0,0,0,0,0,0,0,0,0,0
SAO VICENTE,355100,Arsênio,SP,27,0,10,17,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1
SAO VICENTE DE MINAS,316530,Arsênio,MG,18,18,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
SAO VICENTE DO SUL,431980,Arsênio,RS,37,2,9,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAPOPEMA,412620,Arsênio,PR,37,5,14,11,7,0,7,0.21875,0,0,0,0,0,0,0,0,0,0,0
SAPUCAI-MIRIM,316540,Arsênio,MG,6,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SARANDI,432010,Arsênio,RS,45,10,35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SARAPUI,355110,Arsênio,SP,20,4,6,8,2,0,2,0.125,0,0,0,0,0,0,0,0,0,0,0
SARUTAIA,355120,Arsênio,SP,8,6,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0
SATIRO DIAS,292970,Arsênio,BA,9,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAUBARA,292975,Arsênio,BA,23,17,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAUDADE DO IGUACU,412627,Arsênio,PR,32,0,16,0,14,2,16,0.5,0.0625,0,0,0,0,0,0,0,0,0,0
SAUDE,292980,Arsênio,BA,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
SEABRA,292990,Arsênio,BA,16,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEARA,421750,Arsênio,SC,31,1,7,19,4,0,4,0.13333333333333333,0,0,0,0,0,0,0,0,0,0,0
SEBASTIANOPOLIS DO SUL,355130,Arsênio,SP,22,12,2,7,1,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0
SEBERI,432020,Arsênio,RS,38,0,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEDE NOVA,432023,Arsênio,RS,38,0,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SELBACH,432030,Arsênio,RS,35,0,35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SELVIRIA,500780,Arsênio,MS,14,0,7,3,4,0,4,0.2857142857142857,0,0,0,0,0,0,0,0,0,0,0
SENADOR AMARAL,316557,Arsênio,MG,46,38,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SENADOR MODESTINO GONCALVES,316590,Arsênio,MG,4,4,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
SENADOR POMPEU,231270,Arsênio,CE,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
SENGES,412630,Arsênio,PR,60,0,29,31,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
SENHOR DO BONFIM,293010,Arsênio,BA,4,4,0,0,0,0,0,NA,NA,3,0,0,0,3,0,0,0,0,0
SENHORA DO PORTO,316610,Arsênio,MG,6,6,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
SENTINELA DO SUL,432035,Arsênio,RS,22,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERAFINA CORREA,432040,Arsênio,RS,33,0,32,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0
SERICITA,316630,Arsênio,MG,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
SERRA,320500,Arsênio,ES,87,35,0,42,10,0,10,0.19230769230769232,0,1,0,0,1,1,0,1,0,9,5
SERRA AZUL,355140,Arsênio,SP,15,1,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERRA DA SAUDADE,316660,Arsênio,MG,3,0,1,0,2,0,2,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0
SERRA DO SALITRE,316680,Arsênio,MG,25,9,12,1,3,0,3,0.1875,0,0,0,0,0,0,0,0,0,0,0
SERRA DOS AIMORES,316670,Arsênio,MG,14,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERRA NEGRA,355160,Arsênio,SP,56,4,19,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERRANIA,316690,Arsênio,MG,2,2,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0
SERRANOPOLIS,522050,Arsênio,GO,29,3,8,11,7,0,7,0.2692307692307692,0,0,0,0,0,0,0,0,0,0,0
SERRANOPOLIS DE MINAS,316695,Arsênio,MG,31,21,0,0,10,0,10,1,0,0,0,0,0,0,0,0,0,0,0
SERRANOPOLIS DO IGUACU,412635,Arsênio,PR,40,8,17,5,10,0,10,0.3125,0,0,0,0,0,0,0,0,0,0,0
SERTAO,432050,Arsênio,RS,42,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERTAO SANTANA,432055,Arsênio,RS,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SETE BARRAS,355180,Arsênio,SP,48,0,10,33,5,0,5,0.10416666666666667,0,0,0,0,0,0,0,0,0,0,0
SETE QUEDAS,500770,Arsênio,MS,15,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SETUBINHA,316555,Arsênio,MG,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEVERIANO DE ALMEIDA,432060,Arsênio,RS,44,1,40,2,1,0,1,0.023255813953488372,0,0,0,0,0,0,0,0,0,0,0
SIDROLANDIA,500790,Arsênio,MS,45,0,39,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
SILVA JARDIM,330560,Arsênio,RJ,12,1,0,9,2,0,2,0.18181818181818182,0,1,0,0,0,0,0,0,0,0,0
SILVANIA,522060,Arsênio,GO,8,0,3,4,1,0,1,0.125,0,0,0,0,0,0,0,0,0,0,0
SILVEIRA MARTINS,432065,Arsênio,RS,28,0,27,0,0,1,1,0.03571428571428571,0.03571428571428571,0,0,0,0,0,0,0,0,0,0
SILVEIRANIA,316730,Arsênio,MG,9,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SILVEIRAS,355200,Arsênio,SP,32,0,7,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIMOES FILHO,293070,Arsênio,BA,17,11,0,6,0,0,0,0,0,1,0,0,1,3,0,3,0,2,1
SIMONESIA,316760,Arsênio,MG,33,4,19,0,10,0,10,0.3448275862068966,0,0,0,0,0,0,0,0,0,0,0
SIQUEIRA CAMPOS,412660,Arsênio,PR,36,0,10,25,1,0,1,0.027777777777777776,0,0,0,0,0,0,0,0,0,0,1
SITIO D'ABADIA,522070,Arsênio,GO,2,0,0,0,1,1,2,1,0.5,0,0,0,0,0,0,0,0,0,0
SITIO DO QUINTO,293076,Arsênio,BA,5,5,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
SOBRADINHO,432070,Arsênio,RS,80,2,72,5,1,0,1,0.01282051282051282,0,0,0,0,0,0,0,0,0,1,0
SOBRADINHO,530010,Arsênio,DF,73,6,18,47,0,2,2,0.029850746268656716,0.029850746268656716,92,4,1,9,5,0,3,0,4,17
SOBRADINHO II,530010,Arsênio,DF,81,3,12,59,1,6,7,0.08974358974358974,0.07692307692307693,92,4,1,9,5,0,3,0,4,17
SOCORRO,355210,Arsênio,SP,24,0,9,13,2,0,2,0.08333333333333333,0,1,0,0,0,2,0,0,0,0,0
SOLEDADE,432080,Arsênio,RS,61,2,57,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
SONORA,500793,Arsênio,MS,14,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUD MENNUCCI,355230,Arsênio,SP,32,4,22,2,4,0,4,0.14285714285714285,0,0,0,0,0,0,0,1,0,0,0
SULINA,412665,Arsênio,PR,22,4,16,0,2,0,2,0.1111111111111111,0,0,0,0,1,0,0,0,0,0,0
SUMIDOURO,330570,Arsênio,RJ,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
SUZANO,355250,Arsênio,SP,16,1,8,7,0,0,0,0,0,0,0,0,0,3,0,9,0,2,6
SÃO SEBASTIAO,530010,Arsênio,DF,85,9,17,43,10,6,16,0.21052631578947367,0.07894736842105263,92,4,1,9,5,0,3,0,4,17
TABULEIRO,316790,Arsênio,MG,12,10,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
TACIBA,355290,Arsênio,SP,24,1,5,13,5,0,5,0.21739130434782608,0,0,0,0,0,0,0,0,0,0,0
TACURU,500795,Arsênio,MS,14,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAGUATINGA,172090,Arsênio,TO,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAIO,421780,Arsênio,SC,68,0,4,60,4,0,4,0.058823529411764705,0,0,0,0,0,0,0,0,0,0,0
TAIOBEIRAS,316800,Arsênio,MG,10,10,0,0,0,0,0,NA,NA,0,0,0,0,1,0,0,0,0,0
TAMARANA,412667,Arsênio,PR,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMBOARA,412670,Arsênio,PR,20,1,10,5,4,0,4,0.21052631578947367,0,0,0,0,0,0,0,0,0,0,0
TAMBORIL,231320,Arsênio,CE,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TANGARA,421790,Arsênio,SC,14,0,3,11,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
TANGUA,330575,Arsênio,RJ,2,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0
TANHACU,293100,Arsênio,BA,6,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAPEJARA,432090,Arsênio,RS,142,0,141,0,1,0,1,0.007042253521126761,0,0,0,0,0,0,0,0,0,0,0
TAPERA,432100,Arsênio,RS,89,7,78,3,1,0,1,0.012195121951219513,0,0,0,0,0,8,0,0,0,0,0
TAPES,432110,Arsênio,RS,11,0,9,1,1,0,1,0.09090909090909091,0,0,0,0,0,1,0,0,0,0,0
TAPIRA,316810,Arsênio,MG,7,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAPIRA,412690,Arsênio,PR,38,0,18,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAPIRAI,316820,Arsênio,MG,7,2,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TAPIRAI,355350,Arsênio,SP,40,0,21,17,2,0,2,0.05,0,0,0,0,0,0,0,0,0,0,0
TAPIRAMUTA,293130,Arsênio,BA,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAPIRATIBA,355360,Arsênio,SP,22,0,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAQUARA,432120,Arsênio,RS,27,7,19,1,0,0,0,0,0,0,0,0,0,4,0,0,0,2,3
TAQUARAL DE GOIAS,522100,Arsênio,GO,18,0,4,7,7,0,7,0.3888888888888889,0,0,0,0,0,0,0,0,0,0,0
TAQUARI,432130,Arsênio,RS,8,0,8,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
TAQUARIVAI,355385,Arsênio,SP,67,34,0,32,0,1,1,0.030303030303030304,0.030303030303030304,0,0,0,0,0,0,0,0,0,0
TAQUARUSSU,500797,Arsênio,MS,27,1,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARABAI,355390,Arsênio,SP,25,0,6,17,2,0,2,0.08,0,0,0,0,0,3,0,0,0,0,0
TARUMA,355395,Arsênio,SP,13,2,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TATUI,355400,Arsênio,SP,108,22,20,43,23,0,23,0.26744186046511625,0,0,0,0,0,2,0,0,0,1,2
TAUBATE,355410,Arsênio,SP,82,22,11,49,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6
TAVARES,432135,Arsênio,RS,19,9,7,0,3,0,3,0.3,0,0,0,0,0,0,0,0,0,0,0
TEIXEIRA DE FREITAS,293135,Arsênio,BA,19,19,0,0,0,0,0,NA,NA,0,0,0,0,3,0,0,0,1,0
TEIXEIRA SOARES,412700,Arsênio,PR,35,10,16,4,5,0,5,0.2,0,0,0,0,0,0,0,0,0,0,0
TEIXEIRAS,316850,Arsênio,MG,10,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TELEMACO BORBA,412710,Arsênio,PR,34,0,16,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TENENTE PORTELA,432140,Arsênio,RS,184,1,141,39,3,0,3,0.01639344262295082,0,0,0,0,0,0,0,0,0,0,0
TEODORO SAMPAIO,293140,Arsênio,BA,20,11,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEODORO SAMPAIO,355430,Arsênio,SP,31,8,10,10,3,0,3,0.13043478260869565,0,0,0,0,0,1,0,0,0,0,0
TEOFILANDIA,293150,Arsênio,BA,8,4,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TEOFILO OTONI,316860,Arsênio,MG,29,22,7,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
TEOLANDIA,293160,Arsênio,BA,7,3,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
TERENOS,500800,Arsênio,MS,8,0,7,1,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0
TERESINA DE GOIAS,522108,Arsênio,GO,8,6,0,1,1,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0
TEREZOPOLIS DE GOIAS,522119,Arsênio,GO,10,4,4,1,1,0,1,0.16666666666666666,0,0,1,0,0,0,0,0,0,0,0
TERRA BOA,412720,Arsênio,PR,36,0,20,14,2,0,2,0.05555555555555555,0,0,0,0,0,4,0,0,0,0,0
TERRA DE AREIA,432143,Arsênio,RS,59,0,45,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TERRA NOVA,293170,Arsênio,BA,9,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TERRA ROXA,355440,Arsênio,SP,26,5,7,8,6,0,6,0.2857142857142857,0,0,0,0,0,0,0,0,0,0,0
TERRA ROXA,412740,Arsênio,PR,58,0,28,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
