municipio,codigo_ibge,parâmetro,uf,Total de testes substâncias em geral para cada linha - incluindo MENOR_LQ,Total de inconsistentes,Total de Consistentes não detectados,Total de parâmetros com MENOR_LQ,Total de Consistentes detectados Abaixo do VMP,Total de Consistentes detectados Acima do VMP,Total_Detectados,prop1,prop2,cnae_729404,cnae_729405,cnae_2019399,cnae_2093200,cnae_2522500,cnae_2539002,cnae_2721000
QUIJINGUE,292590,Cádmio,BA,6,6,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
QUILOMBO,421420,Cádmio,SC,29,1,7,21,0,0,0,0,0,0,0,0,1,0,0,0
QUINTA DO SOL,412110,Cádmio,PR,16,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0
QUINTANA,354200,Cádmio,SP,16,2,3,10,1,0,1,0.07142857142857142,0,0,0,0,0,0,1,0
QUIRINOPOLIS,521850,Cádmio,GO,24,5,16,2,1,0,1,0.05263157894736842,0,0,0,0,0,0,0,0
QUITANDINHA,412120,Cádmio,PR,20,0,10,3,7,0,7,0.35,0,0,0,0,0,0,0,0
QUITERIANOPOLIS,231126,Cádmio,CE,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,1,0
QUIXABEIRA,292593,Cádmio,BA,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,1,0
QUIXADA,231130,Cádmio,CE,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
RAFAEL JAMBEIRO,292595,Cádmio,BA,28,11,0,17,0,0,0,0,0,0,0,0,0,0,0,0
RAMILANDIA,412125,Cádmio,PR,25,0,16,7,2,0,2,0.08,0,0,0,0,0,0,0,0
RANCHO ALEGRE,412130,Cádmio,PR,13,0,10,2,1,0,1,0.07692307692307693,0,0,0,0,0,0,0,0
RANCHO ALEGRE D'OESTE,412135,Cádmio,PR,19,0,10,8,1,0,1,0.05263157894736842,0,0,0,0,0,0,0,0
RANCHO QUEIMADO,421430,Cádmio,SC,4,0,0,3,0,1,1,0.25,0.25,0,0,0,0,0,0,0
REALEZA,412140,Cádmio,PR,76,0,36,40,0,0,0,0,0,0,0,0,2,0,0,0
REBOUCAS,412150,Cádmio,PR,34,0,16,18,0,0,0,0,0,0,0,0,0,0,0,0
RECANTO DAS EMAS,530010,Cádmio,DF,16,0,4,11,1,0,1,0.0625,0,9,2,3,2,0,26,1
REDENCAO DA SERRA,354230,Cádmio,SP,22,14,3,5,0,0,0,0,0,0,0,0,0,0,0,0
REDENTORA,431540,Cádmio,RS,53,0,52,1,0,0,0,0,0,0,0,0,0,0,0,0
REGENTE FEIJO,354240,Cádmio,SP,26,0,5,21,0,0,0,0,0,0,0,0,0,0,0,0
REGISTRO,354260,Cádmio,SP,32,3,9,19,1,0,1,0.034482758620689655,0,0,0,0,0,0,0,0
RENASCENCA,412160,Cádmio,PR,40,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0
RESENDE COSTA,315420,Cádmio,MG,26,20,0,6,0,0,0,0,0,0,0,0,0,0,0,0
RESERVA,412170,Cádmio,PR,71,0,46,25,0,0,0,0,0,0,0,0,0,0,0,0
RESERVA DO IGUACU,412175,Cádmio,PR,34,1,16,17,0,0,0,0,0,0,0,0,0,0,0,0
RESPLENDOR,315430,Cádmio,MG,69,15,0,0,54,0,54,1,0,0,0,0,0,0,0,0
RESSAQUINHA,315440,Cádmio,MG,17,17,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
RESTINGA,354270,Cádmio,SP,18,0,7,10,1,0,1,0.05555555555555555,0,0,0,0,0,0,0,0
RESTINGA SECA,431550,Cádmio,RS,36,0,33,2,1,0,1,0.027777777777777776,0,0,0,0,0,0,2,0
RIACHAO DAS NEVES,292620,Cádmio,BA,15,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0
RIACHAO DO JACUIPE,292630,Cádmio,BA,40,16,0,24,0,0,0,0,0,0,0,1,0,0,0,0
RIACHINHO,315445,Cádmio,MG,4,4,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
RIACHO DOS MACHADOS,315450,Cádmio,MG,12,9,0,0,3,0,3,1,0,0,0,0,0,0,0,0
RIACHO FUNDO II,530010,Cádmio,DF,3,0,3,0,0,0,0,0,0,9,2,3,2,0,26,1
RIALMA,521860,Cádmio,GO,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RIANAPOLIS,521870,Cádmio,GO,22,5,9,2,6,0,6,0.35294117647058826,0,0,0,0,0,0,0,0
RIBAS DO RIO PARDO,500710,Cádmio,MS,14,0,7,3,4,0,4,0.2857142857142857,0,0,1,1,1,0,0,0
RIBEIRA,354280,Cádmio,SP,62,10,10,36,6,0,6,0.11538461538461539,0,0,0,0,0,0,0,0
RIBEIRA DO AMPARO,292650,Cádmio,BA,5,5,0,0,0,0,0,NA,NA,0,0,0,2,0,0,0
RIBEIRA DO POMBAL,292660,Cádmio,BA,12,12,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
RIBEIRAO BRANCO,354300,Cádmio,SP,35,17,0,17,1,0,1,0.05555555555555555,0,0,0,0,0,0,0,0
RIBEIRAO CORRENTE,354310,Cádmio,SP,16,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0
RIBEIRAO DO PINHAL,412190,Cádmio,PR,31,4,20,7,0,0,0,0,0,0,0,0,0,0,0,0
RIBEIRAO DO SUL,354320,Cádmio,SP,16,0,0,15,1,0,1,0.0625,0,0,0,0,0,0,0,0
RIBEIRAO GRANDE,354325,Cádmio,SP,67,13,0,47,7,0,7,0.12962962962962962,0,0,0,0,0,0,0,0
RIBEIROPOLIS,280600,Cádmio,SE,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RIFAINA,354360,Cádmio,SP,16,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0
RIO AZUL,412200,Cádmio,PR,31,0,16,15,0,0,0,0,0,0,0,0,0,0,0,0
RIO BOM,412210,Cádmio,PR,32,0,20,12,0,0,0,0,0,0,0,0,0,0,0,0
RIO BONITO DO IGUACU,412215,Cádmio,PR,28,4,16,0,8,0,8,0.3333333333333333,0,0,0,0,0,0,0,0
RIO BRANCO,120040,Cádmio,AC,1,0,0,0,1,0,1,1,0,0,0,1,2,0,2,0
RIO BRANCO DO IVAI,412217,Cádmio,PR,22,0,15,7,0,0,0,0,0,0,0,0,0,0,0,0
RIO BRANCO DO SUL,412220,Cádmio,PR,37,0,30,5,2,0,2,0.05405405405405406,0,0,0,0,1,0,2,0
RIO BRILHANTE,500720,Cádmio,MS,70,1,62,7,0,0,0,0,0,0,0,0,0,1,1,0
RIO CASCA,315490,Cádmio,MG,20,8,10,2,0,0,0,0,0,0,0,0,0,0,0,0
RIO DAS ANTAS,421440,Cádmio,SC,68,13,10,39,6,0,6,0.10909090909090909,0,0,0,0,0,0,0,0
RIO DAS OSTRAS,330452,Cádmio,RJ,2,0,0,1,1,0,1,0.5,0,0,0,0,0,0,7,0
RIO DE CONTAS,292670,Cádmio,BA,8,8,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
RIO DE JANEIRO,330455,Cádmio,RJ,22,22,0,0,0,0,0,NA,NA,28,8,25,42,7,85,6
RIO DO ANTONIO,292680,Cádmio,BA,6,6,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
RIO DO CAMPO,421450,Cádmio,SC,40,0,6,32,2,0,2,0.05,0,0,0,0,0,0,0,0
RIO DO OESTE,421460,Cádmio,SC,25,0,2,22,1,0,1,0.04,0,0,0,0,0,0,0,0
RIO DO PIRES,292690,Cádmio,BA,4,4,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0
RIO DO PRADO,315510,Cádmio,MG,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
RIO DO SUL,421480,Cádmio,SC,34,0,1,31,2,0,2,0.058823529411764705,0,0,0,0,0,7,4,0
RIO DOS CEDROS,421470,Cádmio,SC,27,0,3,20,4,0,4,0.14814814814814814,0,0,0,0,0,0,2,0
RIO DOS INDIOS,431555,Cádmio,RS,22,1,20,1,0,0,0,0,0,0,0,0,0,0,0,0
RIO ESPERA,315520,Cádmio,MG,20,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0
RIO FORTUNA,421490,Cádmio,SC,18,1,2,15,0,0,0,0,0,0,0,0,0,0,0,0
RIO GRANDE,431560,Cádmio,RS,78,1,75,0,2,0,2,0.025974025974025976,0,0,0,0,2,0,10,0
RIO GRANDE DA SERRA,354410,Cádmio,SP,16,0,5,10,1,0,1,0.0625,0,0,0,0,0,0,0,0
RIO MANSO,315530,Cádmio,MG,27,17,2,4,4,0,4,0.4,0,0,0,0,0,0,0,0
RIO NEGRO,412230,Cádmio,PR,72,1,36,24,11,0,11,0.15492957746478872,0,0,0,3,1,0,0,0
RIO NEGRO,500730,Cádmio,MS,24,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0
RIO PARANAIBA,315550,Cádmio,MG,14,1,3,10,0,0,0,0,0,0,0,0,0,0,0,0
RIO PARDO,431570,Cádmio,RS,35,7,27,1,0,0,0,0,0,0,0,0,0,0,0,0
RIO PARDO DE MINAS,315560,Cádmio,MG,24,14,0,4,6,0,6,0.6,0,0,0,0,0,0,0,0
RIO PIRACICABA,315570,Cádmio,MG,8,1,0,0,7,0,7,1,0,0,0,0,0,0,1,0
RIO POMBA,315580,Cádmio,MG,13,9,0,2,2,0,2,0.5,0,0,0,0,1,0,0,0
RIO REAL,292700,Cádmio,BA,12,10,0,2,0,0,0,0,0,0,0,0,0,0,1,0
RIO VERDE,521880,Cádmio,GO,215,44,83,69,17,2,19,0.1111111111111111,0.011695906432748537,0,0,1,0,0,3,0
RIO VERDE DE MATO GROSSO,500740,Cádmio,MS,10,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0
RIO VERMELHO,315600,Cádmio,MG,6,6,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
RIOLANDIA,354420,Cádmio,SP,29,6,2,19,2,0,2,0.08695652173913043,0,0,0,0,0,0,0,0
RIOZINHO,431575,Cádmio,RS,26,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0
RIQUEZA,421507,Cádmio,SC,37,0,9,27,0,1,1,0.02702702702702703,0.02702702702702703,0,0,0,0,0,0,0
RITAPOLIS,315610,Cádmio,MG,17,17,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
RIVERSUL,354350,Cádmio,SP,32,6,0,24,2,0,2,0.07692307692307693,0,0,0,0,0,0,0,0
ROCA SALES,431580,Cádmio,RS,32,0,32,0,0,0,0,0,0,0,0,0,2,0,0,0
RODEIO BONITO,431590,Cádmio,RS,34,1,33,0,0,0,0,0,0,0,0,0,0,0,1,0
ROLANDIA,412240,Cádmio,PR,72,0,34,38,0,0,0,0,0,0,0,0,0,1,5,0
ROLANTE,431600,Cádmio,RS,27,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0
ROMELANDIA,421520,Cádmio,SC,32,0,4,28,0,0,0,0,0,0,0,0,0,0,0,0
RONCADOR,412250,Cádmio,PR,33,0,20,13,0,0,0,0,0,0,0,0,0,0,0,0
RONDA ALTA,431610,Cádmio,RS,51,2,48,0,1,0,1,0.02040816326530612,0,0,0,0,0,0,1,0
RONDINHA,431620,Cádmio,RS,30,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0
RONDON,412260,Cádmio,PR,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0
ROSANA,354425,Cádmio,SP,40,10,8,22,0,0,0,0,0,0,0,0,0,0,0,0
ROSARIO DO IVAI,412265,Cádmio,PR,59,0,34,25,0,0,0,0,0,0,0,0,0,0,0,0
ROSARIO DO SUL,431640,Cádmio,RS,11,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0
ROSEIRA,354430,Cádmio,SP,20,14,2,4,0,0,0,0,0,0,0,0,0,0,0,0
RUBIACEA,354440,Cádmio,SP,35,9,3,23,0,0,0,0,0,0,0,0,0,0,0,0
RUBIATABA,521890,Cádmio,GO,63,32,18,6,5,2,7,0.22580645161290322,0.06451612903225806,0,0,0,0,0,0,0
RUBIM,315660,Cádmio,MG,9,1,0,2,6,0,6,0.75,0,0,0,0,0,0,0,0
RUBINEIA,354450,Cádmio,SP,46,12,3,31,0,0,0,0,0,0,0,0,0,0,1,0
RUY BARBOSA,292720,Cádmio,BA,11,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0
SABARA,315670,Cádmio,MG,2,2,0,0,0,0,0,NA,NA,0,0,1,1,0,1,0
SABAUDIA,412270,Cádmio,PR,15,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0
SAGRES,354470,Cádmio,SP,40,11,6,23,0,0,0,0,0,0,0,0,0,0,0,0
SALESOPOLIS,354500,Cádmio,SP,42,4,8,25,5,0,5,0.13157894736842105,0,0,0,0,0,0,0,0
SALETE,421530,Cádmio,SC,20,0,2,18,0,0,0,0,0,0,0,0,0,6,0,0
SALGADO FILHO,412280,Cádmio,PR,36,0,16,20,0,0,0,0,0,0,0,0,0,0,0,0
SALINAS,315700,Cádmio,MG,19,14,0,1,4,0,4,0.8,0,1,0,0,0,0,2,0
SALINAS DA MARGARIDA,292730,Cádmio,BA,15,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0
SALMOURAO,354510,Cádmio,SP,23,5,3,14,1,0,1,0.05555555555555555,0,0,0,0,0,0,0,0
SALTINHO,354515,Cádmio,SP,32,0,12,18,2,0,2,0.0625,0,0,1,0,1,0,0,0
SALTINHO,421535,Cádmio,SC,25,2,7,16,0,0,0,0,0,0,0,0,0,0,0,0
SALTO DA DIVISA,315710,Cádmio,MG,2,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0
SALTO DE PIRAPORA,354530,Cádmio,SP,19,1,4,12,2,0,2,0.1111111111111111,0,0,0,0,1,0,0,0
SALTO DO ITARARE,412290,Cádmio,PR,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0
SALTO DO JACUI,431645,Cádmio,RS,41,1,39,0,1,0,1,0.025,0,0,0,0,0,0,0,0
SALTO DO LONTRA,412300,Cádmio,PR,36,0,16,20,0,0,0,0,0,0,0,0,0,0,0,0
SALTO VELOSO,421540,Cádmio,SC,21,0,2,17,2,0,2,0.09523809523809523,0,0,0,0,0,0,0,0
SALVADOR,292740,Cádmio,BA,20,20,0,0,0,0,0,NA,NA,3,0,8,7,3,23,3
SALVADOR DO SUL,431650,Cádmio,RS,22,6,16,0,0,0,0,0,0,0,0,0,0,0,1,0
SANANDUVA,431660,Cádmio,RS,62,0,58,3,1,0,1,0.016129032258064516,0,0,0,0,0,0,1,0
SANCLERLANDIA,521900,Cádmio,GO,12,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0
SANDOVALINA,354550,Cádmio,SP,19,0,4,14,1,0,1,0.05263157894736842,0,0,0,0,0,0,0,0
SANTA ALBERTINA,354570,Cádmio,SP,25,6,2,17,0,0,0,0,0,0,0,0,0,0,0,0
SANTA AMELIA,412310,Cádmio,PR,12,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0
SANTA BARBARA,315720,Cádmio,MG,23,9,2,10,2,0,2,0.14285714285714285,0,0,1,0,1,0,0,0
SANTA BARBARA DE GOIAS,521910,Cádmio,GO,22,7,7,3,5,0,5,0.3333333333333333,0,0,0,0,0,0,0,0
SANTA BARBARA DO LESTE,315725,Cádmio,MG,4,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0
SANTA BARBARA DO SUL,431670,Cádmio,RS,32,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA BARBARA DO TUGURIO,315730,Cádmio,MG,11,5,2,2,2,0,2,0.3333333333333333,0,0,0,0,0,0,0,0
SANTA BRANCA,354600,Cádmio,SP,19,8,2,9,0,0,0,0,0,0,0,1,0,0,0,0
SANTA BRIGIDA,292760,Cádmio,BA,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
SANTA CECILIA,421550,Cádmio,SC,51,1,12,36,2,0,2,0.04,0,0,0,0,0,0,1,0
SANTA CLARA D'OESTE,354610,Cádmio,SP,24,6,1,16,1,0,1,0.05555555555555555,0,0,0,0,0,0,0,0
SANTA CRUZ,261245,Cádmio,PE,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
SANTA CRUZ CABRALIA,292770,Cádmio,BA,8,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0
SANTA CRUZ DA ESPERANCA,354625,Cádmio,SP,17,0,7,10,0,0,0,0,0,0,0,0,1,0,0,0
SANTA CRUZ DE MONTE CASTELO,412330,Cádmio,PR,18,1,10,6,1,0,1,0.058823529411764705,0,0,0,0,0,0,0,0
SANTA CRUZ DO ESCALVADO,315740,Cádmio,MG,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA CRUZ DO RIO PARDO,354640,Cádmio,SP,16,0,0,15,1,0,1,0.0625,0,0,0,0,0,0,0,0
SANTA CRUZ DO SUL,431680,Cádmio,RS,142,0,141,1,0,0,0,0,0,0,0,1,0,0,1,0
SANTA EFIGENIA DE MINAS,315750,Cádmio,MG,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
SANTA ERNESTINA,354650,Cádmio,SP,19,0,1,17,1,0,1,0.05263157894736842,0,0,0,0,0,0,0,0
SANTA FE,412340,Cádmio,PR,19,0,11,8,0,0,0,0,0,0,0,0,0,0,0,0
SANTA FE DE MINAS,315760,Cádmio,MG,16,10,0,2,4,0,4,0.6666666666666666,0,0,0,0,0,0,0,0
SANTA HELENA,412350,Cádmio,PR,38,0,20,18,0,0,0,0,0,0,0,0,0,0,2,0
SANTA HELENA DE GOIAS,521930,Cádmio,GO,18,13,4,0,1,0,1,0.2,0,0,0,0,0,0,0,0
SANTA INES,412360,Cádmio,PR,16,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0
SANTA ISABEL,354680,Cádmio,SP,52,26,11,15,0,0,0,0,0,0,0,0,0,1,0,0
SANTA ISABEL,521935,Cádmio,GO,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA IZABEL DO OESTE,412380,Cádmio,PR,34,0,14,20,0,0,0,0,0,0,0,0,0,0,1,0
SANTA LUCIA,412382,Cádmio,PR,19,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0
SANTA LUZIA,292805,Cádmio,BA,13,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0
SANTA LUZIA,315780,Cádmio,MG,12,6,0,4,2,0,2,0.3333333333333333,0,0,0,2,1,0,4,2
SANTA MARGARIDA,315790,Cádmio,MG,42,0,30,8,2,2,4,0.09523809523809523,0.047619047619047616,0,0,0,0,0,0,0
SANTA MARGARIDA DO SUL,431697,Cádmio,RS,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA MARIA,431690,Cádmio,RS,81,0,80,1,0,0,0,0,0,0,0,0,0,0,1,0
SANTA MARIA,530010,Cádmio,DF,49,0,14,34,1,0,1,0.02040816326530612,0,9,2,3,2,0,26,1
SANTA MARIA DA SERRA,354700,Cádmio,SP,36,2,17,17,0,0,0,0,0,0,0,0,2,0,1,0
SANTA MARIA DE JETIBA,320455,Cádmio,ES,50,20,0,28,2,0,2,0.06666666666666667,0,0,0,0,0,0,0,0
SANTA MARIA DO HERVAL,431695,Cádmio,RS,38,6,32,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA MARIA DO OESTE,412385,Cádmio,PR,18,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0
SANTA MARIA DO SALTO,315810,Cádmio,MG,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
SANTA MARIA DO SUACUI,315820,Cádmio,MG,10,10,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
SANTA MARIANA,412390,Cádmio,PR,53,1,46,5,1,0,1,0.019230769230769232,0,0,0,0,0,0,1,0
SANTA MERCEDES,354710,Cádmio,SP,25,5,9,10,1,0,1,0.05,0,0,0,0,0,0,0,0
SANTA RITA DE CALDAS,315920,Cádmio,MG,14,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0
SANTA RITA DE IBITIPOCA,315940,Cádmio,MG,16,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0
SANTA RITA DO ARAGUAIA,521940,Cádmio,GO,26,4,9,11,1,1,2,0.09090909090909091,0.045454545454545456,0,0,0,0,0,0,0
SANTA RITA DO ITUETO,315950,Cádmio,MG,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
SANTA RITA DO PARDO,500755,Cádmio,MS,13,0,6,2,4,1,5,0.38461538461538464,0.07692307692307693,0,0,0,0,0,0,0
SANTA RITA DO SAPUCAI,315960,Cádmio,MG,8,2,0,6,0,0,0,0,0,0,0,0,1,0,5,1
SANTA ROSA,431720,Cádmio,RS,36,2,31,3,0,0,0,0,0,0,0,0,1,0,3,0
SANTA ROSA DA SERRA,315970,Cádmio,MG,25,2,4,19,0,0,0,0,0,0,0,0,0,0,0,0
SANTA ROSA DE GOIAS,521950,Cádmio,GO,16,7,3,5,1,0,1,0.1111111111111111,0,0,0,0,0,0,0,0
SANTA ROSA DE LIMA,280650,Cádmio,SE,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
SANTA ROSA DE LIMA,421560,Cádmio,SC,20,0,5,14,1,0,1,0.05,0,0,0,0,0,0,0,0
SANTA ROSA DE VITERBO,354760,Cádmio,SP,28,2,7,19,0,0,0,0,0,0,0,0,0,0,1,0
SANTA SALETE,354765,Cádmio,SP,18,6,1,10,1,0,1,0.08333333333333333,0,0,0,0,0,0,0,0
SANTA TERESA,320460,Cádmio,ES,58,16,0,36,4,2,6,0.14285714285714285,0.047619047619047616,0,0,0,0,0,0,0
SANTA TERESINHA,292850,Cádmio,BA,15,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0
SANTA TEREZA DE GOIAS,521960,Cádmio,GO,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
SANTA TEREZA DO OESTE,412402,Cádmio,PR,43,1,26,16,0,0,0,0,0,0,0,0,0,0,3,0
SANTA TEREZINHA,421567,Cádmio,SC,63,0,12,50,1,0,1,0.015873015873015872,0,0,0,0,0,0,0,0
SANTA TEREZINHA DE GOIAS,521970,Cádmio,GO,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
SANTA TEREZINHA DE ITAIPU,412405,Cádmio,PR,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA TEREZINHA DO PROGRESSO,421568,Cádmio,SC,14,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0
SANTA VITORIA,315980,Cádmio,MG,29,7,0,1,21,0,21,0.9545454545454546,0,0,0,0,0,0,0,0
SANTA VITORIA DO PALMAR,431730,Cádmio,RS,100,0,99,1,0,0,0,0,0,0,0,0,0,0,0,0
SANTANA,292820,Cádmio,BA,14,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0
SANTANA DA BOA VISTA,431700,Cádmio,RS,14,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0
SANTANA DA PONTE PENSA,354720,Cádmio,SP,20,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0
SANTANA DA VARGEM,315830,Cádmio,MG,13,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0
SANTANA DE PARNAIBA,354730,Cádmio,SP,91,15,43,33,0,0,0,0,0,0,0,1,5,0,6,0
SANTANA DE PIRAPAMA,315850,Cádmio,MG,6,0,4,1,1,0,1,0.16666666666666666,0,0,0,0,0,0,0,0
SANTANA DO ITARARE,412400,Cádmio,PR,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0
SANTANA DO MANHUACU,315890,Cádmio,MG,28,2,20,0,6,0,6,0.23076923076923078,0,0,0,0,0,0,0,0
SANTIAGO,431740,Cádmio,RS,30,2,26,2,0,0,0,0,0,0,0,0,0,0,0,1
SANTO AMARO,292860,Cádmio,BA,47,38,0,9,0,0,0,0,0,0,0,0,1,0,0,0
SANTO AMARO DAS BROTAS,280660,Cádmio,SE,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
SANTO ANASTACIO,354770,Cádmio,SP,7,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0
SANTO ANDRE,354780,Cádmio,SP,21,0,9,11,1,0,1,0.047619047619047616,0,0,0,8,6,3,24,1
SANTO ANGELO,431750,Cádmio,RS,45,1,42,1,1,0,1,0.022727272727272728,0,0,0,0,0,0,0,0
SANTO ANTONIO DA PATRULHA,431760,Cádmio,RS,128,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTO ANTONIO DA PLATINA,412410,Cádmio,PR,43,0,24,19,0,0,0,0,0,0,0,0,1,0,0,0
SANTO ANTONIO DAS MISSOES,431770,Cádmio,RS,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTO ANTONIO DE GOIAS,521973,Cádmio,GO,4,0,2,0,2,0,2,0.5,0,0,0,0,0,0,0,0
SANTO ANTONIO DE JESUS,292870,Cádmio,BA,16,6,0,10,0,0,0,0,0,0,0,0,0,0,1,0
SANTO ANTONIO DO AMPARO,315990,Cádmio,MG,9,6,3,0,0,0,0,0,0,0,0,0,0,0,2,0
SANTO ANTONIO DO CAIUA,412420,Cádmio,PR,18,0,10,6,2,0,2,0.1111111111111111,0,0,0,0,0,0,0,0
SANTO ANTONIO DO DESCOBERTO,521975,Cádmio,GO,16,4,0,8,4,0,4,0.3333333333333333,0,0,0,0,0,0,0,0
SANTO ANTONIO DO GRAMA,316010,Cádmio,MG,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTO ANTONIO DO ITAMBE,316020,Cádmio,MG,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
SANTO ANTONIO DO JARDIM,354810,Cádmio,SP,29,5,8,16,0,0,0,0,0,0,0,0,0,0,0,0
SANTO ANTONIO DO MONTE,316040,Cádmio,MG,16,8,2,0,5,1,6,0.75,0.125,0,0,3,0,0,0,0
SANTO ANTONIO DO PINHAL,354820,Cádmio,SP,53,35,5,13,0,0,0,0,0,0,0,0,0,0,0,0
SANTO ANTONIO DO RETIRO,316045,Cádmio,MG,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SANTO ANTONIO DO SUDOESTE,412440,Cádmio,PR,20,0,10,10,0,0,0,0,0,0,0,0,2,0,0,0
SANTO AUGUSTO,431780,Cádmio,RS,72,0,71,1,0,0,0,0,0,0,0,0,0,0,0,0
SANTO CRISTO,431790,Cádmio,RS,101,15,84,2,0,0,0,0,0,0,0,0,0,0,0,0
SANTO ESTEVAO,292880,Cádmio,BA,12,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
SANTO EXPEDITO,354830,Cádmio,SP,25,0,6,18,1,0,1,0.04,0,0,0,0,0,0,0,0
SANTO EXPEDITO DO SUL,431795,Cádmio,RS,49,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTO HIPOLITO,316060,Cádmio,MG,32,12,0,20,0,0,0,0,0,0,0,0,0,0,0,0
SANTO INACIO,412450,Cádmio,PR,17,0,10,7,0,0,0,0,0,0,0,0,0,0,0,0
SANTOPOLIS DO AGUAPEI,354840,Cádmio,SP,29,5,4,18,2,0,2,0.08333333333333333,0,0,0,0,0,0,0,0
SANTOS,354850,Cádmio,SP,16,0,6,10,0,0,0,0,0,0,0,0,1,0,4,0
SANTOS DUMONT,316070,Cádmio,MG,1,1,0,0,0,0,0,NA,NA,0,0,1,0,0,0,0
SAO BENTO DO SAPUCAI,354860,Cádmio,SP,22,14,2,6,0,0,0,0,0,0,0,0,0,0,0,0
SAO BERNARDINO,421575,Cádmio,SC,22,5,5,12,0,0,0,0,0,0,0,0,0,0,0,0
SAO BERNARDO DO CAMPO,354870,Cádmio,SP,125,39,34,51,1,0,1,0.011627906976744186,0,0,1,3,8,1,42,0
