municipio,codigo_ibge,parâmetro,uf,Total de testes substâncias em geral para cada linha - incluindo MENOR_LQ,Total de inconsistentes,Total de Consistentes não detectados,Total de parâmetros com MENOR_LQ,Total de Consistentes detectados Abaixo do VMP,Total de Consistentes detectados Acima do VMP,Total_Detectados,prop1,prop2,cnae_729404,cnae_1066000,cnae_2013401,cnae_2013402,cnae_2071100,cnae_2099101,cnae_2121101,cnae_2311700,cnae_2312500,cnae_2610800,cnae_2829199
LAJEDO DO TABOCAL,291905,Selênio,BA,12,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAMARAO,291910,Selênio,BA,9,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAPA,411320,Selênio,PR,116,1,56,59,0,0,0,0,0,0,2,1,1,2,0,0,0,0,0,2
LARANJAL,313800,Selênio,MG,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
LARANJAL PAULISTA,352640,Selênio,SP,51,15,17,16,3,0,3,0.08333333333333333,0,0,3,1,0,0,0,0,0,0,0,4
LARANJEIRAS,280360,Selênio,SE,1,1,0,0,0,0,0,NA,NA,1,1,2,5,0,0,0,0,0,0,0
LARANJEIRAS DO SUL,411330,Selênio,PR,36,10,16,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
LAURENTINO,420950,Selênio,SC,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LAURO MULLER,420960,Selênio,SC,19,0,2,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LAVRAS,313820,Selênio,MG,16,2,2,12,0,0,0,0,0,0,10,1,5,1,0,0,0,0,1,2
LAVRAS DO SUL,431150,Selênio,RS,26,5,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAVRINHAS,352660,Selênio,SP,21,3,12,4,2,0,2,0.1111111111111111,0,0,0,0,0,0,0,0,0,0,0,0
LEANDRO FERREIRA,313830,Selênio,MG,3,0,2,0,1,0,1,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0
LEBON REGIS,420970,Selênio,SC,61,1,11,37,12,0,12,0.2,0,0,0,0,0,0,0,0,0,0,0,2
LENCOIS,291930,Selênio,BA,18,9,0,9,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
LEOBERTO LEAL,420980,Selênio,SC,28,0,2,23,2,1,3,0.10714285714285714,0.03571428571428571,0,0,0,0,0,0,0,0,0,0,0
LEOPOLDO DE BULHOES,521230,Selênio,GO,28,0,22,3,3,0,3,0.10714285714285714,0,0,1,0,0,0,0,0,0,0,0,0
LEOPOLIS,411340,Selênio,PR,24,1,14,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LIBERATO SALZANO,431160,Selênio,RS,38,0,33,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LICINIO DE ALMEIDA,291940,Selênio,BA,5,5,0,0,0,0,0,NA,NA,0,0,0,0,2,0,0,0,0,0,0
LIDIANOPOLIS,411342,Selênio,PR,36,0,15,20,1,0,1,0.027777777777777776,0,0,0,0,0,0,0,0,0,0,0,0
LIMEIRA DO OESTE,313862,Selênio,MG,12,4,0,0,8,0,8,1,0,0,1,0,0,0,0,0,0,0,0,0
LINDOESTE,411345,Selênio,PR,20,0,10,8,2,0,2,0.1,0,0,0,0,0,0,0,0,0,0,0,0
LINDOIA DO SUL,420985,Selênio,SC,43,4,5,31,2,1,3,0.07692307692307693,0.02564102564102564,0,1,0,0,0,0,0,0,0,0,0
LINHA NOVA,431164,Selênio,RS,10,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINS,352710,Selênio,SP,110,3,39,67,1,0,1,0.009345794392523364,0,0,10,0,0,1,0,0,0,0,2,0
LIVRAMENTO DE NOSSA SENHORA,291950,Selênio,BA,8,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LOANDA,411350,Selênio,PR,26,0,16,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
LONDRINA,411370,Selênio,PR,307,3,112,176,14,2,16,0.05263157894736842,0.006578947368421052,0,32,5,36,29,1,3,1,1,37,63
LONTRA,313865,Selênio,MG,6,6,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
LORENA,352720,Selênio,SP,95,10,51,33,1,0,1,0.011764705882352941,0,0,0,0,0,3,0,0,1,0,2,5
LOURDES,352725,Selênio,SP,15,7,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LUCELIA,352740,Selênio,SP,42,10,9,22,1,0,1,0.03125,0,0,2,0,0,0,0,0,0,0,0,0
LUCIANOPOLIS,352750,Selênio,SP,24,0,0,21,3,0,3,0.125,0,0,0,0,0,0,0,0,0,0,0,0
LUIS EDUARDO MAGALHAES,291955,Selênio,BA,32,12,3,17,0,0,0,0,0,0,35,3,13,1,0,0,2,0,0,2
LUISLANDIA,313868,Selênio,MG,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
LUIZ ALVES,421000,Selênio,SC,19,0,2,16,1,0,1,0.05263157894736842,0,0,0,1,0,0,0,0,0,0,0,0
LUIZIANA,411373,Selênio,PR,20,0,10,9,1,0,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0
LUIZIANIA,352770,Selênio,SP,24,5,8,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LUNARDELLI,411375,Selênio,PR,40,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LUPERCIO,352780,Selênio,SP,1,1,0,0,0,0,0,NA,NA,0,0,0,0,1,0,0,0,0,0,0
LUPIONOPOLIS,411380,Selênio,PR,20,0,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LUTECIA,352790,Selênio,SP,11,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LUZ,313880,Selênio,MG,6,2,4,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0
LUZIANIA,521250,Selênio,GO,36,16,0,2,17,1,18,0.9,0.05,0,11,1,6,4,0,0,0,0,2,3
MACAMBARA,431171,Selênio,RS,14,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACAUBAS,291980,Selênio,BA,4,4,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
MACEDONIA,352820,Selênio,SP,24,6,11,6,1,0,1,0.05555555555555555,0,0,0,0,0,0,0,0,0,0,0,0
MACHACALIS,313890,Selênio,MG,4,4,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
MACHADINHO,431170,Selênio,RS,61,2,55,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
MACIEIRA,421005,Selênio,SC,22,4,2,8,6,2,8,0.4444444444444444,0.1111111111111111,0,0,0,0,0,0,0,0,0,0,0
MACUCO,330245,Selênio,RJ,2,0,0,1,1,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0
MADRE DE DEUS DE MINAS,313910,Selênio,MG,18,18,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
MAETINGA,291995,Selênio,BA,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAFRA,421010,Selênio,SC,38,0,1,36,1,0,1,0.02631578947368421,0,0,2,0,3,3,0,0,0,0,0,2
MAGDA,352830,Selênio,SP,23,10,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAGE,330250,Selênio,RJ,8,2,0,3,3,0,3,0.5,0,0,4,0,0,3,0,0,0,0,0,1
MAIQUINIQUE,292000,Selênio,BA,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MAIRI,292010,Selênio,BA,2,2,0,0,0,0,0,NA,NA,0,0,0,1,0,0,1,0,0,0,0
MAIRIPORA,352850,Selênio,SP,88,0,42,45,1,0,1,0.011363636363636364,0,0,1,0,0,3,0,1,0,0,4,14
MAIRIPOTABA,521260,Selênio,GO,24,1,16,5,2,0,2,0.08695652173913043,0,0,1,0,0,0,0,0,0,0,0,0
MALACACHETA,313920,Selênio,MG,3,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MALHADA,292020,Selênio,BA,12,10,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MALHADA DE PEDRAS,292030,Selênio,BA,3,3,0,0,0,0,0,NA,NA,0,1,0,0,0,0,0,0,0,0,0
MALLET,411390,Selênio,PR,73,7,42,2,22,0,22,0.3333333333333333,0,0,1,0,0,0,0,0,0,0,0,0
MAMBAI,521270,Selênio,GO,2,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
MAMBORE,411400,Selênio,PR,32,0,20,11,1,0,1,0.03125,0,0,0,0,0,0,0,0,0,0,0,0
MANDAGUACU,411410,Selênio,PR,41,0,19,22,0,0,0,0,0,0,1,1,4,1,0,0,0,0,1,0
MANDAGUARI,411420,Selênio,PR,23,0,15,8,0,0,0,0,0,0,3,2,1,1,0,0,0,0,0,6
MANDIRITUBA,411430,Selênio,PR,63,6,36,12,9,0,9,0.15789473684210525,0,0,3,0,1,4,0,0,0,0,1,1
MANFRINOPOLIS,411435,Selênio,PR,20,0,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MANGA,313930,Selênio,MG,24,22,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
MANGUEIRINHA,411440,Selênio,PR,68,7,36,0,24,1,25,0.4098360655737705,0.01639344262295082,0,0,0,0,0,0,0,0,0,0,0
MANOEL RIBAS,411450,Selênio,PR,17,0,10,4,3,0,3,0.17647058823529413,0,0,2,0,0,0,0,0,1,0,0,0
MANOEL VIANA,431175,Selênio,RS,24,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MANOEL VITORINO,292040,Selênio,BA,12,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MANSIDAO,292045,Selênio,BA,11,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARA ROSA,521280,Selênio,GO,3,2,0,1,0,0,0,0,0,1,5,0,0,0,0,1,0,0,0,0
MARABA PAULISTA,352870,Selênio,SP,19,5,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARACAI,352880,Selênio,SP,30,1,16,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MARACAJU,500540,Selênio,MS,82,0,65,10,7,0,7,0.08536585365853659,0,0,2,0,0,0,0,1,0,0,0,0
MARACAS,292050,Selênio,BA,38,20,0,18,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
MARAGOGIPE,292060,Selênio,BA,23,13,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARANGUAPE,230770,Selênio,CE,2,2,0,0,0,0,0,NA,NA,0,11,0,0,2,0,0,0,0,0,0
MARAU,292070,Selênio,BA,8,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARAU,431180,Selênio,RS,29,2,26,1,0,0,0,0,0,0,10,0,5,0,0,0,0,0,0,0
MARAVILHA,421050,Selênio,SC,20,0,2,18,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,5
MARAVILHAS,313970,Selênio,MG,4,1,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
MARCELINO RAMOS,431190,Selênio,RS,31,2,29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MARCIONILIO SOUZA,292080,Selênio,BA,22,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARECHAL FLORIANO,320334,Selênio,ES,12,2,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
MAREMA,421055,Selênio,SC,21,1,6,13,0,1,1,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0
MARIA DA FE,313990,Selênio,MG,8,0,0,7,1,0,1,0.125,0,0,1,0,0,0,0,0,0,0,0,0
MARIA HELENA,411470,Selênio,PR,38,0,20,17,1,0,1,0.02631578947368421,0,0,1,0,0,0,0,0,0,0,0,0
MARIANA PIMENTEL,431198,Selênio,RS,20,0,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MARIANO MORO,431200,Selênio,RS,35,1,31,2,1,0,1,0.029411764705882353,0,0,0,0,0,0,0,0,0,0,0,0
MARIAPOLIS,352890,Selênio,SP,44,10,14,19,1,0,1,0.029411764705882353,0,0,0,0,0,0,0,0,0,0,0,0
MARICA,330270,Selênio,RJ,2,0,0,1,1,0,1,0.5,0,0,1,0,0,0,0,0,0,0,0,1
MARILANDIA DO SUL,411490,Selênio,PR,42,0,15,18,9,0,9,0.21428571428571427,0,0,0,1,0,1,0,0,0,0,0,0
MARILENA,411500,Selênio,PR,12,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARINGA,411520,Selênio,PR,93,0,51,42,0,0,0,0,0,0,33,6,19,22,3,6,3,0,14,49
MARINOPOLIS,352910,Selênio,SP,23,7,10,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MARIOPOLIS,411530,Selênio,PR,19,0,10,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MARIPA,411535,Selênio,PR,60,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARMELEIRO,411540,Selênio,PR,36,0,16,20,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2
MARQUES DE SOUZA,431205,Selênio,RS,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARQUINHO,411545,Selênio,PR,32,0,13,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARTINHO CAMPOS,314050,Selênio,MG,18,8,0,10,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1
MARTINS SOARES,314053,Selênio,MG,22,2,16,2,2,0,2,0.1,0,0,0,0,1,0,0,0,0,0,0,0
MASCOTE,292090,Selênio,BA,30,13,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MATA,431210,Selênio,RS,44,1,41,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MATA DE SAO JOAO,292100,Selênio,BA,37,26,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
MATA VERDE,314055,Selênio,MG,4,0,0,0,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
MATELANDIA,411560,Selênio,PR,50,10,30,1,9,0,9,0.225,0,1,2,0,1,0,0,0,0,0,0,5
MATERLANDIA,314060,Selênio,MG,8,8,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
MATHIAS LOBATO,317150,Selênio,MG,23,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MATIAS CARDOSO,314085,Selênio,MG,51,31,5,1,13,1,14,0.7,0.05,0,0,0,0,0,0,0,0,0,0,0
MATINHOS,411570,Selênio,PR,20,0,16,2,2,0,2,0.1,0,0,0,0,2,0,0,0,0,0,0,0
MATIPO,314090,Selênio,MG,19,0,16,0,3,0,3,0.15789473684210525,0,0,0,0,2,0,0,0,0,0,0,0
MATO RICO,411573,Selênio,PR,18,0,5,11,2,0,2,0.1111111111111111,0,0,0,0,0,0,0,0,0,0,0,0
MATO VERDE,314100,Selênio,MG,12,10,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
MATOS COSTA,421070,Selênio,SC,18,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MATOZINHOS,314110,Selênio,MG,10,3,2,1,4,0,4,0.5714285714285714,0,0,1,0,5,2,0,0,0,0,0,8
MATUTINA,314120,Selênio,MG,17,0,17,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
MAUA DA SERRA,411575,Selênio,PR,17,0,10,6,1,0,1,0.058823529411764705,0,0,0,0,0,1,0,0,0,0,0,0
MAURILANDIA,521300,Selênio,GO,10,1,6,2,1,0,1,0.1111111111111111,0,0,0,0,0,0,0,0,0,0,0,0
MAXIMILIANO DE ALMEIDA,431220,Selênio,RS,49,2,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEDEIROS,314130,Selênio,MG,6,2,0,2,2,0,2,0.5,0,0,3,0,0,0,0,0,0,0,0,0
MEDEIROS NETO,292110,Selênio,BA,11,11,0,0,0,0,0,NA,NA,0,2,0,0,0,0,0,0,0,0,0
MEDIANEIRA,411580,Selênio,PR,36,0,16,1,19,0,19,0.5277777777777778,0,0,4,0,4,2,0,1,2,0,2,1
MEDINA,314140,Selênio,MG,9,6,0,1,2,0,2,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0
MENDES PIMENTEL,314150,Selênio,MG,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MERCES,314160,Selênio,MG,3,3,0,0,0,0,0,NA,NA,0,1,0,0,0,0,0,0,0,0,0
MERIDIANO,352960,Selênio,SP,46,12,19,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MESOPOLIS,352965,Selênio,SP,38,7,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIGUEL CALMON,292120,Selênio,BA,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIGUELOPOLIS,352970,Selênio,SP,34,0,16,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MIMOSO DE GOIAS,521305,Selênio,GO,9,5,2,1,1,0,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0
MINACU,521308,Selênio,GO,1,1,0,0,0,0,0,NA,NA,0,2,0,0,0,0,0,0,0,0,0
MINAS DO LEAO,431225,Selênio,RS,25,2,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINAS NOVAS,314180,Selênio,MG,14,14,0,0,0,0,0,NA,NA,0,1,0,0,0,0,0,0,0,0,0
MINDURI,314190,Selênio,MG,6,4,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
MIRA ESTRELA,353000,Selênio,SP,26,6,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
MIRABELA,314200,Selênio,MG,7,5,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
MIRACATU,352990,Selênio,SP,100,0,44,56,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MIRACEMA,330300,Selênio,RJ,2,0,0,1,1,0,1,0.5,0,0,0,0,1,0,0,0,0,0,0,0
MIRADOR,411590,Selênio,PR,15,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIRAGUAI,431230,Selênio,RS,84,0,81,1,2,0,2,0.023809523809523808,0,0,1,0,0,0,0,0,0,0,0,0
MIRAI,314220,Selênio,MG,12,0,1,3,8,0,8,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,1
MIRANDA,500560,Selênio,MS,7,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MIRANGABA,292140,Selênio,BA,4,4,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,0,0,0,0
MIRANTE,292145,Selênio,BA,6,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIRANTE DO PARANAPANEMA,353020,Selênio,SP,83,20,26,34,3,0,3,0.047619047619047616,0,0,0,0,0,0,0,0,0,0,0,0
MIRAVANIA,314225,Selênio,MG,5,5,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
MIRIM DOCE,421085,Selênio,SC,34,0,2,26,6,0,6,0.17647058823529413,0,0,0,0,0,0,0,0,0,0,0,0
MISSAL,411605,Selênio,PR,18,3,2,12,1,0,1,0.06666666666666667,0,0,0,1,0,0,0,0,0,0,0,0
MOCOCA,353050,Selênio,SP,83,10,22,51,0,0,0,0,0,0,6,1,0,6,0,1,0,0,1,9
MODELO,421090,Selênio,SC,75,11,25,37,1,1,2,0.03125,0.015625,0,0,0,0,0,0,0,0,0,0,1
MOEDA,314230,Selênio,MG,25,9,9,5,2,0,2,0.125,0,0,0,0,0,0,0,0,0,0,0,0
MOITA BONITA,280410,Selênio,SE,2,0,0,1,1,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0
MOMBACA,230850,Selênio,CE,1,1,0,0,0,0,0,NA,NA,0,1,0,0,0,0,0,0,0,0,0
MOMBUCA,353090,Selênio,SP,13,0,5,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
MONCOES,353100,Selênio,SP,21,6,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONDAI,421100,Selênio,SC,47,7,11,29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
MONGAGUA,353110,Selênio,SP,20,0,7,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0
MONSENHOR PAULO,314260,Selênio,MG,2,2,0,0,0,0,0,NA,NA,0,0,0,1,0,0,0,0,0,0,0
MONSENHOR TABOSA,230860,Selênio,CE,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONTALVANIA,314270,Selênio,MG,75,69,0,0,6,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0
MONTE ALEGRE DE GOIAS,521350,Selênio,GO,20,3,13,2,2,0,2,0.11764705882352941,0,1,0,0,0,0,0,0,0,0,0,0
MONTE ALTO,353130,Selênio,SP,60,3,28,28,1,0,1,0.017543859649122806,0,0,2,1,7,0,0,0,0,0,0,4
MONTE APRAZIVEL,353140,Selênio,SP,71,3,28,38,2,0,2,0.029411764705882353,0,0,4,0,2,0,0,0,0,0,0,1
MONTE AZUL,314290,Selênio,MG,18,11,0,2,5,0,5,0.7142857142857143,0,0,1,0,0,1,0,0,0,0,0,0
MONTE BELO,314300,Selênio,MG,8,8,0,0,0,0,0,NA,NA,0,0,1,0,0,0,0,0,0,0,0
MONTE CASTELO,421110,Selênio,SC,21,0,8,10,3,0,3,0.14285714285714285,0,0,0,1,0,0,0,0,0,0,0,0
MONTE FORMOSO,314315,Selênio,MG,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
MONTE MOR,353180,Selênio,SP,102,0,45,57,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,8
MONTE SANTO DE MINAS,314320,Selênio,MG,33,21,6,6,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
MONTE SIAO,314340,Selênio,MG,24,8,0,11,5,0,5,0.3125,0,0,0,0,0,0,0,0,0,0,0,0
MONTEIRO LOBATO,353170,Selênio,SP,80,22,40,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
MONTENEGRO,431240,Selênio,RS,50,17,32,1,0,0,0,0,0,0,8,0,1,0,0,0,0,0,2,2
MONTES CLAROS,314330,Selênio,MG,48,21,17,9,1,0,1,0.037037037037037035,0,1,10,0,3,3,0,7,3,0,1,6
MONTES CLAROS DE GOIAS,521370,Selênio,GO,2,2,0,0,0,0,0,NA,NA,1,3,0,0,0,0,0,0,0,0,0
MONTEZUMA,314345,Selênio,MG,15,12,1,0,2,0,2,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0
MONTIVIDIU,521375,Selênio,GO,18,6,5,5,2,0,2,0.16666666666666666,0,0,2,1,2,0,0,0,0,0,0,2
MORADA NOVA DE MINAS,314350,Selênio,MG,14,3,8,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MOREIRA SALES,411610,Selênio,PR,38,0,17,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MORPARA,292160,Selênio,BA,10,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MORRETES,411620,Selênio,PR,43,10,24,0,9,0,9,0.2727272727272727,0,0,0,0,0,0,0,0,0,0,0,0
MORRINHOS,521380,Selênio,GO,45,0,34,8,3,0,3,0.06666666666666667,0,0,7,0,3,0,0,0,0,0,1,0
MORRO DA GARCA,314360,Selênio,MG,15,6,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MORRO DO CHAPEU,292170,Selênio,BA,23,16,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MORRO REDONDO,431245,Selênio,RS,19,0,18,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
MORRO REUTER,431247,Selênio,RS,31,8,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MORTUGABA,292180,Selênio,BA,3,3,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
MORUNGABA,353200,Selênio,SP,20,0,8,11,1,0,1,0.05,0,0,0,0,1,0,0,0,0,0,0,0
MOSTARDAS,431250,Selênio,RS,15,2,11,0,2,0,2,0.15384615384615385,0,0,0,0,0,0,0,0,0,0,0,0
MOZARLANDIA,521400,Selênio,GO,32,3,19,6,4,0,4,0.13793103448275862,0,0,2,0,0,0,0,0,0,0,0,0
MUCURI,292200,Selênio,BA,15,15,0,0,0,0,0,NA,NA,0,0,0,1,0,0,0,1,0,0,0
MUITOS CAPOES,431261,Selênio,RS,59,0,58,0,0,1,1,0.01694915254237288,0.01694915254237288,0,0,0,0,0,0,0,0,0,0,0
MULUNGU,230910,Selênio,CE,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
MULUNGU DO MORRO,292205,Selênio,BA,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUNDO NOVO,292210,Selênio,BA,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
MUNDO NOVO,500568,Selênio,MS,10,0,8,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
MUNDO NOVO,521405,Selênio,GO,2,2,0,0,0,0,0,NA,NA,0,1,0,0,0,0,0,0,0,0,0
MUNHOZ,314380,Selênio,MG,16,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUNIZ FERREIRA,292220,Selênio,BA,12,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUQUEM DE SAO FRANCISCO,292225,Selênio,BA,10,5,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
MUQUI,320380,Selênio,ES,20,0,0,16,4,0,4,0.2,0,0,2,0,0,0,0,0,0,0,0,0
MURIBECA,280430,Selênio,SE,2,0,0,1,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0
MURITIBA,292230,Selênio,BA,12,5,0,7,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
MUZAMBINHO,314410,Selênio,MG,20,10,2,7,1,0,1,0.1,0,0,2,1,1,0,0,0,0,0,0,0
NACIP RAYDAN,314420,Selênio,MG,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
NANUQUE,314430,Selênio,MG,4,4,0,0,0,0,0,NA,NA,0,5,0,0,1,0,0,0,0,0,0
NAO-ME-TOQUE,431265,Selênio,RS,37,0,37,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,2
NARANDIBA,353220,Selênio,SP,23,0,5,17,1,0,1,0.043478260869565216,0,0,0,0,0,0,0,0,0,0,0,0
NATIVIDADE,171420,Selênio,TO,6,0,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NAVIRAI,500570,Selênio,MS,58,0,36,22,0,0,0,0,0,0,7,0,1,1,0,0,1,0,0,0
NAZARE,171430,Selênio,TO,9,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAZARE,292250,Selênio,BA,10,5,0,5,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0
