municipio,codigo_ibge,parâmetro,uf,Total de testes substâncias em geral para cada linha - incluindo MENOR_LQ,Total de inconsistentes,Total de Consistentes não detectados,Total de parâmetros com MENOR_LQ,Total de Consistentes detectados Abaixo do VMP,Total de Consistentes detectados Acima do VMP,Total_Detectados,prop1,prop2,cnae_729404,cnae_729405,cnae_2019399,cnae_2029100,cnae_2033900,cnae_2071100,cnae_2422901,cnae_2449199,cnae_2539001,cnae_2539002,cnae_2599399,cnae_2660400,cnae_2722801,cnae_2722802,cnae_2910701,cnae_2920401,cnae_2945000,cnae_3313902,cnae_3831999
DOURADOS,500370,Chumbo,MS,187,21,153,12,1,0,1,0.006024096385542169,0,0,0,0,3,0,4,0,0,174,1,19,0,1,0,0,0,1,0,11
DOUTOR CAMARGO,410730,Chumbo,PR,16,0,10,5,1,0,1,0.0625,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0
DOUTOR MAURICIO CARDOSO,430673,Chumbo,RS,17,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
DOUTOR PEDRINHO,420515,Chumbo,SC,41,0,7,31,3,0,3,0.07317073170731707,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
DOVERLANDIA,520725,Chumbo,GO,30,4,14,4,8,0,8,0.3076923076923077,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0
DUAS BARRAS,330160,Chumbo,RJ,25,0,0,17,8,0,8,0.32,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0
DUQUE DE CAXIAS,330170,Chumbo,RJ,1,0,0,0,1,0,1,1,0,0,0,7,12,4,119,1,15,504,20,93,1,0,0,0,1,1,5,73
DURANDE,312352,Chumbo,MG,10,0,8,1,1,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ECHAPORA,351470,Chumbo,SP,16,3,6,5,2,0,2,0.15384615384615385,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ECOPORANGA,320210,Chumbo,ES,62,7,0,55,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,1
EDEALINA,520735,Chumbo,GO,18,6,5,6,1,0,1,0.08333333333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
EDEIA,520740,Chumbo,GO,16,1,12,1,2,0,2,0.13333333333333333,0,0,0,0,2,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0
ELDORADO,351480,Chumbo,SP,108,0,28,40,33,7,40,0.37037037037037035,0.06481481481481481,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
ELDORADO,500375,Chumbo,MS,25,5,6,14,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0
ELDORADO DOS CARAJAS,150295,Chumbo,PA,16,0,12,4,0,0,0,0,0,1,0,0,1,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0
ELIAS FAUSTO,351490,Chumbo,SP,60,0,25,20,15,0,15,0.25,0,0,0,0,0,0,2,0,1,11,2,2,0,0,0,0,0,1,0,1
ELISIO MEDRADO,291030,Chumbo,BA,13,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMBU-GUACU,351510,Chumbo,SP,46,2,14,17,13,0,13,0.29545454545454547,0,0,0,1,1,0,0,0,1,25,1,13,1,0,0,0,0,0,2,2
EMILIANOPOLIS,351512,Chumbo,SP,21,1,1,12,7,0,7,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENCANTADO,430680,Chumbo,RS,60,0,54,6,0,0,0,0,0,0,0,0,6,0,2,0,0,15,1,4,0,0,0,0,0,0,0,1
ENCRUZILHADA,291040,Chumbo,BA,11,3,0,8,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENCRUZILHADA DO SUL,430690,Chumbo,RS,24,1,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,0,1,0,0,0,0,0
ENEAS MARQUES,410740,Chumbo,PR,21,3,10,8,0,0,0,0,0,0,0,0,0,0,2,0,0,7,1,0,0,0,0,0,0,0,0,0
ENGENHEIRO BELTRAO,410750,Chumbo,PR,72,1,34,37,0,0,0,0,0,0,0,0,1,0,3,0,1,10,0,1,0,0,0,0,0,0,0,1
ENGENHEIRO NAVARRO,312380,Chumbo,MG,4,4,0,0,0,0,0,NA,NA,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENTRE RIOS,291050,Chumbo,BA,20,18,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,10,0,3,0,0,0,0,0,0,0,5
ENTRE RIOS,420517,Chumbo,SC,14,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ENTRE RIOS DE MINAS,312390,Chumbo,MG,54,48,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
ENTRE RIOS DO SUL,430695,Chumbo,RS,33,2,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENTRE-IJUIS,430693,Chumbo,RS,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,1
EREBANGO,430697,Chumbo,RS,39,1,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
ERECHIM,430700,Chumbo,RS,105,4,84,15,0,2,2,0.019801980198019802,0.019801980198019802,0,0,0,0,0,0,0,1,250,8,32,0,0,0,0,3,4,0,6
ERVAL GRANDE,430720,Chumbo,RS,32,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0
ERVAL SECO,430730,Chumbo,RS,14,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ERVAL VELHO,420520,Chumbo,SC,20,2,2,11,5,0,5,0.2777777777777778,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2
ERVALIA,312400,Chumbo,MG,4,4,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0
ESMERALDA,430740,Chumbo,RS,33,0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ESPERA FELIZ,312420,Chumbo,MG,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2
ESPERANCA NOVA,410752,Chumbo,PR,21,2,8,9,2,0,2,0.10526315789473684,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ESPINOSA,312430,Chumbo,MG,21,9,4,2,6,0,6,0.5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1
ESPIRITO SANTO DO PINHAL,351518,Chumbo,SP,26,8,8,10,0,0,0,0,0,0,0,1,1,0,0,0,1,31,1,6,0,0,0,0,0,1,0,2
ESPLANADA,291060,Chumbo,BA,12,12,0,0,0,0,0,NA,NA,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1
ESPUMOSO,430750,Chumbo,RS,119,3,104,12,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1,0,0,0,0,0,0,0,0
ESTACAO,430755,Chumbo,RS,71,2,60,9,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,2,0,0,0,0,0,0,0,0
ESTANCIA VELHA,430760,Chumbo,RS,13,0,8,5,0,0,0,0,0,0,1,1,7,0,5,0,3,27,9,47,0,0,0,0,0,0,0,5
ESTEIO,430770,Chumbo,RS,28,4,19,5,0,0,0,0,0,0,0,0,1,2,1,1,0,115,5,24,0,2,0,0,0,4,1,6
ESTIVA,312450,Chumbo,MG,14,3,2,9,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
ESTRELA,430780,Chumbo,RS,149,23,110,16,0,0,0,0,0,0,0,0,1,0,5,3,0,74,1,11,0,0,0,0,0,0,0,6
ESTRELA D'OESTE,351520,Chumbo,SP,41,11,11,18,1,0,1,0.03333333333333333,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
ESTRELA DO NORTE,351530,Chumbo,SP,25,4,4,12,5,0,5,0.23809523809523808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESTRELA DO NORTE,520750,Chumbo,GO,6,2,2,1,1,0,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESTRELA DO SUL,312480,Chumbo,MG,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
EUCLIDES DA CUNHA,291070,Chumbo,BA,14,14,0,0,0,0,0,NA,NA,0,0,0,1,0,3,1,0,5,1,0,0,0,0,0,0,0,0,0
EUCLIDES DA CUNHA PAULISTA,351535,Chumbo,SP,48,8,14,17,9,0,9,0.225,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EUNAPOLIS,291072,Chumbo,BA,6,6,0,0,0,0,0,NA,NA,0,0,0,3,0,0,0,0,48,2,7,0,0,0,0,0,0,2,2
EXTREMA,312510,Chumbo,MG,15,8,0,7,0,0,0,0,0,0,0,2,1,0,5,0,1,26,2,10,1,0,0,0,0,2,0,2
FAGUNDES VARELA,430786,Chumbo,RS,36,0,32,4,0,0,0,0,0,0,0,0,1,0,0,0,0,7,3,1,0,0,0,0,0,0,0,3
FARIA LEMOS,312530,Chumbo,MG,5,0,2,0,3,0,3,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAROL,410755,Chumbo,PR,15,0,9,3,2,1,3,0.2,0.06666666666666667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FARROUPILHA,430790,Chumbo,RS,93,1,78,14,0,0,0,0,0,0,0,0,3,0,1,0,1,72,4,18,0,0,0,0,0,0,0,5
FARTURA,351540,Chumbo,SP,5,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,1,0
FATIMA,291075,Chumbo,BA,3,3,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FATIMA DO SUL,500380,Chumbo,MS,44,5,36,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,1
FAXINAL,410760,Chumbo,PR,19,4,10,5,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,2,0,0,0,0,0,0,0,1
FAXINAL DO SOTURNO,430800,Chumbo,RS,36,0,31,4,0,1,1,0.027777777777777776,0.027777777777777776,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
FAXINAL DOS GUEDES,420530,Chumbo,SC,28,0,4,22,2,0,2,0.07142857142857142,0,0,0,0,0,0,1,0,0,21,0,2,0,0,0,0,0,0,0,0
FAXINALZINHO,430805,Chumbo,RS,31,1,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FAZENDA NOVA,520760,Chumbo,GO,11,5,3,1,2,0,2,0.3333333333333333,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
FAZENDA RIO GRANDE,410765,Chumbo,PR,35,0,14,20,1,0,1,0.02857142857142857,0,0,0,0,0,0,5,0,0,139,5,19,0,0,0,1,0,1,0,12
FEIRA DE SANTANA,291080,Chumbo,BA,10,4,0,6,0,0,0,0,0,1,2,2,0,0,24,0,3,164,5,71,1,0,0,0,0,1,1,25
FELISBURGO,312560,Chumbo,MG,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FELIXLANDIA,312570,Chumbo,MG,41,18,6,17,0,0,0,0,0,0,0,0,12,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
FELIZ,430810,Chumbo,RS,393,40,317,35,1,0,1,0.0028328611898017,0,0,0,0,0,0,0,0,0,13,3,5,0,0,0,0,0,0,0,1
FENIX,410770,Chumbo,PR,17,3,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
FERCAL,530010,Chumbo,DF,37,0,9,20,7,1,8,0.21621621621621623,0.02702702702702703,9,2,3,12,0,50,2,4,263,26,157,9,1,0,7,0,1,7,144
FERNANDES PINHEIRO,410773,Chumbo,PR,40,0,20,19,0,1,1,0.025,0.025,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FERNANDES TOURINHO,312580,Chumbo,MG,2,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FERNANDO PRESTES,351560,Chumbo,SP,34,1,9,20,3,1,4,0.12121212121212122,0.030303030303030304,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
FERNANDOPOLIS,351550,Chumbo,SP,42,12,11,16,3,0,3,0.1,0,0,0,0,3,0,3,0,0,38,1,10,0,0,0,0,0,0,0,2
FERNAO,351565,Chumbo,SP,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0
FIGUEIRA,410775,Chumbo,PR,36,0,13,21,2,0,2,0.05555555555555555,0,0,0,0,2,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0
FIGUEIRAO,500390,Chumbo,MS,13,3,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
FIGUEIROPOLIS,170765,Chumbo,TO,25,0,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FILADELFIA,170770,Chumbo,TO,55,0,7,37,11,0,11,0.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FIRMINO ALVES,291090,Chumbo,BA,11,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIRMINOPOLIS,520780,Chumbo,GO,30,7,17,3,3,0,3,0.13043478260869565,0,0,0,0,0,0,0,0,0,4,0,1,0,2,0,0,0,1,0,2
FLOR DA SERRA DO SUL,410785,Chumbo,PR,42,1,23,17,1,0,1,0.024390243902439025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FLORA RICA,351580,Chumbo,SP,17,5,6,2,4,0,4,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLORAI,410780,Chumbo,PR,40,1,20,0,19,0,19,0.48717948717948717,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
FLOREAL,351590,Chumbo,SP,20,6,5,7,2,0,2,0.14285714285714285,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FLORES DA CUNHA,430820,Chumbo,RS,370,0,313,55,0,2,2,0.005405405405405406,0.005405405405405406,0,0,1,0,0,2,0,1,66,9,16,0,0,0,0,4,1,0,2
FLORESTA,410790,Chumbo,PR,21,0,12,9,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0
FLORESTA AZUL,291100,Chumbo,BA,15,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLORESTAL,312600,Chumbo,MG,17,9,0,0,8,0,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
FLORESTOPOLIS,410800,Chumbo,PR,20,3,8,9,0,0,0,0,0,0,0,0,1,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0
FLORIANOPOLIS,420540,Chumbo,SC,102,0,14,82,6,0,6,0.058823529411764705,0,1,0,1,1,0,3,0,0,75,6,49,3,0,0,3,0,1,3,15
FLORIDA PAULISTA,351600,Chumbo,SP,59,18,9,26,6,0,6,0.14634146341463414,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
FLORINIA,351610,Chumbo,SP,14,1,4,6,3,0,3,0.23076923076923078,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FONTOURA XAVIER,430830,Chumbo,RS,41,0,38,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORMIGUEIRO,430840,Chumbo,RS,36,0,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORMOSA,520800,Chumbo,GO,58,4,31,13,10,0,10,0.18518518518518517,0,0,0,0,3,0,0,0,0,38,2,7,0,2,0,0,0,0,0,5
FORMOSA DO OESTE,410820,Chumbo,PR,19,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0
FORMOSA DO RIO PRETO,291110,Chumbo,BA,15,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,2
FORMOSA DO SUL,420543,Chumbo,SC,20,0,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FORMOSO,312620,Chumbo,MG,28,19,0,1,8,0,8,0.8888888888888888,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
FORMOSO,520810,Chumbo,GO,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FORMOSO DO ARAGUAIA,170820,Chumbo,TO,12,1,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,1,0
FORTALEZA,230440,Chumbo,CE,16,2,0,13,1,0,1,0.07142857142857142,0,4,0,3,11,3,47,6,13,599,28,186,6,5,2,17,0,4,12,101
FORTALEZA DE MINAS,312630,Chumbo,MG,24,14,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
FORTALEZA DOS VALOS,430845,Chumbo,RS,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
FOZ DO IGUACU,410830,Chumbo,PR,56,0,29,25,2,0,2,0.03571428571428571,0,0,0,0,1,0,1,0,1,70,3,20,1,3,1,1,0,0,0,10
FOZ DO JORDAO,410845,Chumbo,PR,28,0,16,10,2,0,2,0.07142857142857142,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FRANCA,351620,Chumbo,SP,18,2,6,9,1,0,1,0.0625,0,0,0,5,3,0,37,2,4,130,6,61,2,1,0,1,0,0,0,12
FRANCISCO ALVES,410832,Chumbo,PR,58,2,28,23,5,0,5,0.08928571428571429,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
FRANCISCO BELTRAO,410840,Chumbo,PR,56,1,26,29,0,0,0,0,0,1,0,0,2,0,3,0,2,52,4,19,0,5,0,0,0,0,0,6
FRANCISCO DUMONT,312660,Chumbo,MG,18,3,2,5,7,1,8,0.5333333333333333,0.06666666666666667,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FRANCISCOPOLIS,312675,Chumbo,MG,15,10,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FREDERICO WESTPHALEN,430850,Chumbo,RS,15,1,13,1,0,0,0,0,0,0,0,0,0,0,2,0,1,36,0,10,0,1,0,0,0,0,0,5
FUNDAO,320220,Chumbo,ES,20,0,0,18,2,0,2,0.1,0,0,0,0,0,0,0,0,1,15,0,5,0,0,0,0,0,0,0,1
FUNILANDIA,312720,Chumbo,MG,10,0,0,1,9,0,9,0.9,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
GABRIEL MONTEIRO,351650,Chumbo,SP,21,4,5,6,6,0,6,0.35294117647058826,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GALIA,351660,Chumbo,SP,4,4,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GALVAO,420560,Chumbo,SC,33,2,4,26,1,0,1,0.03225806451612903,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
GAMA,530010,Chumbo,DF,43,0,11,28,3,1,4,0.09302325581395349,0.023255813953488372,9,2,3,12,0,50,2,4,263,26,157,9,1,0,7,0,1,7,144
GAMELEIRA DE GOIAS,520815,Chumbo,GO,8,5,0,2,1,0,1,0.3333333333333333,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3
GANDU,291120,Chumbo,BA,16,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0
GARANHUNS,260600,Chumbo,PE,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,11,1,6,0,0,1,0,0,0,0,2
GARARU,280240,Chumbo,SE,17,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GARIBALDI,430860,Chumbo,RS,186,0,153,32,0,1,1,0.005376344086021506,0.005376344086021506,0,0,0,0,0,5,0,0,64,7,26,0,0,0,0,0,0,0,4
GAROPABA,420570,Chumbo,SC,117,0,20,86,11,0,11,0.09401709401709402,0,0,0,0,0,0,0,0,0,10,0,3,0,1,0,0,0,0,1,1
GASTAO VIDIGAL,351680,Chumbo,SP,22,6,6,9,1,0,1,0.0625,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
GAURAMA,430870,Chumbo,RS,32,0,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1
GAVIAO,291125,Chumbo,BA,12,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GENERAL CAMARA,430880,Chumbo,RS,48,0,40,7,1,0,1,0.020833333333333332,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GENERAL CARNEIRO,410850,Chumbo,PR,53,2,26,25,0,0,0,0,0,0,0,0,10,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2
GENERAL SALGADO,351690,Chumbo,SP,61,4,22,32,3,0,3,0.05263157894736842,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0
GENTIO DO OURO,291130,Chumbo,BA,11,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GETULIO VARGAS,430890,Chumbo,RS,55,2,48,5,0,0,0,0,0,1,0,0,0,0,0,0,0,13,0,6,0,0,0,1,0,0,0,0
GIRUA,430900,Chumbo,RS,73,2,69,2,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,2
GLICERIO,351710,Chumbo,SP,57,0,23,34,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0
GLORIA,291140,Chumbo,BA,14,14,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
GLORINHA,430905,Chumbo,RS,28,2,19,7,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,7,0,0,0,0,0,0,0,1
GODOY MOREIRA,410855,Chumbo,PR,26,0,13,11,2,0,2,0.07692307692307693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOIANAPOLIS,520840,Chumbo,GO,14,6,4,1,3,0,3,0.375,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1
GOIANESIA,520860,Chumbo,GO,21,5,14,2,0,0,0,0,0,0,0,0,0,0,3,0,0,44,8,4,0,0,0,2,0,0,0,5
GOIANIA,520870,Chumbo,GO,61,24,12,13,10,2,12,0.32432432432432434,0.05405405405405406,6,3,2,5,0,47,5,11,697,52,221,2,3,0,4,0,12,11,64
GOIAS,520890,Chumbo,GO,39,6,23,7,3,0,3,0.09090909090909091,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1
GOIATINS,170900,Chumbo,TO,20,0,12,7,1,0,1,0.05,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
GOIATUBA,520910,Chumbo,GO,79,14,51,7,7,0,7,0.1076923076923077,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1
GOIOERE,410860,Chumbo,PR,28,0,18,9,1,0,1,0.03571428571428571,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,1,0,3
GOIOXIM,410865,Chumbo,PR,18,1,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GONCALVES,312740,Chumbo,MG,12,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
GONGOGI,291150,Chumbo,BA,16,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOUVEIA,312760,Chumbo,MG,14,14,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
GOUVELANDIA,520915,Chumbo,GO,8,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
GRAMADO,430910,Chumbo,RS,74,0,65,9,0,0,0,0,0,0,0,0,1,0,0,0,1,7,1,11,0,0,0,0,0,0,0,0
GRANDES RIOS,410870,Chumbo,PR,49,1,28,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
GRAO MOGOL,312780,Chumbo,MG,2,2,0,0,0,0,0,NA,NA,0,0,0,18,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1
GRAVATAI,430920,Chumbo,RS,30,10,16,4,0,0,0,0,0,0,1,2,8,1,14,2,7,220,30,108,1,1,1,2,3,5,2,28
GRUPIARA,312790,Chumbo,MG,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUAIBA,430930,Chumbo,RS,43,8,25,7,2,1,3,0.08571428571428572,0.02857142857142857,0,0,2,1,0,0,0,0,47,4,12,0,3,0,2,0,1,0,4
GUAIRA,410880,Chumbo,PR,92,1,50,41,0,0,0,0,0,0,0,1,0,0,0,0,1,11,0,4,0,0,0,0,0,0,0,1
GUAIRACA,410890,Chumbo,PR,20,0,10,10,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GUAJERU,291165,Chumbo,BA,6,6,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GUAMIRANGA,410895,Chumbo,PR,41,0,24,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GUAPIARA,351760,Chumbo,SP,100,45,0,52,2,1,3,0.05454545454545454,0.01818181818181818,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
GUAPIRAMA,410900,Chumbo,PR,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0
GUAPO,520920,Chumbo,GO,2,0,1,0,1,0,1,0.5,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,2
