municipio,codigo_ibge,parâmetro,uf,Total de testes substâncias em geral para cada linha - incluindo MENOR_LQ,Total de inconsistentes,Total de Consistentes não detectados,Total de parâmetros com MENOR_LQ,Total de Consistentes detectados Abaixo do VMP,Total de Consistentes detectados Acima do VMP,Total_Detectados,prop1,prop2,cnae_600001,cnae_891600,cnae_1313800,cnae_1340502,cnae_2019399,cnae_2031200,cnae_2061400,cnae_2033900,cnae_2093200,cnae_2211100,cnae_2212900,cnae_2219600,cnae_2311700,cnae_2342701,cnae_2342702,cnae_2349401,cnae_2349499,cnae_2399199
RIO PARDO DE MINAS,315560,Bário,MG,24,14,0,4,6,0,6,0.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0
RIO PIRACICABA,315570,Bário,MG,9,1,0,0,8,0,8,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,0,3,0
RIO POMBA,315580,Bário,MG,13,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,1,0
RIO REAL,292700,Bário,BA,16,16,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
RIO SONO,171875,Bário,TO,15,0,0,11,4,0,4,0.26666666666666666,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RIO VERDE,521880,Bário,GO,222,36,57,30,98,1,99,0.532258064516129,0.005376344086021506,0,0,0,0,1,0,5,0,0,0,17,9,2,0,8,0,5,0
RIO VERDE DE MATO GROSSO,500740,Bário,MS,10,2,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,20,0,14,0
RIO VERMELHO,315600,Bário,MG,6,6,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIOLANDIA,354420,Bário,SP,29,7,0,3,19,0,19,0.8636363636363636,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
RIOZINHO,431575,Bário,RS,26,5,8,7,6,0,6,0.2857142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIQUEZA,421507,Bário,SC,49,5,1,7,36,0,36,0.8181818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RITAPOLIS,315610,Bário,MG,19,19,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RIVERSUL,354350,Bário,SP,32,6,0,1,25,0,25,0.9615384615384616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
ROCA SALES,431580,Bário,RS,32,0,2,19,11,0,11,0.34375,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,4,0,1,1
RODEIO BONITO,431590,Bário,RS,34,1,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
ROLANDIA,412240,Bário,PR,72,0,27,43,2,0,2,0.027777777777777776,0,0,0,0,0,0,1,6,0,0,0,3,2,3,0,2,0,4,5
ROLANTE,431600,Bário,RS,27,6,9,5,7,0,7,0.3333333333333333,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,1,0
ROMELANDIA,421520,Bário,SC,32,2,0,10,20,0,20,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RONCADOR,412250,Bário,PR,33,0,20,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
RONDA ALTA,431610,Bário,RS,48,2,35,9,2,0,2,0.043478260869565216,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0
RONDINHA,431620,Bário,RS,29,2,14,7,6,0,6,0.2222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
RONDON,412260,Bário,PR,20,1,2,11,4,2,6,0.3157894736842105,0.10526315789473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
RORAINOPOLIS,140047,Bário,RR,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
ROSANA,354425,Bário,SP,39,10,0,6,22,1,23,0.7931034482758621,0.034482758620689655,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
ROSARIO DO IVAI,412265,Bário,PR,58,16,11,11,20,0,20,0.47619047619047616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROSARIO DO SUL,431640,Bário,RS,12,0,0,0,12,0,12,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,9,0,0,1
ROSEIRA,354430,Bário,SP,20,6,0,0,14,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
RUBIACEA,354440,Bário,SP,35,9,0,0,26,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
RUBIATABA,521890,Bário,GO,64,27,9,3,25,0,25,0.6756756756756757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
RUBIM,315660,Bário,MG,9,1,0,0,8,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUBINEIA,354450,Bário,SP,46,12,0,5,29,0,29,0.8529411764705882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUSSAS,231180,Bário,CE,8,3,0,3,2,0,2,0.4,0,0,0,0,1,0,0,7,0,0,1,1,1,0,0,252,0,5,2
RUY BARBOSA,292720,Bário,BA,11,6,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
SABARA,315670,Bário,MG,2,0,0,0,2,0,2,1,0,0,0,0,1,1,0,4,0,1,0,1,13,0,0,1,0,7,3
SABAUDIA,412270,Bário,PR,14,2,5,2,5,0,5,0.4166666666666667,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0
SAGRES,354470,Bário,SP,40,12,1,4,23,0,23,0.8214285714285714,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SALESOPOLIS,354500,Bário,SP,42,4,19,8,11,0,11,0.2894736842105263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SALETE,421530,Bário,SC,32,15,0,0,17,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0
SALGADO,280620,Bário,SE,3,0,0,0,3,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
SALGADO FILHO,412280,Bário,PR,36,0,6,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALINAS,315700,Bário,MG,19,14,0,0,5,0,5,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,11,0,4,2
SALINAS DA MARGARIDA,292730,Bário,BA,15,11,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALMOURAO,354510,Bário,SP,23,5,2,8,8,0,8,0.4444444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALTINHO,354515,Bário,SP,34,0,1,3,30,0,30,0.8823529411764706,0,0,2,0,0,0,0,0,0,1,0,2,0,0,0,5,0,0,4
SALTINHO,421535,Bário,SC,25,2,4,7,12,0,12,0.5217391304347826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALTO DA DIVISA,315710,Bário,MG,2,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALTO DE PIRAPORA,354530,Bário,SP,19,0,1,7,11,0,11,0.5789473684210527,0,0,3,0,0,0,0,1,0,1,1,2,4,0,0,4,0,1,1
SALTO DO ITARARE,412290,Bário,PR,20,0,5,10,5,0,5,0.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
SALTO DO JACUI,431645,Bário,RS,41,1,22,5,13,0,13,0.325,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,3
SALTO DO LONTRA,412300,Bário,PR,36,0,4,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SALTO VELOSO,421540,Bário,SC,21,0,0,1,20,0,20,0.9523809523809523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALVADOR,292740,Bário,BA,34,28,0,6,0,0,0,0,0,44,6,7,0,8,11,85,1,7,7,34,101,7,3,24,1,152,16
SALVADOR DO SUL,431650,Bário,RS,22,8,0,7,7,0,7,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0
SANANDUVA,431660,Bário,RS,62,2,29,6,25,0,25,0.4166666666666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
SANCLERLANDIA,521900,Bário,GO,12,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0
SANDOLANDIA,171884,Bário,TO,6,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
SANDOVALINA,354550,Bário,SP,19,3,5,4,7,0,7,0.4375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SANTA ALBERTINA,354570,Bário,SP,41,6,0,7,28,0,28,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
SANTA AMELIA,412310,Bário,PR,12,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA BARBARA,315720,Bário,MG,23,9,2,10,2,0,2,0.14285714285714285,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2,0
SANTA BARBARA DE GOIAS,521910,Bário,GO,21,9,3,4,5,0,5,0.4166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0
SANTA BARBARA DO LESTE,315725,Bário,MG,2,0,0,1,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SANTA BARBARA DO SUL,431670,Bário,RS,32,0,0,18,14,0,14,0.4375,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0
SANTA BARBARA DO TUGURIO,315730,Bário,MG,11,5,2,2,2,0,2,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SANTA BRANCA,354600,Bário,SP,19,0,1,13,5,0,5,0.2631578947368421,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,0,1,0
SANTA BRIGIDA,292760,Bário,BA,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
SANTA CECILIA,421550,Bário,SC,65,52,0,5,8,0,8,0.6153846153846154,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
SANTA CLARA D'OESTE,354610,Bário,SP,24,6,0,0,18,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA CRUZ,261245,Bário,PE,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
SANTA CRUZ CABRALIA,292770,Bário,BA,14,12,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,4,0
SANTA CRUZ DA ESPERANCA,354625,Bário,SP,17,0,8,9,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,3,0
SANTA CRUZ DE MONTE CASTELO,412330,Bário,PR,18,8,0,5,5,0,5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
SANTA CRUZ DO ESCALVADO,315740,Bário,MG,4,4,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
SANTA CRUZ DO RIO PARDO,354640,Bário,SP,44,0,0,6,38,0,38,0.8636363636363636,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,3,0,0,1
SANTA CRUZ DO SUL,431680,Bário,RS,138,4,91,20,23,0,23,0.17164179104477612,0,0,0,0,0,1,0,7,0,0,0,2,8,0,0,13,0,6,5
SANTA EFIGENIA DE MINAS,315750,Bário,MG,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA ERNESTINA,354650,Bário,SP,19,0,0,7,12,0,12,0.631578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA FE,412340,Bário,PR,19,1,5,6,7,0,7,0.3888888888888889,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
SANTA FE DE MINAS,315760,Bário,MG,16,10,0,2,4,0,4,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA HELENA,412350,Bário,PR,40,0,20,20,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0,1,0
SANTA HELENA DE GOIAS,521930,Bário,GO,22,7,4,0,11,0,11,0.7333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0
SANTA INES,412360,Bário,PR,16,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
SANTA ISABEL,354680,Bário,SP,52,0,9,29,14,0,14,0.2692307692307692,0,0,0,3,0,0,0,2,0,0,0,0,1,0,0,19,0,1,1
SANTA ISABEL,521935,Bário,GO,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
SANTA IZABEL DO OESTE,412380,Bário,PR,34,0,7,27,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,8,0,1,0
SANTA LEOPOLDINA,320450,Bário,ES,10,0,0,6,4,0,4,0.4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
SANTA LUCIA,412382,Bário,PR,20,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA LUZIA,292805,Bário,BA,13,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0
SANTA LUZIA,315780,Bário,MG,12,6,0,4,2,0,2,0.3333333333333333,0,0,0,0,0,2,0,3,0,1,0,3,10,0,0,14,2,10,10
SANTA LUZIA DO ITANHY,280630,Bário,SE,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SANTA MARGARIDA,315790,Bário,MG,42,20,9,8,5,0,5,0.22727272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA MARGARIDA DO SUL,431697,Bário,RS,11,0,1,0,10,0,10,0.9090909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA MARIA,431690,Bário,RS,80,3,25,2,50,0,50,0.6493506493506493,0,0,0,0,0,0,2,35,0,0,0,2,10,0,0,45,0,10,1
SANTA MARIA,530010,Bário,DF,49,0,11,35,3,0,3,0.061224489795918366,0,0,9,1,4,3,2,43,0,2,5,24,90,32,0,44,0,184,21
SANTA MARIA DA SERRA,354700,Bário,SP,36,2,4,7,23,0,23,0.6764705882352942,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,0
SANTA MARIA DE JETIBA,320455,Bário,ES,56,20,0,26,10,0,10,0.2777777777777778,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0
SANTA MARIA DO HERVAL,431695,Bário,RS,38,6,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA MARIA DO OESTE,412385,Bário,PR,14,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA MARIA DO SALTO,315810,Bário,MG,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA MARIA DO SUACUI,315820,Bário,MG,10,10,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SANTA MARIA DO TOCANTINS,171888,Bário,TO,8,0,0,6,2,0,2,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA MARIA MADALENA,330460,Bário,RJ,4,4,0,0,0,0,0,NA,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0
SANTA MARIANA,412390,Bário,PR,53,1,35,6,11,0,11,0.21153846153846154,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0
SANTA MERCEDES,354710,Bário,SP,25,5,1,3,16,0,16,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
SANTA RITA DE CALDAS,315920,Bário,MG,14,10,0,0,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
SANTA RITA DE IBITIPOCA,315940,Bário,MG,16,10,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
SANTA RITA DO ARAGUAIA,521940,Bário,GO,26,3,8,4,11,0,11,0.4782608695652174,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0
SANTA RITA DO ITUETO,315950,Bário,MG,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA RITA DO PARDO,500755,Bário,MS,13,3,3,2,5,0,5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
SANTA RITA DO SAPUCAI,315960,Bário,MG,8,2,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,0,2,0
SANTA RITA DO TOCANTINS,171889,Bário,TO,2,0,0,1,1,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA ROSA,431720,Bário,RS,36,0,4,12,20,0,20,0.5555555555555556,0,0,0,0,0,0,0,9,0,1,0,5,1,0,0,27,0,0,0
SANTA ROSA DA SERRA,315970,Bário,MG,25,4,4,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA ROSA DE GOIAS,521950,Bário,GO,16,6,4,0,6,0,6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
SANTA ROSA DE LIMA,280650,Bário,SE,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA ROSA DE LIMA,421560,Bário,SC,25,0,1,2,22,0,22,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SANTA ROSA DE VITERBO,354760,Bário,SP,28,2,2,10,14,0,14,0.5384615384615384,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0
SANTA ROSA DO TOCANTINS,171890,Bário,TO,18,0,0,8,10,0,10,0.5555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SANTA SALETE,354765,Bário,SP,18,6,0,1,11,0,11,0.9166666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA TERESA,320460,Bário,ES,56,14,0,19,20,3,23,0.5476190476190477,0.07142857142857142,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,3,0
SANTA TERESINHA,292850,Bário,BA,15,11,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
SANTA TEREZA DE GOIAS,521960,Bário,GO,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
SANTA TEREZA DO OESTE,412402,Bário,PR,45,0,25,19,1,0,1,0.022222222222222223,0,0,1,0,0,0,0,5,0,0,0,1,1,0,0,2,0,0,1
SANTA TEREZA DO TOCANTINS,171900,Bário,TO,9,0,0,7,2,0,2,0.2222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
SANTA TEREZINHA,421567,Bário,SC,86,0,1,1,84,0,84,0.9767441860465116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
SANTA TEREZINHA DE GOIAS,521970,Bário,GO,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
SANTA TEREZINHA DE ITAIPU,412405,Bário,PR,35,1,14,20,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,2,0,0,1
SANTA TEREZINHA DO PROGRESSO,421568,Bário,SC,14,0,0,0,14,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA TEREZINHA DO TOCANTINS,172000,Bário,TO,4,0,0,0,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA VITORIA,315980,Bário,MG,29,8,0,0,21,0,21,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,11,0,2,1
SANTA VITORIA DO PALMAR,431730,Bário,RS,99,1,2,16,80,0,80,0.8163265306122449,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,6,1
SANTANA,292820,Bário,BA,14,10,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0
SANTANA DA BOA VISTA,431700,Bário,RS,14,0,0,4,10,0,10,0.7142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0
SANTANA DA PONTE PENSA,354720,Bário,SP,24,7,0,0,17,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTANA DA VARGEM,315830,Bário,MG,13,7,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
SANTANA DE PARNAIBA,354730,Bário,SP,105,21,8,12,64,0,64,0.7619047619047619,0,0,1,0,2,1,1,10,1,5,2,13,22,2,1,3,0,13,4
SANTANA DE PIRAPAMA,315850,Bário,MG,6,0,4,1,1,0,1,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTANA DO ITARARE,412400,Bário,PR,20,8,0,5,7,0,7,0.5833333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
SANTANA DO JACARE,315880,Bário,MG,8,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
SANTANA DO MANHUACU,315890,Bário,MG,27,4,17,0,6,0,6,0.2608695652173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTIAGO,431740,Bário,RS,30,3,0,2,25,0,25,0.9259259259259259,0,0,0,0,0,0,0,5,0,0,0,2,2,0,0,28,0,1,1
SANTO AMARO,292860,Bário,BA,71,64,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2,0,0,0
SANTO AMARO DA IMPERATRIZ,421570,Bário,SC,31,0,0,16,15,0,15,0.4838709677419355,0,0,2,0,0,0,0,1,0,4,1,0,0,0,0,0,0,7,0
SANTO AMARO DAS BROTAS,280660,Bário,SE,1,0,0,0,1,0,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTO ANASTACIO,354770,Bário,SP,24,4,0,1,18,1,19,0.95,0.05,0,0,0,0,0,0,2,0,0,0,0,1,1,0,1,0,1,0
SANTO ANDRE,354780,Bário,SP,22,0,22,0,0,0,0,0,0,0,0,8,0,8,13,6,4,6,9,3,51,2,0,3,0,48,9
SANTO ANGELO,431750,Bário,RS,45,4,7,12,22,0,22,0.5365853658536586,0,0,0,0,0,0,0,10,0,0,0,7,3,0,0,16,0,10,2
SANTO ANTONIO DA PATRULHA,431760,Bário,RS,135,5,33,22,75,0,75,0.5769230769230769,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,3
SANTO ANTONIO DA PLATINA,412410,Bário,PR,43,10,12,7,14,0,14,0.42424242424242425,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,13,0,4,2
SANTO ANTONIO DAS MISSOES,431770,Bário,RS,26,0,24,0,2,0,2,0.07692307692307693,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0
SANTO ANTONIO DE JESUS,292870,Bário,BA,16,12,0,4,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,4,3,5,0,1,0,3,1
SANTO ANTONIO DO AMPARO,315990,Bário,MG,11,11,0,0,0,0,0,NA,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,0
SANTO ANTONIO DO CAIUA,412420,Bário,PR,18,8,1,4,5,0,5,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0
SANTO ANTONIO DO DESCOBERTO,521975,Bário,GO,41,5,15,2,19,0,19,0.5277777777777778,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,4,0,3,1
SANTO ANTONIO DO GRAMA,316010,Bário,MG,4,4,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
SANTO ANTONIO DO ITAMBE,316020,Bário,MG,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SANTO ANTONIO DO JARDIM,354810,Bário,SP,32,8,0,21,3,0,3,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0
SANTO ANTONIO DO MONTE,316040,Bário,MG,16,0,2,0,14,0,14,0.875,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,3,0,2,1
SANTO ANTONIO DO PINHAL,354820,Bário,SP,53,15,0,26,12,0,12,0.3157894736842105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0
SANTO ANTONIO DO RETIRO,316045,Bário,MG,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTO ANTONIO DO SUDOESTE,412440,Bário,PR,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,1,0,0,0,0,1,0
SANTO AUGUSTO,431780,Bário,RS,72,0,39,19,14,0,14,0.19444444444444445,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,10,0,1,0
SANTO CRISTO,431790,Bário,RS,101,13,66,13,9,0,9,0.10227272727272728,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0
SANTO ESTEVAO,292880,Bário,BA,12,11,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0
SANTO EXPEDITO,354830,Bário,SP,25,6,0,5,14,0,14,0.7368421052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTO EXPEDITO DO SUL,431795,Bário,RS,50,1,46,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTO HIPOLITO,316060,Bário,MG,32,6,0,16,10,0,10,0.38461538461538464,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SANTO INACIO,412450,Bário,PR,17,0,5,7,5,0,5,0.29411764705882354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
SANTOPOLIS DO AGUAPEI,354840,Bário,SP,29,5,2,0,19,3,22,0.9166666666666666,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SANTOS,354850,Bário,SP,16,0,6,10,0,0,0,0,0,48,0,0,0,0,7,6,1,1,5,7,7,0,0,3,0,30,5
