municipio,codigo_ibge,parâmetro,uf,Total de testes substâncias em geral para cada linha - incluindo MENOR_LQ,Total de inconsistentes,Total de Consistentes não detectados,Total de parâmetros com MENOR_LQ,Total de Consistentes detectados Abaixo do VMP,Total de Consistentes detectados Acima do VMP,Total_Detectados,consistente,prop1,prop2,cnae_161001,cnae_1071600,cnae_1072402,cnae_2022300,cnae_2029100,cnae_2031200,cnae_2072000,cnae_2091600,cnae_2093200,total_cnaes
MARIA HELENA,411470,Acrilamida,PR,28,0,10,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MARIANA PIMENTEL,431198,Acrilamida,RS,20,1,10,9,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2
MARIANO MORO,431200,Acrilamida,RS,21,0,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MARIAPOLIS,352890,Acrilamida,SP,39,10,9,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MARICA,330270,Acrilamida,RJ,8,0,8,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2
MARILANDIA DO SUL,411490,Acrilamida,PR,27,0,15,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
MARILENA,411500,Acrilamida,PR,8,0,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MARINGA,411520,Acrilamida,PR,78,0,36,42,0,0,0,1,0,0,13,1,0,0,6,1,0,3,3,27
MARINOPOLIS,352910,Acrilamida,SP,23,6,7,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MARIOPOLIS,411530,Acrilamida,PR,15,0,6,9,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2
MARIPA,411535,Acrilamida,PR,45,0,15,30,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
MARMELEIRO,411540,Acrilamida,PR,30,0,10,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MARQUES DE SOUZA,431205,Acrilamida,RS,16,0,16,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
MARQUINHO,411545,Acrilamida,PR,26,0,10,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MARTINHO CAMPOS,314050,Acrilamida,MG,6,2,0,4,0,0,0,1,0,0,2,0,0,0,22,0,0,0,0,24
MARTINS SOARES,314053,Acrilamida,MG,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
MASCOTE,292090,Acrilamida,BA,18,3,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MATA,431210,Acrilamida,RS,30,0,30,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2
MATA DE SAO JOAO,292100,Acrilamida,BA,18,8,0,10,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,4
MATA VERDE,314055,Acrilamida,MG,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
MATELANDIA,411560,Acrilamida,PR,38,10,18,1,9,0,9,1,0.32142857142857145,0,0,2,0,0,2,0,0,0,0,4
MATERLANDIA,314060,Acrilamida,MG,4,4,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
MATHIAS LOBATO,317150,Acrilamida,MG,11,8,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MATIAS CARDOSO,314085,Acrilamida,MG,22,6,5,0,11,0,11,1,0.6875,0,0,0,0,0,0,0,0,0,0,0
MATINHOS,411570,Acrilamida,PR,14,0,10,2,2,0,2,1,0.14285714285714285,0,0,0,0,0,0,0,0,0,1,1
MATIPO,314090,Acrilamida,MG,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
MATO RICO,411573,Acrilamida,PR,13,0,5,7,1,0,1,1,0.07692307692307693,0,1,0,0,0,0,0,0,0,0,1
MATO VERDE,314100,Acrilamida,MG,2,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1
MATOS COSTA,421070,Acrilamida,SC,18,0,8,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MATOZINHOS,314110,Acrilamida,MG,10,3,2,2,3,0,3,1,0.42857142857142855,0,0,0,0,0,1,0,0,0,0,1
MAUA DA SERRA,411575,Acrilamida,PR,12,0,5,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MAXIMILIANO DE ALMEIDA,431220,Acrilamida,RS,31,0,23,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MEDEIROS,314130,Acrilamida,MG,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
MEDEIROS NETO,292110,Acrilamida,BA,1,1,0,0,0,0,0,0,NA,NA,5,0,0,0,0,0,0,0,0,5
MEDIANEIRA,411580,Acrilamida,PR,30,0,10,0,19,1,20,1,0.6666666666666666,0.03333333333333333,1,0,0,0,0,0,0,1,0,2
MEDINA,314140,Acrilamida,MG,3,2,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
MERIDIANO,352960,Acrilamida,SP,38,10,11,17,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,3
MESOPOLIS,352965,Acrilamida,SP,31,3,7,19,2,0,2,1,0.07142857142857142,0,0,0,0,0,0,0,0,0,0,0
MIGUEL PEREIRA,330290,Acrilamida,RJ,4,0,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
MIGUELOPOLIS,352970,Acrilamida,SP,29,0,12,17,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
MIMOSO DE GOIAS,521305,Acrilamida,GO,4,4,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
MINAS DO LEAO,431225,Acrilamida,RS,25,0,13,12,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
MINAS NOVAS,314180,Acrilamida,MG,6,6,0,0,0,0,0,0,NA,NA,0,0,0,0,4,0,0,0,0,4
MINDURI,314190,Acrilamida,MG,1,1,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
MIRA ESTRELA,353000,Acrilamida,SP,23,4,6,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MIRACATU,352990,Acrilamida,SP,88,0,30,58,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
MIRACEMA,330300,Acrilamida,RJ,6,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MIRADOR,411590,Acrilamida,PR,9,0,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MIRAGUAI,431230,Acrilamida,RS,68,0,68,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MIRAI,314220,Acrilamida,MG,9,0,1,2,6,0,6,1,0.6666666666666666,0,0,3,0,0,0,0,0,0,1,4
MIRANDA,500560,Acrilamida,MS,7,0,6,1,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,6
MIRANTE DO PARANAPANEMA,353020,Acrilamida,SP,77,20,17,40,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
MIRAVANIA,314225,Acrilamida,MG,5,5,0,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,1
MIRIM DOCE,421085,Acrilamida,SC,34,0,2,26,6,0,6,1,0.17647058823529413,0,0,0,0,0,0,0,0,0,0,0
MISSAL,411605,Acrilamida,PR,15,1,5,7,2,0,2,1,0.14285714285714285,0,1,1,0,0,0,0,0,0,0,2
MOCOCA,353050,Acrilamida,SP,76,8,20,48,0,0,0,1,0,0,4,1,0,0,0,0,0,1,1,7
MODELO,421090,Acrilamida,SC,75,10,27,37,0,1,1,1,0.015384615384615385,0.015384615384615385,1,0,0,0,0,0,0,0,0,1
MOEDA,314230,Acrilamida,MG,12,8,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
MOMBUCA,353090,Acrilamida,SP,13,0,4,8,1,0,1,1,0.07692307692307693,0,0,4,0,0,1,0,0,1,0,6
MONCOES,353100,Acrilamida,SP,19,5,5,9,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2
MONDAI,421100,Acrilamida,SC,47,7,11,29,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,5
MONGAGUA,353110,Acrilamida,SP,23,0,11,12,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
MONTALVANIA,314270,Acrilamida,MG,12,12,0,0,0,0,0,0,NA,NA,1,0,0,0,1,0,0,0,0,2
MONTE ALEGRE DE GOIAS,521350,Acrilamida,GO,2,0,2,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,3
MONTE ALTO,353130,Acrilamida,SP,53,0,10,43,0,0,0,1,0,0,4,1,0,0,2,0,0,0,0,7
MONTE APRAZIVEL,353140,Acrilamida,SP,64,0,12,50,2,0,2,1,0.03125,0,2,1,0,0,1,0,0,0,0,4
MONTE AZUL,314290,Acrilamida,MG,6,1,1,1,3,0,3,1,0.6,0,0,0,0,0,1,0,0,0,0,1
MONTE CASTELO,421110,Acrilamida,SC,38,1,10,24,3,0,3,1,0.08108108108108109,0,0,0,0,0,0,0,0,0,0,0
MONTE MOR,353180,Acrilamida,SP,94,0,36,58,0,0,0,1,0,0,1,2,0,0,0,4,0,0,3,10
MONTE SIAO,314340,Acrilamida,MG,4,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MONTEIRO LOBATO,353170,Acrilamida,SP,79,27,18,34,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
MONTENEGRO,431240,Acrilamida,RS,37,10,16,11,0,0,0,1,0,0,1,0,0,0,11,2,0,0,3,17
MONTES CLAROS,314330,Acrilamida,MG,7,5,1,1,0,0,0,1,0,0,4,0,0,0,7,0,0,1,1,13
MONTIVIDIU,521375,Acrilamida,GO,6,3,0,3,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,4
MORADA NOVA DE MINAS,314350,Acrilamida,MG,7,2,2,3,0,0,0,1,0,0,0,0,0,0,44,0,0,0,0,44
MOREIRA SALES,411610,Acrilamida,PR,30,0,12,18,0,0,0,1,0,0,1,3,0,0,1,0,0,0,0,5
MORPARA,292160,Acrilamida,BA,5,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MORRETES,411620,Acrilamida,PR,32,2,13,0,17,0,17,1,0.5666666666666667,0,1,1,0,0,0,0,0,0,0,2
MORRINHOS,521380,Acrilamida,GO,2,2,0,0,0,0,0,0,NA,NA,3,1,0,0,0,0,0,0,1,5
MORRO DA GARCA,314360,Acrilamida,MG,7,3,0,3,1,0,1,1,0.25,0,0,0,0,0,3,0,0,0,0,3
MORRO DO CHAPEU,292170,Acrilamida,BA,1,1,0,0,0,0,0,0,NA,NA,2,0,0,0,0,0,0,0,2,4
MORRO REDONDO,431245,Acrilamida,RS,22,1,10,11,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
MORRO REUTER,431247,Acrilamida,RS,18,0,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
MORTUGABA,292180,Acrilamida,BA,1,1,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
MORUNGABA,353200,Acrilamida,SP,17,0,7,9,1,0,1,1,0.058823529411764705,0,0,0,0,0,0,0,1,0,2,3
MOSTARDAS,431250,Acrilamida,RS,10,0,9,0,1,0,1,1,0.1,0,8,0,0,0,0,0,0,0,0,8
MUCURI,292200,Acrilamida,BA,3,3,0,0,0,0,0,0,NA,NA,1,0,0,0,2,0,0,0,0,3
MUITOS CAPOES,431261,Acrilamida,RS,37,0,37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUNDO NOVO,500568,Acrilamida,MS,10,0,6,4,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2
MUQUEM DE SAO FRANCISCO,292225,Acrilamida,BA,5,1,0,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
MURIBECA,280430,Acrilamida,SE,2,0,0,1,1,0,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0
MURITIBA,292230,Acrilamida,BA,5,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NACIP RAYDAN,314420,Acrilamida,MG,2,2,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
NANUQUE,314430,Acrilamida,MG,3,3,0,0,0,0,0,0,NA,NA,4,0,0,0,0,0,0,0,0,4
NAO-ME-TOQUE,431265,Acrilamida,RS,17,0,17,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,5
NARANDIBA,353220,Acrilamida,SP,22,0,4,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NATIVIDADE,171420,Acrilamida,TO,6,0,5,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
NATIVIDADE,330310,Acrilamida,RJ,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NAVIRAI,500570,Acrilamida,MS,58,0,29,29,0,0,0,1,0,0,15,2,0,0,4,0,0,0,0,21
NAZARE,171430,Acrilamida,TO,11,0,4,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NAZARE PAULISTA,353240,Acrilamida,SP,37,10,14,13,0,0,0,1,0,0,1,0,0,0,6,0,0,0,0,7
NAZARENO,314450,Acrilamida,MG,4,1,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
NEROPOLIS,521450,Acrilamida,GO,10,10,0,0,0,0,0,0,NA,NA,2,0,0,0,0,0,0,0,0,2
NHANDEARA,353260,Acrilamida,SP,41,5,11,25,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2
NIOAQUE,500580,Acrilamida,MS,18,8,10,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
NIPOA,353270,Acrilamida,SP,22,0,8,14,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
NONOAI,431270,Acrilamida,RS,71,0,71,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
NOSSA SENHORA DO SOCORRO,280480,Acrilamida,SE,2,0,1,1,0,0,0,1,0,0,2,1,0,0,0,1,0,0,6,10
NOVA ALIANCA DO IVAI,411650,Acrilamida,PR,10,0,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NOVA ALVORADA DO SUL,500600,Acrilamida,MS,32,0,14,17,1,0,1,1,0.03125,0,3,1,0,0,0,0,0,0,0,4
NOVA AMERICA DA COLINA,411660,Acrilamida,PR,15,0,8,6,1,0,1,1,0.06666666666666667,0,1,0,0,0,0,0,0,0,0,1
NOVA ANDRADINA,500620,Acrilamida,MS,38,0,18,20,0,0,0,1,0,0,6,1,0,0,3,0,0,0,0,10
NOVA ARACA,431280,Acrilamida,RS,21,0,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NOVA AURORA,411670,Acrilamida,PR,51,0,20,31,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
NOVA BASSANO,431290,Acrilamida,RS,66,0,66,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2
NOVA BRESCIA,431300,Acrilamida,RS,28,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NOVA CAMPINA,353282,Acrilamida,SP,19,2,8,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
NOVA CANAA PAULISTA,353284,Acrilamida,SP,37,12,7,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NOVA CANTU,411680,Acrilamida,PR,42,0,14,25,3,0,3,1,0.07142857142857142,0,0,0,0,0,0,0,0,0,0,0
NOVA CRIXAS,521483,Acrilamida,GO,6,6,0,0,0,0,0,0,NA,NA,3,0,0,0,0,0,0,0,0,3
NOVA ERECHIM,421140,Acrilamida,SC,20,0,2,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NOVA ESPERANCA,411690,Acrilamida,PR,18,0,10,4,4,0,4,1,0.2222222222222222,0,0,0,0,0,1,0,0,0,0,1
NOVA ESPERANCA DO SUDOESTE,411695,Acrilamida,PR,15,0,5,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
NOVA ESPERANCA DO SUL,431303,Acrilamida,RS,24,2,10,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NOVA GRANADA,353300,Acrilamida,SP,32,0,9,23,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,3
NOVA GUATAPORANGA,353310,Acrilamida,SP,18,5,2,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NOVA IGUACU,330350,Acrilamida,RJ,1,0,1,0,0,0,0,1,0,0,7,0,0,2,6,0,0,3,6,24
NOVA LARANJEIRAS,411705,Acrilamida,PR,24,1,10,9,4,0,4,1,0.17391304347826086,0,2,0,0,0,0,0,0,0,0,2
NOVA LIMA,314480,Acrilamida,MG,27,8,8,0,11,0,11,1,0.5789473684210527,0,1,0,0,0,0,0,0,2,1,4
NOVA LONDRINA,411710,Acrilamida,PR,15,0,5,7,3,0,3,1,0.2,0,1,0,0,0,0,0,0,0,0,1
NOVA LUZITANIA,353330,Acrilamida,SP,21,0,5,7,9,0,9,1,0.42857142857142855,0,0,0,0,0,0,0,0,0,0,0
NOVA OLIMPIA,411720,Acrilamida,PR,14,0,5,8,1,0,1,1,0.07142857142857142,0,0,0,0,0,0,0,0,0,0,0
NOVA OLINDA,171488,Acrilamida,TO,4,0,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
NOVA PALMA,431310,Acrilamida,RS,16,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NOVA PETROPOLIS,431320,Acrilamida,RS,44,5,27,12,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2
NOVA PRATA,431330,Acrilamida,RS,24,0,10,14,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2
NOVA PRATA DO IGUACU,411725,Acrilamida,PR,44,0,15,29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NOVA ROMA DO SUL,431335,Acrilamida,RS,35,0,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NOVA SANTA RITA,431337,Acrilamida,RS,15,1,8,6,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,4
NOVA SANTA ROSA,411722,Acrilamida,PR,15,0,5,10,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
NOVA SERRANA,314520,Acrilamida,MG,4,4,0,0,0,0,0,0,NA,NA,0,2,0,0,1,5,1,4,0,13
NOVA TEBAS,411727,Acrilamida,PR,34,1,15,18,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
NOVA UNIAO,313660,Acrilamida,MG,6,4,0,1,0,1,1,1,0.5,0.5,0,0,0,0,1,0,0,0,0,1
NOVA VICOSA,292300,Acrilamida,BA,4,4,0,0,0,0,0,0,NA,NA,1,0,0,0,2,0,0,0,0,3
NOVO HORIZONTE,353350,Acrilamida,SP,22,0,9,13,0,0,0,1,0,0,1,5,0,0,1,0,0,0,0,7
NOVO HORIZONTE DO SUL,500625,Acrilamida,MS,14,0,6,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NOVO ITACOLOMI,411729,Acrilamida,PR,10,0,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NOVO TRIUNFO,292305,Acrilamida,BA,1,1,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
OLEO,353380,Acrilamida,SP,36,0,18,18,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,3
ONCA DE PITANGUI,314580,Acrilamida,MG,3,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ONDA VERDE,353400,Acrilamida,SP,22,4,5,13,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2
ORIENTE,353410,Acrilamida,SP,12,0,6,6,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,3
ORINDIUVA,353420,Acrilamida,SP,22,4,6,11,1,0,1,1,0.05555555555555555,0,4,38,0,0,0,0,0,0,0,42
ORTIGUEIRA,411730,Acrilamida,PR,70,0,45,25,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2
OSCAR BRESSANE,353450,Acrilamida,SP,16,6,4,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
OSORIO,431350,Acrilamida,RS,36,4,27,5,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,4
OSVALDO CRUZ,353460,Acrilamida,SP,44,10,9,25,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2
OTACILIO COSTA,421175,Acrilamida,SC,16,0,2,14,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
OURIZONA,411740,Acrilamida,PR,15,0,5,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OURO BRANCO,314590,Acrilamida,MG,10,10,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
OURO VERDE,421185,Acrilamida,SC,17,1,5,11,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
OURO VERDE DE GOIAS,521540,Acrilamida,GO,2,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
OURO VERDE DO OESTE,411745,Acrilamida,PR,15,0,5,10,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
OUROESTE,353475,Acrilamida,SP,35,9,8,18,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2
PACATUBA,280490,Acrilamida,SE,18,9,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PADRE BERNARDO,521560,Acrilamida,GO,2,2,0,0,0,0,0,0,NA,NA,0,0,0,0,1,0,0,0,0,1
PADRE PARAISO,314630,Acrilamida,MG,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
PAI PEDRO,314655,Acrilamida,MG,6,2,2,1,1,0,1,1,0.25,0,0,0,0,0,0,0,0,0,0,0
PAIAL,421187,Acrilamida,SC,3,3,0,0,0,0,0,0,NA,NA,0,1,0,0,0,0,0,0,0,1
PAICANDU,411750,Acrilamida,PR,33,0,18,13,2,0,2,1,0.06060606060606061,0,0,1,0,0,1,0,0,1,0,3
PAIM FILHO,431360,Acrilamida,RS,39,0,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PAINEIRAS,314640,Acrilamida,MG,11,4,4,1,2,0,2,1,0.2857142857142857,0,0,0,0,0,6,0,0,0,0,6
PAINEL,421189,Acrilamida,SC,30,1,6,21,2,0,2,1,0.06896551724137931,0,0,0,0,0,0,0,0,0,0,0
PALHOCA,421190,Acrilamida,SC,15,0,2,13,0,0,0,1,0,0,0,2,0,0,1,4,0,1,5,13
PALMA SOLA,421200,Acrilamida,SC,19,0,2,17,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
PALMARES DO SUL,431365,Acrilamida,RS,28,0,23,5,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,7
PALMARES PAULISTA,353510,Acrilamida,SP,15,3,5,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
PALMAS,172100,Acrilamida,TO,26,1,2,23,0,0,0,1,0,0,12,3,0,0,2,1,0,0,2,20
PALMAS,411760,Acrilamida,PR,16,0,12,2,2,0,2,1,125,0,0,0,0,0,12,0,0,0,0,12
PALMEIRA,411770,Acrilamida,PR,120,3,43,74,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2
PALMEIRA,421205,Acrilamida,SC,28,0,2,20,6,0,6,1,0.21428571428571427,0,0,0,0,0,0,0,0,0,0,0
PALMEIRA D'OESTE,353520,Acrilamida,SP,44,12,9,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PALMEIRA DAS MISSOES,431370,Acrilamida,RS,47,3,33,11,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,5
PALMEIRAS DO TOCANTINS,171380,Acrilamida,TO,12,0,4,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PALMITAL,411780,Acrilamida,PR,30,0,8,21,1,0,1,1,0.03333333333333333,0,1,0,0,0,0,0,0,0,0,1
PALMITINHO,431380,Acrilamida,RS,27,1,12,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PALMOPOLIS,314675,Acrilamida,MG,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
PALOTINA,411790,Acrilamida,PR,30,0,10,20,0,0,0,1,0,0,9,0,0,0,0,0,0,1,1,11
PANAMBI,431390,Acrilamida,RS,67,0,52,15,0,0,0,1,0,0,5,0,0,0,0,0,0,0,1,6
PANTANO GRANDE,431395,Acrilamida,RS,29,2,13,14,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,3
PARACAMBI,330360,Acrilamida,RJ,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
PARACATU,314700,Acrilamida,MG,8,3,0,0,5,0,5,1,1,0,24,2,0,0,17,0,0,0,0,43
PARAGUACU PAULISTA,353550,Acrilamida,SP,60,0,20,40,0,0,0,1,0,0,2,3,0,0,2,0,0,0,0,7
PARAI,431400,Acrilamida,RS,39,0,39,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2
PARAIBA DO SUL,330370,Acrilamida,RJ,4,0,0,3,1,0,1,1,0.25,0,1,2,0,0,0,0,0,0,0,3
PARAISO,421223,Acrilamida,SC,25,2,2,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PARAISO DO NORTE,411800,Acrilamida,PR,28,0,13,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PARANA,171620,Acrilamida,TO,24,0,11,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PARANACITY,411810,Acrilamida,PR,11,0,5,4,2,0,2,1,0.18181818181818182,0,0,3,0,0,0,0,0,0,0,3
PARANAIBA,500630,Acrilamida,MS,11,0,6,5,0,0,0,1,0,0,5,6,0,0,2,0,0,0,0,13
PARANAPANEMA,353580,Acrilamida,SP,46,8,15,23,0,0,0,1,0,0,6,0,0,0,1,0,0,0,0,7
PARANAPUA,353590,Acrilamida,SP,14,4,3,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PARANAVAI,411840,Acrilamida,PR,96,0,49,47,0,0,0,1,0,0,8,0,0,1,3,0,0,0,0,12
PARANHOS,500635,Acrilamida,MS,14,0,6,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PARANOA,530010,Acrilamida,DF,11,2,0,9,0,0,0,1,0,0,52,8,0,0,12,2,1,2,2,79
PARAOPEBA,314740,Acrilamida,MG,11,5,4,2,0,0,0,1,0,0,5,0,0,0,3,0,0,0,0,8
PARAPUA,353600,Acrilamida,SP,26,10,5,11,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,3
PARDINHO,353610,Acrilamida,SP,72,2,21,49,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
PARIQUERA-ACU,353620,Acrilamida,SP,63,0,18,44,0,1,1,1,0.015873015873015872,0.015873015873015872,0,0,0,0,0,0,0,0,0,0
PAROBE,431405,Acrilamida,RS,23,2,9,12,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2
PASSA SETE,431406,Acrilamida,RS,9,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PASSA TEMPO,314770,Acrilamida,MG,2,0,0,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0
PASSO DE TORRES,421225,Acrilamida,SC,28,0,2,23,3,0,3,1,0.10714285714285714,0,0,0,0,0,0,0,0,0,0,0
PASSO FUNDO,431410,Acrilamida,RS,76,8,35,33,0,0,0,1,0,0,7,3,0,1,3,0,0,0,1,15
