municipio,codigo_ibge,parâmetro,uf,Total de testes substâncias em geral para cada linha - incluindo MENOR_LQ,Total de inconsistentes,Total de Consistentes não detectados,Total de parâmetros com MENOR_LQ,Total de Consistentes detectados Abaixo do VMP,Total de Consistentes detectados Acima do VMP,Total_Detectados,consistente,prop1,prop2,cnae_161001,cnae_1071600,cnae_1072402,cnae_2022300,cnae_2029100,cnae_2031200,cnae_2072000,cnae_2091600,cnae_2093200,total_cnaes
RIO VERMELHO,315600,Acrilamida,MG,3,3,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
RIOLANDIA,354420,Acrilamida,SP,27,7,5,15,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,5
RIOZINHO,431575,Acrilamida,RS,18,0,18,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,3
RIQUEZA,421507,Acrilamida,SC,37,0,11,26,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
RITAPOLIS,315610,Acrilamida,MG,3,3,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
RIVERSUL,354350,Acrilamida,SP,36,6,12,18,0,0,0,1,0,0,1,5,0,0,1,0,0,0,0,7
ROCA SALES,431580,Acrilamida,RS,32,0,32,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,4
RODEIO BONITO,431590,Acrilamida,RS,32,0,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ROLANDIA,412240,Acrilamida,PR,58,1,20,37,0,0,0,1,0,0,1,2,0,0,2,1,0,2,0,8
ROLANTE,431600,Acrilamida,RS,22,3,10,9,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2
ROMELANDIA,421520,Acrilamida,SC,32,0,4,28,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2
RONCADOR,412250,Acrilamida,PR,22,0,10,12,0,0,0,1,0,0,2,0,0,0,1,0,0,1,0,4
RONDA ALTA,431610,Acrilamida,RS,27,0,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RONDINHA,431620,Acrilamida,RS,19,1,13,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
RONDON,412260,Acrilamida,PR,15,0,5,10,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
ROSANA,354425,Acrilamida,SP,37,10,10,17,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2
ROSARIO DO IVAI,412265,Acrilamida,PR,46,0,21,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ROSARIO DO SUL,431640,Acrilamida,RS,11,0,8,3,0,0,0,1,0,0,7,1,0,0,2,0,0,0,1,11
ROSEIRA,354430,Acrilamida,SP,20,6,5,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RUBIACEA,354440,Acrilamida,SP,31,8,7,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RUBIM,315660,Acrilamida,MG,3,0,0,0,3,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0
RUBINEIA,354450,Acrilamida,SP,42,12,9,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SABAUDIA,412270,Acrilamida,PR,9,0,5,4,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,3
SAGRES,354470,Acrilamida,SP,38,11,7,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SALESOPOLIS,354500,Acrilamida,SP,38,6,11,21,0,0,0,1,0,0,5,0,0,0,3,0,0,0,0,8
SALETE,421530,Acrilamida,SC,20,0,2,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SALGADO FILHO,412280,Acrilamida,PR,30,0,10,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SALINAS,315700,Acrilamida,MG,4,2,0,0,2,0,2,1,1,0,0,0,0,0,1,0,0,0,0,1
SALMOURAO,354510,Acrilamida,SP,22,5,6,10,1,0,1,1,0.058823529411764705,0,1,0,0,0,1,0,0,0,0,2
SALTINHO,354515,Acrilamida,SP,29,0,12,17,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,3
SALTINHO,421535,Acrilamida,SC,25,2,9,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SALTO DA DIVISA,315710,Acrilamida,MG,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
SALTO DE PIRAPORA,354530,Acrilamida,SP,18,0,7,10,1,0,1,1,0.05555555555555555,0,0,0,0,0,1,0,0,0,1,2
SALTO DO ITARARE,412290,Acrilamida,PR,15,0,5,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SALTO DO JACUI,431645,Acrilamida,RS,36,1,33,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SALTO DO LONTRA,412300,Acrilamida,PR,32,0,10,22,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2
SALTO VELOSO,421540,Acrilamida,SC,19,0,2,16,1,0,1,1,0.05263157894736842,0,0,0,0,0,0,0,0,0,0,0
SALVADOR,292740,Acrilamida,BA,4,4,0,0,0,0,0,0,NA,NA,13,5,0,2,15,11,0,2,7,55
SALVADOR DO SUL,431650,Acrilamida,RS,16,4,8,4,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0,11
SANANDUVA,431660,Acrilamida,RS,43,3,28,12,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,3
SANDOVALINA,354550,Acrilamida,SP,4,0,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
SANTA ALBERTINA,354570,Acrilamida,SP,36,5,9,20,2,0,2,1,0.06451612903225806,0,1,1,0,0,0,0,0,0,0,2
SANTA AMELIA,412310,Acrilamida,PR,7,0,5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SANTA BARBARA,315720,Acrilamida,MG,13,2,10,1,0,0,0,1,0,0,1,1,0,0,6,0,0,1,1,10
SANTA BARBARA DO SUL,431670,Acrilamida,RS,32,0,32,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,4
SANTA BARBARA DO TUGURIO,315730,Acrilamida,MG,2,2,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
SANTA BRANCA,354600,Acrilamida,SP,21,0,8,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SANTA CECILIA,421550,Acrilamida,SC,51,0,12,35,4,0,4,1,0.0784313725490196,0,0,0,0,0,4,0,0,0,0,4
SANTA CLARA D'OESTE,354610,Acrilamida,SP,22,6,5,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SANTA CRUZ CABRALIA,292770,Acrilamida,BA,1,1,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
SANTA CRUZ DA ESPERANCA,354625,Acrilamida,SP,15,0,6,8,1,0,1,1,0.06666666666666667,0,2,0,0,0,0,0,0,0,1,3
SANTA CRUZ DE MONTE CASTELO,412330,Acrilamida,PR,13,1,5,6,1,0,1,1,0.08333333333333333,0,2,2,0,0,0,0,0,0,0,4
SANTA CRUZ DO RIO PARDO,354640,Acrilamida,SP,61,0,23,38,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,3
SANTA CRUZ DO SUL,431680,Acrilamida,RS,109,4,90,15,0,0,0,1,0,0,6,0,0,0,1,0,0,1,0,8
SANTA EFIGENIA DE MINAS,315750,Acrilamida,MG,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SANTA ERNESTINA,354650,Acrilamida,SP,14,0,4,10,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,3
SANTA FE,412340,Acrilamida,PR,14,0,5,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,3
SANTA FE DE MINAS,315760,Acrilamida,MG,7,5,0,0,2,0,2,1,1,0,0,0,0,0,1,0,0,0,0,1
SANTA HELENA,412350,Acrilamida,PR,30,0,10,20,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0,4
SANTA INES,412360,Acrilamida,PR,10,0,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SANTA ISABEL,354680,Acrilamida,SP,49,0,29,20,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,4
SANTA IZABEL DO OESTE,412380,Acrilamida,PR,30,0,10,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SANTA LUCIA,412382,Acrilamida,PR,16,0,6,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SANTA LUZIA,292805,Acrilamida,BA,6,1,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SANTA LUZIA,315780,Acrilamida,MG,4,0,0,2,2,0,2,1,0.5,0,6,0,0,0,1,0,0,2,1,10
SANTA MARGARIDA,315790,Acrilamida,MG,2,0,0,1,1,0,1,1,0.5,0,1,1,0,0,0,0,0,0,0,2
SANTA MARGARIDA DO SUL,431697,Acrilamida,RS,8,1,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SANTA MARIA,431690,Acrilamida,RS,55,5,40,10,0,0,0,1,0,0,10,3,0,0,5,2,0,1,0,21
SANTA MARIA,530010,Acrilamida,DF,20,3,0,17,0,0,0,1,0,0,52,8,0,0,12,2,1,2,2,79
SANTA MARIA DA SERRA,354700,Acrilamida,SP,32,2,10,20,0,0,0,1,0,0,0,0,0,0,3,0,0,0,2,5
SANTA MARIA DE JETIBA,320455,Acrilamida,ES,15,12,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
SANTA MARIA DO HERVAL,431695,Acrilamida,RS,28,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SANTA MARIA DO OESTE,412385,Acrilamida,PR,13,0,4,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SANTA MARIA DO SALTO,315810,Acrilamida,MG,1,1,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
SANTA MARIA DO SUACUI,315820,Acrilamida,MG,9,9,0,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,1
SANTA MARIANA,412390,Acrilamida,PR,35,1,28,5,1,0,1,1,0.029411764705882353,0,1,0,0,0,0,0,0,0,0,1
SANTA MERCEDES,354710,Acrilamida,SP,23,5,8,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SANTA RITA DO PARDO,500755,Acrilamida,MS,12,0,5,3,4,0,4,1,0.3333333333333333,0,0,0,0,0,2,0,0,0,0,2
SANTA ROSA,431720,Acrilamida,RS,28,2,17,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2
SANTA ROSA DE LIMA,280650,Acrilamida,SE,1,1,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
SANTA ROSA DE LIMA,421560,Acrilamida,SC,20,0,5,14,1,0,1,1,0.05,0,0,1,0,0,3,0,0,0,0,4
SANTA ROSA DE VITERBO,354760,Acrilamida,SP,28,0,8,20,0,0,0,1,0,0,2,2,0,1,2,0,0,0,0,7
SANTA SALETE,354765,Acrilamida,SP,15,6,2,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SANTA TERESINHA,292850,Acrilamida,BA,7,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SANTA TEREZA DO OESTE,412402,Acrilamida,PR,38,0,18,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SANTA TEREZINHA,421567,Acrilamida,SC,63,0,16,46,1,0,1,1,0.015873015873015872,0,0,0,0,0,0,0,0,0,0,0
SANTA TEREZINHA DE ITAIPU,412405,Acrilamida,PR,35,0,15,19,1,0,1,1,0.02857142857142857,0,0,1,0,1,0,0,0,0,0,2
SANTA TEREZINHA DO PROGRESSO,421568,Acrilamida,SC,14,0,2,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SANTA VITORIA,315980,Acrilamida,MG,7,3,0,0,4,0,4,1,1,0,3,0,0,0,0,0,0,0,0,3
SANTA VITORIA DO PALMAR,431730,Acrilamida,RS,90,0,90,0,0,0,0,1,0,0,11,1,0,0,0,0,0,0,0,12
SANTANA,292820,Acrilamida,BA,1,1,0,0,0,0,0,0,NA,NA,0,5,0,0,0,0,0,0,0,5
SANTANA DA BOA VISTA,431700,Acrilamida,RS,14,0,9,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SANTANA DA PONTE PENSA,354720,Acrilamida,SP,22,7,5,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SANTANA DA VARGEM,315830,Acrilamida,MG,3,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SANTANA DE PARNAIBA,354730,Acrilamida,SP,94,15,30,48,1,0,1,1,0.012658227848101266,0,0,0,0,0,1,1,0,2,5,9
SANTANA DE PIRAPAMA,315850,Acrilamida,MG,4,0,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
SANTANA DO ITARARE,412400,Acrilamida,PR,15,0,6,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SANTANA DO MANHUACU,315890,Acrilamida,MG,3,2,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1
SANTIAGO,431740,Acrilamida,RS,25,2,12,9,0,2,2,1,0.08695652173913043,0.08695652173913043,4,0,0,0,2,0,0,0,0,6
SANTO AMARO,292860,Acrilamida,BA,14,6,0,8,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,3
SANTO AMARO DA IMPERATRIZ,421570,Acrilamida,SC,29,0,2,26,1,0,1,1,0.034482758620689655,0,0,0,0,0,0,0,0,0,4,4
SANTO AMARO DAS BROTAS,280660,Acrilamida,SE,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
SANTO ANASTACIO,354770,Acrilamida,SP,5,0,5,0,0,0,0,1,0,0,1,1,0,0,3,0,0,0,0,5
SANTO ANDRE,354780,Acrilamida,SP,22,0,15,7,0,0,0,1,0,0,5,0,0,0,8,13,0,4,6,36
SANTO ANGELO,431750,Acrilamida,RS,36,2,24,10,0,0,0,1,0,0,4,1,0,0,1,0,0,2,0,8
SANTO ANTONIO DA PATRULHA,431760,Acrilamida,RS,89,0,82,7,0,0,0,1,0,0,3,17,0,0,0,0,0,0,0,20
SANTO ANTONIO DA PLATINA,412410,Acrilamida,PR,30,0,12,18,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,3
SANTO ANTONIO DAS MISSOES,431770,Acrilamida,RS,28,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SANTO ANTONIO DE JESUS,292870,Acrilamida,BA,9,1,0,8,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,4
SANTO ANTONIO DO CAIUA,412420,Acrilamida,PR,13,0,5,6,2,0,2,1,0.15384615384615385,0,2,0,0,0,0,0,0,0,0,2
SANTO ANTONIO DO ITAMBE,316020,Acrilamida,MG,1,1,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
SANTO ANTONIO DO JARDIM,354810,Acrilamida,SP,28,7,6,15,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
SANTO ANTONIO DO MONTE,316040,Acrilamida,MG,2,0,0,0,2,0,2,1,1,0,1,0,0,0,0,0,0,4,0,5
SANTO ANTONIO DO PINHAL,354820,Acrilamida,SP,51,15,12,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SANTO ANTONIO DO SUDOESTE,412440,Acrilamida,PR,15,0,5,10,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,4
SANTO AUGUSTO,431780,Acrilamida,RS,56,0,56,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2
SANTO CRISTO,431790,Acrilamida,RS,59,0,59,0,0,0,0,1,0,0,1,0,0,0,4,0,0,0,0,5
SANTO EXPEDITO,354830,Acrilamida,SP,5,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SANTO EXPEDITO DO SUL,431795,Acrilamida,RS,30,0,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SANTO HIPOLITO,316060,Acrilamida,MG,16,4,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SANTO INACIO,412450,Acrilamida,PR,13,0,6,7,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2
SANTOPOLIS DO AGUAPEI,354840,Acrilamida,SP,28,5,6,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SANTOS,354850,Acrilamida,SP,14,0,4,10,0,0,0,1,0,0,14,5,0,2,2,7,0,1,1,32
SANTOS DUMONT,316070,Acrilamida,MG,1,1,0,0,0,0,0,0,NA,NA,0,0,0,0,3,0,0,0,0,3
SAO BENTO DO SAPUCAI,354860,Acrilamida,SP,20,4,6,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SAO BERNARDINO,421575,Acrilamida,SC,22,5,5,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SAO BERNARDO DO CAMPO,354870,Acrilamida,SP,120,38,32,50,0,0,0,1,0,0,2,0,0,4,5,18,2,4,8,43
SAO BONIFACIO,421590,Acrilamida,SC,26,1,2,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SAO BORJA,431800,Acrilamida,RS,10,1,7,2,0,0,0,1,0,0,12,0,0,0,1,0,0,0,1,14
SAO BRAS,270820,Acrilamida,AL,5,0,0,3,2,0,2,1,0.4,0,0,0,0,0,0,0,0,0,0,0
SAO BRAS DO SUACUI,316090,Acrilamida,MG,5,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SAO CARLOS,421600,Acrilamida,SC,26,2,2,22,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,3
SAO CARLOS DO IVAI,412460,Acrilamida,PR,9,0,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SAO CRISTOVAO,280670,Acrilamida,SE,1,1,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,1,0,1
SAO CRISTOVAO DO SUL,421605,Acrilamida,SC,42,0,15,27,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
SAO DOMINGOS,421610,Acrilamida,SC,44,2,10,32,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,3
SAO DOMINGOS,521980,Acrilamida,GO,4,4,0,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,1
SAO FELIPE,292910,Acrilamida,BA,5,1,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
SAO FIDELIS,330480,Acrilamida,RJ,4,0,4,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,3
SAO FRANCISCO,354900,Acrilamida,SP,20,6,5,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SAO FRANCISCO DE ASSIS,431810,Acrilamida,RS,40,0,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SAO FRANCISCO DE ITABAPOANA,330475,Acrilamida,RJ,8,0,8,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
SAO FRANCISCO DE PAULA,431820,Acrilamida,RS,26,5,16,5,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2
SAO FRANCISCO DE SALES,316130,Acrilamida,MG,2,2,0,0,0,0,0,0,NA,NA,0,1,0,0,0,0,0,0,0,1
SAO GERALDO DO ARAGUAIA,150745,Acrilamida,PA,12,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SAO GONCALO DO PARA,316180,Acrilamida,MG,4,2,2,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,5
SAO GOTARDO,316210,Acrilamida,MG,11,4,0,7,0,0,0,1,0,0,11,0,0,0,0,0,0,0,0,11
SAO JERONIMO,431840,Acrilamida,RS,18,0,18,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,3
SAO JOAO,412480,Acrilamida,PR,21,0,12,5,4,0,4,1,0.19047619047619047,0,1,0,0,0,0,0,0,0,0,1
SAO JOAO DA BOA VISTA,354910,Acrilamida,SP,29,4,8,16,1,0,1,1,0.04,0,5,2,0,0,0,0,0,0,1,8
SAO JOAO DA PONTE,316240,Acrilamida,MG,11,1,1,0,9,0,9,1,0.9,0,0,0,0,0,1,0,0,0,0,1
SAO JOAO DA URTIGA,431842,Acrilamida,RS,39,0,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SAO JOAO DAS DUAS PONTES,354920,Acrilamida,SP,21,5,4,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SAO JOAO DAS MISSOES,316245,Acrilamida,MG,5,5,0,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,1
SAO JOAO DEL REI,316250,Acrilamida,MG,3,2,0,1,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,3
SAO JOAO DO CAIUA,412490,Acrilamida,PR,9,0,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SAO JOAO DO ITAPERIU,421635,Acrilamida,SC,11,0,0,1,10,0,10,1,0.9090909090909091,0,1,0,0,0,0,0,0,0,0,1
SAO JOAO DO IVAI,412500,Acrilamida,PR,41,0,15,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SAO JOAO DO ORIENTE,316260,Acrilamida,MG,30,14,12,2,2,0,2,1,125,0,0,0,0,0,0,0,0,0,0,0
SAO JOAO DO PARAISO,316270,Acrilamida,MG,3,3,0,0,0,0,0,0,NA,NA,0,0,0,0,15,0,0,0,7,22
SAO JOAO DO SUL,421640,Acrilamida,SC,37,1,10,20,6,0,6,1,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0
SAO JOAO DO TRIUNFO,412510,Acrilamida,PR,16,0,6,8,2,0,2,1,125,0,0,0,0,0,0,0,0,0,0,0
SAO JOAO EVANGELISTA,316280,Acrilamida,MG,15,15,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
SAO JOAQUIM,421650,Acrilamida,SC,55,0,11,44,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,4
SAO JORGE,431844,Acrilamida,RS,20,0,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SAO JORGE D'OESTE,412520,Acrilamida,PR,43,0,18,25,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,3
SAO JORGE DO PATROCINIO,412535,Acrilamida,PR,13,0,6,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SAO JOSE DA BOA VISTA,412540,Acrilamida,PR,30,0,10,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SAO JOSE DA SAFIRA,316300,Acrilamida,MG,2,2,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
SAO JOSE DA VITORIA,292935,Acrilamida,BA,8,1,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SAO JOSE DAS PALMEIRAS,412545,Acrilamida,PR,9,0,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SAO JOSE DE UBA,330513,Acrilamida,RJ,2,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
SAO JOSE DO CERRITO,421680,Acrilamida,SC,12,0,2,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SAO JOSE DO GOIABAL,316340,Acrilamida,MG,3,2,0,0,1,0,1,1,1,0,2,0,0,0,0,0,0,0,0,2
SAO JOSE DO HERVAL,431846,Acrilamida,RS,6,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SAO JOSE DO INHACORA,431849,Acrilamida,RS,16,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SAO JOSE DO NORTE,431850,Acrilamida,RS,25,0,25,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
SAO JOSE DO OURO,431860,Acrilamida,RS,18,0,11,7,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,3
SAO JOSE DOS AUSENTES,431862,Acrilamida,RS,18,0,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SAO JOSE DOS CAMPOS,354990,Acrilamida,SP,584,180,144,257,3,0,3,1,0.007425742574257425,0,3,1,0,2,2,2,1,0,3,14
SAO JOSE DOS PINHAIS,412550,Acrilamida,PR,89,0,52,30,7,0,7,1,0.07865168539325842,0,6,1,0,1,5,2,0,10,6,31
SAO LOURENCO DA SERRA,354995,Acrilamida,SP,46,4,11,30,1,0,1,1,0.023809523809523808,0,0,0,0,0,0,0,0,0,0,0
SAO LOURENCO DO OESTE,421690,Acrilamida,SC,16,0,2,14,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,4
SAO LOURENCO DO SUL,431880,Acrilamida,RS,12,0,8,4,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,3
SAO LUIS DO PARAITINGA,355000,Acrilamida,SP,51,15,14,22,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
SAO LUIZ GONZAGA,431890,Acrilamida,RS,36,0,36,0,0,0,0,1,0,0,3,2,0,0,1,0,0,0,0,6
SAO MANOEL DO PARANA,412555,Acrilamida,PR,15,0,5,10,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
SAO MANUEL,355010,Acrilamida,SP,73,26,23,24,0,0,0,1,0,0,3,2,0,0,2,0,0,0,0,7
SAO MARCOS,431900,Acrilamida,RS,29,4,12,11,2,0,2,1,0.08,0,1,0,0,0,0,0,0,0,0,1
SAO MARTINHO,421710,Acrilamida,SC,32,0,7,25,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
SAO MARTINHO,431910,Acrilamida,RS,35,0,17,18,0,0,0,1,0,0,2,4,0,0,1,0,0,0,0,7
SAO MATEUS DO SUL,412560,Acrilamida,PR,26,0,10,15,0,1,1,1,0.038461538461538464,0.038461538461538464,3,0,0,0,2,0,0,0,0,5
SAO MIGUEL ARCANJO,355020,Acrilamida,SP,87,16,29,42,0,0,0,1,0,0,3,0,0,0,2,0,0,0,0,5
SAO MIGUEL DAS MATAS,292940,Acrilamida,BA,5,1,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
SAO MIGUEL DAS MISSOES,431915,Acrilamida,RS,16,0,16,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,2
SAO MIGUEL DO ANTA,316380,Acrilamida,MG,2,2,0,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,1
SAO MIGUEL DO IGUACU,412570,Acrilamida,PR,60,0,20,39,1,0,1,1,0.016666666666666666,0,3,0,0,0,0,0,0,0,0,3
SAO MIGUEL DO OESTE,421720,Acrilamida,SC,40,0,4,36,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,3
SAO MIGUEL DO TOCANTINS,172020,Acrilamida,TO,25,1,11,13,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,3
SAO NICOLAU,431920,Acrilamida,RS,24,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SAO PAULO,355030,Acrilamida,SP,66,1,35,30,0,0,0,1,0,0,64,39,0,22,89,117,13,69,112,525
SAO PEDRO DA UNIAO,316390,Acrilamida,MG,1,1,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
SAO PEDRO DO IGUACU,412575,Acrilamida,PR,44,0,15,29,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2
SAO PEDRO DO IVAI,412580,Acrilamida,PR,36,0,15,21,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2
SAO PEDRO DO PARANA,412590,Acrilamida,PR,18,0,10,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
