municipio,codigo_ibge,parâmetro,uf,Total de testes substâncias em geral para cada linha - incluindo MENOR_LQ,Total de inconsistentes,Total de Consistentes não detectados,Total de parâmetros com MENOR_LQ,Total de Consistentes detectados Abaixo do VMP,Total de Consistentes detectados Acima do VMP,Total_Detectados,prop1,prop2,cnae_111301,cnae_111302,cnae_111303,cnae_111399,cnae_112101,cnae_112102,cnae_112199,cnae_113000,cnae_114800,cnae_115600,cnae_116401,cnae_116402,cnae_116403,cnae_116499,cnae_119901,cnae_119902,cnae_119903,cnae_119904,cnae_119905,cnae_119906,cnae_119907,cnae_119908,cnae_119909,cnae_119999,cnae_121101,cnae_121102,cnae_122900,cnae_131800,cnae_132600,cnae_133401,cnae_133402,cnae_133403,cnae_133404,cnae_133405,cnae_133406,cnae_133407,cnae_133408,cnae_133409,cnae_133410,cnae_133411,cnae_133499,cnae_134200,cnae_135100,cnae_139301,cnae_139302,cnae_139303,cnae_139304,cnae_139305,cnae_139306,cnae_139399,cnae_141501,cnae_141502,cnae_142300,cnae_151201,cnae_151202,cnae_151203,cnae_152101,cnae_152102,cnae_152103,cnae_153901,cnae_153902,cnae_154700,cnae_155501,cnae_155502,cnae_155503,cnae_155504,cnae_155505,cnae_159899,cnae_161001,cnae_161003,cnae_210101,cnae_210102,cnae_210103,cnae_210104,cnae_210105,cnae_210106,cnae_210108,cnae_220902,cnae_1013901,cnae_1052000,cnae_2012600,cnae_2013401,cnae_2013402,cnae_2019399,cnae_2092401,cnae_2092402,cnae_2110600,cnae_2121101,cnae_2122000,cnae_3839401
ABADIA DE GOIAS,520005,Nitrato (como N),GO,23,12,1,9,1,0,1,0.09090909090909091,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,0,0
ABAETE,310020,Nitrato (como N),MG,21,3,0,9,9,0,9,0.5,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,24,0,0,0,0,0,57,2,5,7,0,0,2,0,0,0,0,0,0,1
ABAIARA,230010,Nitrato (como N),CE,37,2,0,1,34,0,34,0.9714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ABARE,290020,Nitrato (como N),BA,10,10,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABELARDO LUZ,420010,Nitrato (como N),SC,27,0,0,5,22,0,22,0.8148148148148148,0,0,4,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,26,2,0,1,0,0,0,3,0,5,2,0,0,0,0,0,0,0,0,0,0
ABREULANDIA,170025,Nitrato (como N),TO,2,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACARAPE,230015,Nitrato (como N),CE,4,4,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACARAU,230020,Nitrato (como N),CE,22,22,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,3,0,0,1,1,0,0,1,0,0,1,2,1,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,4,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0
ACEGUA,430003,Nitrato (como N),RS,38,3,6,2,27,0,27,0.7714285714285715,0,8,1,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,11,2,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0
ACOPIARA,230030,Nitrato (como N),CE,28,28,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
ACREUNA,520013,Nitrato (como N),GO,17,7,2,0,8,0,8,0.8,0,2,4,0,4,1,0,0,21,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,22,0,1,0,0,0,0,0,1,1,0,0,0,0,0,4,57,1,0,0,0,0,0,0,0,5,12,0,1,4,0,0,0,0,0,1,0
ACUCENA,310050,Nitrato (como N),MG,12,4,0,0,8,0,8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,12,6,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0
ADAMANTINA,350010,Nitrato (como N),SP,49,10,0,22,17,0,17,0.4358974358974359,0,5,79,0,4,7,0,5,357,0,8,31,0,0,2,1,0,1,0,10,11,0,1,22,15,59,0,2,5,2,0,5,0,0,3,0,0,1,53,2,0,6,176,0,0,0,0,1,0,50,1,0,0,1,885,40,56,0,5,0,0,2,0,0,0,0,1,5,0,2,15,3,0,0,0,0,3,0,0,2,2,0,0,1,0,0,0,0,0,0,1
ADELANDIA,520015,Nitrato (como N),GO,6,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
ADOLFO,350020,Nitrato (como N),SP,21,7,1,13,0,0,0,0,0,1,36,0,0,0,0,0,38,0,2,10,0,0,3,0,0,0,0,1,0,0,0,4,1,6,0,0,22,0,0,3,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,117,1,0,0,0,44,21,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ADRIANOPOLIS,410020,Nitrato (como N),PR,36,0,26,7,3,0,3,0.08333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,4,0,5,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0
AFOGADOS DA INGAZEIRA,260010,Nitrato (como N),PE,3,3,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0
AFONSO CLAUDIO,320010,Nitrato (como N),ES,17,0,0,0,17,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,2,0,4,2,0,0,0,0,0,0,0,0,0,0
AFUA,150030,Nitrato (como N),PA,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
AGRESTINA,260030,Nitrato (como N),PE,4,4,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,5,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
AGROLANDIA,420020,Nitrato (como N),SC,29,0,0,2,27,0,27,0.9310344827586207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
AGUA BOA,310060,Nitrato (como N),MG,3,3,0,0,0,0,0,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,18,0,0,0,0,0,0,0,0,0,0
AGUA CLARA,500020,Nitrato (como N),MS,30,25,0,4,1,0,1,0.2,0,2,2,0,0,0,0,0,2,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19,0,95,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,16,31,0,7,0,0,4,21,17,0,4,0,0,0,0,0,0,0,0,0,0
AGUA COMPRIDA,310070,Nitrato (como N),MG,10,6,0,1,3,0,3,0.75,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AGUA DOCE,420040,Nitrato (como N),SC,26,2,0,0,24,0,24,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,4,0,0,0,0,0,0,0,6,1,1,0,0,1,0,2,18,3,0,3,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0
AGUA DOCE DO NORTE,320016,Nitrato (como N),ES,20,0,0,2,18,0,18,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
AGUA FRIA,290040,Nitrato (como N),BA,10,10,0,0,0,0,0,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,0,1,0,2,13,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AGUA FRIA DE GOIAS,520017,Nitrato (como N),GO,31,7,12,4,8,0,8,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
AGUA LIMPA,520020,Nitrato (como N),GO,20,9,6,4,1,0,1,0.09090909090909091,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AGUA SANTA,430005,Nitrato (como N),RS,13,0,0,0,13,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
AGUAI,350030,Nitrato (como N),SP,16,0,4,12,0,0,0,0,0,2,200,1,13,15,0,4,326,0,45,1,0,0,22,0,0,39,0,4,33,0,0,6,37,80,3,5,408,0,0,2,0,9,0,0,0,0,1,19,0,55,18,0,0,0,0,0,0,0,5,1,1,6,49,73,2,1,3,1,1,0,1,21,0,1,0,10,1,4,72,30,0,0,0,0,0,3,0,4,2,0,0,1,0,0,0,0,0,0,1
AGUAS BELAS,260050,Nitrato (como N),PE,6,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0
AGUAS DA PRATA,350040,Nitrato (como N),SP,64,10,5,44,5,0,5,0.09259259259259259,0,0,38,0,0,0,0,0,6,0,3,0,0,0,2,0,0,116,1,1,0,0,0,0,15,38,8,2,0,0,0,1,0,0,0,0,0,0,0,0,0,5,69,0,0,0,0,0,0,0,0,1,0,0,120,21,3,0,2,0,0,0,1,0,0,0,0,0,1,0,4,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
AGUAS DE SAO PEDRO,350060,Nitrato (como N),SP,20,2,0,3,15,0,15,0.8333333333333334,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AGUAS FORMOSAS,310090,Nitrato (como N),MG,11,11,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,16,0,0,0,0,0,0,0,0,0,0
AGUAS FRIAS,420055,Nitrato (como N),SC,32,3,5,14,10,0,10,0.3448275862068966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AGUAS LINDAS DE GOIAS,520025,Nitrato (como N),GO,1,1,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,38,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,1
AGUAS MORNAS,420060,Nitrato (como N),SC,26,0,0,10,16,0,16,0.6153846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
AGUDO,430010,Nitrato (como N),RS,32,0,2,0,30,0,30,0.9375,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AGUDOS,350070,Nitrato (como N),SP,80,6,5,37,32,0,32,0.43243243243243246,0,0,18,0,2,0,0,0,120,0,12,5,0,0,4,1,0,0,0,1,9,0,5,1,6,71,0,1,16,0,0,1,0,1,0,0,0,0,1,0,0,2,3,0,0,0,0,0,0,1,1,0,1,4,364,117,10,0,5,0,1,3,8,4,0,0,1,3,1,1,21,65,0,3,0,0,1,14,0,2,6,0,0,0,0,0,0,0,0,0,1
AGUDOS DO SUL,410030,Nitrato (como N),PR,33,2,19,6,6,0,6,0.1935483870967742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,0,0,2,0,0,0,0,0,4,1,0,0,2,0,0,0,0,0,0,0
AGUIA BRANCA,320013,Nitrato (como N),ES,17,1,0,1,15,0,15,0.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
AGUIARNOPOLIS,170030,Nitrato (como N),TO,28,4,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AIQUARA,290060,Nitrato (como N),BA,15,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AJURICABA,430020,Nitrato (como N),RS,24,0,0,0,24,0,24,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
ALAMBARI,350075,Nitrato (como N),SP,110,8,15,52,35,0,35,0.3431372549019608,0,0,46,2,1,0,0,1,7,0,4,0,0,0,3,2,0,0,0,6,5,0,1,1,9,27,0,5,10,2,0,2,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,1,105,33,3,12,4,0,0,0,5,7,0,1,1,4,2,0,3,19,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0
ALCANTARAS,230050,Nitrato (como N),CE,18,18,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALCINOPOLIS,500025,Nitrato (como N),MS,14,7,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0,2,4,0,5,0,0,0,0,0,0,0,0,1,0
ALCOBACA,290080,Nitrato (como N),BA,16,16,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0
ALECRIM,430030,Nitrato (como N),RS,20,0,1,0,19,0,19,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ALEGRETE,430040,Nitrato (como N),RS,203,1,20,46,136,0,136,0.6732673267326733,0,33,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1,0,0,0,0,0,1,0,2,0,1,0,0,0,7,44,2,0,0,0,2,0,1,0,11,4,0,0,0,1,0,0,0,1,0,0
ALEXANIA,520030,Nitrato (como N),GO,29,21,7,0,1,0,1,0.125,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,1,5,0,0,0,3,0,1,15,1,0,0,0,0,1,1,0,4,14,0,2,0,0,0,0,1,0,0,0
ALFENAS,310160,Nitrato (como N),MG,7,5,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,30,0,0,0,0,0,0,1,0,6,20,0,3,10,0,0,0,1,1,0,0
ALFREDO MARCONDES,350080,Nitrato (como N),SP,23,1,0,21,1,0,1,0.045454545454545456,0,0,46,0,0,28,0,0,1,0,0,7,0,0,4,0,0,4,1,14,1,0,0,2,28,45,0,1,1,1,0,0,0,0,2,0,0,1,1,1,0,2,4,0,0,0,0,0,0,0,1,0,1,1,497,7,3,0,4,0,0,0,0,1,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ALFREDO VASCONCELOS,310163,Nitrato (como N),MG,20,18,0,1,1,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
ALFREDO WAGNER,420070,Nitrato (como N),SC,24,0,0,14,10,0,10,0.4166666666666667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
ALIANCA,260070,Nitrato (como N),PE,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,28,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
ALIANCA DO TOCANTINS,170035,Nitrato (como N),TO,27,3,0,14,10,0,10,0.4166666666666667,0,1,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
