municipio,codigo_ibge,parâmetro,uf,Total de testes substâncias em geral para cada linha - incluindo MENOR_LQ,Total de inconsistentes,Total de Consistentes não detectados,Total de parâmetros com MENOR_LQ,Total de Consistentes detectados Abaixo do VMP,Total de Consistentes detectados Acima do VMP,Total_Detectados,prop1,prop2,cnae_111301,cnae_111302,cnae_111303,cnae_111399,cnae_112101,cnae_112102,cnae_112199,cnae_113000,cnae_114800,cnae_115600,cnae_116401,cnae_116402,cnae_116403,cnae_116499,cnae_119901,cnae_119902,cnae_119903,cnae_119904,cnae_119905,cnae_119906,cnae_119907,cnae_119908,cnae_119909,cnae_119999,cnae_121101,cnae_121102,cnae_122900,cnae_131800,cnae_132600,cnae_133401,cnae_133402,cnae_133403,cnae_133404,cnae_133405,cnae_133406,cnae_133407,cnae_133408,cnae_133409,cnae_133410,cnae_133411,cnae_133499,cnae_134200,cnae_135100,cnae_139301,cnae_139302,cnae_139303,cnae_139304,cnae_139305,cnae_139306,cnae_139399,cnae_141501,cnae_141502,cnae_142300,cnae_161001,cnae_161003,cnae_210101,cnae_210102,cnae_210103,cnae_210104,cnae_210105,cnae_210106,cnae_729404,cnae_729405,cnae_1340502,cnae_1510600,cnae_1610205,cnae_2019399,cnae_2029100,cnae_2051700,cnae_2093200,cnae_2443100,cnae_2449199,cnae_2452100,cnae_2532201,cnae_2539002,cnae_2592601,cnae_2592602,cnae_2733300,cnae_3831999
FERNANDES PINHEIRO,410773,Cobre,PR,40,3,17,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FERNANDES TOURINHO,312580,Cobre,MG,2,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FERNANDO PRESTES,351560,Cobre,SP,39,2,5,26,6,0,6,0.16216216216216217,0,0,2,0,0,0,0,0,488,0,0,13,0,0,3,0,0,0,3,0,2,0,0,0,34,7,0,0,72,0,0,0,0,341,0,0,0,0,3,74,0,21,0,0,0,0,0,1,0,1,2,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
FERNANDOPOLIS,351550,Cobre,SP,38,13,5,19,1,0,1,0.04,0,0,31,0,0,3,0,0,232,0,2,3,0,0,0,4,0,0,0,0,2,0,4,0,12,68,1,2,80,2,0,36,0,6,4,0,0,0,0,4,0,2,29,0,0,0,0,0,0,289,2,2,6,0,1,29,4,0,0,0,0,4,0,0,0,8,0,0,3,0,1,0,0,0,2,1,1,1,2,2
FERNAO,351565,Cobre,SP,18,2,0,15,1,0,1,0.0625,0,0,26,0,0,0,0,0,4,0,7,0,1,0,1,1,0,0,0,0,11,0,1,1,8,15,0,1,28,0,0,0,0,1,0,0,0,0,21,0,0,1,69,0,0,0,0,0,0,1,1,0,0,0,0,1,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIGUEIRA,410775,Cobre,PR,20,1,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,1,0,0
FIGUEIRAO,500390,Cobre,MS,17,3,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIGUEIROPOLIS,170765,Cobre,TO,31,4,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FILADELFIA,170770,Cobre,TO,58,2,5,22,27,2,29,0.5178571428571429,0.03571428571428571,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIRMINO ALVES,291090,Cobre,BA,11,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIRMINOPOLIS,520780,Cobre,GO,30,7,9,3,11,0,11,0.4782608695652174,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
FLOR DA SERRA DO SUL,410785,Cobre,PR,34,0,16,16,2,0,2,0.058823529411764705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1
FLORA RICA,351580,Cobre,SP,17,8,3,4,2,0,2,0.2222222222222222,0,0,15,0,0,2,0,0,32,0,4,5,0,0,0,0,0,0,0,1,2,0,0,0,1,3,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLORAI,410780,Cobre,PR,40,1,16,4,19,0,19,0.48717948717948717,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOREAL,351590,Cobre,SP,23,6,5,7,5,0,5,0.29411764705882354,0,0,20,0,1,2,0,0,182,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,22,0,0,6,0,1,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,155,0,0,1,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLORES DA CUNHA,430820,Cobre,RS,369,1,357,10,1,0,1,0.002717391304347826,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,5,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,25,0,0,6,0,0,0,0,0,0,3,0,1,0,1,2,0,1,0,7,9,2,1,0,2
FLORESTA,410790,Cobre,PR,19,0,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FLORESTA AZUL,291100,Cobre,BA,15,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FLORESTAL,312600,Cobre,MG,17,9,0,0,8,0,8,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLORESTOPOLIS,410800,Cobre,PR,20,6,6,5,3,0,3,0.21428571428571427,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FLORIANOPOLIS,420540,Cobre,SC,136,0,8,91,36,1,37,0.27205882352941174,0.007352941176470588,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2,13,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,81,30,0,4,0,0,2,1,0,0,0,0,1,1,2,3,0,0,0,18,6,6,0,2,15
FLORIDA PAULISTA,351600,Cobre,SP,60,23,4,14,19,0,19,0.5135135135135135,0,0,61,0,2,19,0,0,390,0,7,57,0,0,2,0,0,0,0,9,2,0,5,17,12,21,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,114,0,0,0,0,1,0,45,0,0,1,0,2,19,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLORINIA,351610,Cobre,SP,14,4,1,6,3,0,3,0.3,0,2,21,0,2,0,0,0,165,0,361,0,0,0,0,0,0,2,0,0,4,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FONTOURA XAVIER,430830,Cobre,RS,42,1,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FORMIGUEIRO,430840,Cobre,RS,36,2,29,3,2,0,2,0.058823529411764705,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORMOSA,520800,Cobre,GO,57,4,10,17,26,0,26,0.49056603773584906,0,1,4,0,6,0,0,0,1,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,10,4,1,26,112,4,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,1,2,6,1,0,5
FORMOSA DO OESTE,410820,Cobre,PR,18,1,8,8,1,0,1,0.058823529411764705,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FORMOSA DO RIO PRETO,291110,Cobre,BA,15,6,0,9,0,0,0,0,0,3,2,0,3,12,0,0,0,0,47,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,24,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
FORMOSA DO SUL,420543,Cobre,SC,20,0,2,11,7,0,7,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FORMOSO,312620,Cobre,MG,20,14,0,0,6,0,6,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORMOSO,520810,Cobre,GO,1,1,0,0,0,0,0,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORMOSO DO ARAGUAIA,170820,Cobre,TO,18,1,3,13,1,0,1,0.058823529411764705,0,33,2,0,1,0,0,1,1,0,6,0,0,0,0,4,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,55,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
FORTALEZA,230440,Cobre,CE,16,2,0,12,2,0,2,0.14285714285714285,0,14,3,0,4,2,0,0,1,1,6,0,0,2,9,11,0,0,0,1,0,5,0,0,4,27,0,21,4,1,0,7,9,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,2,0,0,18,219,180,0,0,2,12,5,4,0,3,34,0,3,11,1,20,2,13,10,144,28,32,11,7,101
FORTALEZA DE MINAS,312630,Cobre,MG,15,7,0,7,1,0,1,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FORTALEZA DOS VALOS,430845,Cobre,RS,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOZ DO IGUACU,410830,Cobre,PR,32,0,17,14,1,0,1,0.03125,0,2,3,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,42,3,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,20,3,2,5,0,10
FOZ DO JORDAO,410845,Cobre,PR,17,1,9,6,1,0,1,0.0625,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRANCA,351620,Cobre,SP,12,1,1,7,3,0,3,0.2727272727272727,0,2,54,0,1,0,0,0,54,0,34,0,0,0,10,1,0,0,0,0,2,0,0,0,27,83,2,2,2,1,0,2,0,0,0,0,0,0,0,1,0,4,655,0,0,0,0,0,0,10,1,0,0,7,12,71,14,0,0,0,1,0,0,0,0,134,0,5,3,0,8,0,4,15,22,6,13,6,0,12
FRANCISCO ALVES,410832,Cobre,PR,58,6,23,22,7,0,7,0.1346153846153846,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRANCISCO BELTRAO,410840,Cobre,PR,41,0,13,27,1,0,1,0.024390243902439025,0,4,1,0,1,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,10,0,0,4,0,0,0,1,0,0,1,0,0,2,0,0,0,2,2,25,4,1,1,0,6
FRANCISCO DUMONT,312660,Cobre,MG,16,1,0,8,7,0,7,0.4666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
FRANCISCOPOLIS,312675,Cobre,MG,15,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FREDERICO WESTPHALEN,430850,Cobre,RS,15,1,12,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,2,1,0,5
FUNDAO,320220,Cobre,ES,7,0,0,6,1,0,1,0.14285714285714285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,3,0,0,1
FUNILANDIA,312720,Cobre,MG,10,0,0,1,9,0,9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0
GABRIEL MONTEIRO,351650,Cobre,SP,21,8,3,3,7,0,7,0.5384615384615384,0,0,23,0,0,2,0,0,144,0,10,6,0,0,4,0,0,0,0,0,0,0,0,3,7,79,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,61,0,0,0,0,0,0,12,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GALIA,351660,Cobre,SP,20,4,0,15,1,0,1,0.0625,0,0,25,0,2,0,0,0,1,0,15,12,0,0,2,0,0,0,0,3,39,0,1,0,2,28,0,0,8,0,0,0,0,1,0,0,0,0,8,0,0,3,169,0,0,0,0,0,0,14,0,0,0,1,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GALVAO,420560,Cobre,SC,33,3,4,20,6,0,6,0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GAMA,530010,Cobre,DF,20,0,1,7,12,0,12,0.6,0,22,11,0,16,2,0,3,7,2,51,0,0,0,8,6,1,6,0,2,2,0,0,0,10,163,7,41,0,4,0,5,0,1,1,0,0,0,2,1,0,11,6,1,0,0,0,0,0,0,3,6,0,7,52,674,39,0,1,0,1,6,9,2,4,5,0,3,12,1,2,0,4,11,68,26,16,8,5,144
GAMELEIRA DE GOIAS,520815,Cobre,GO,8,4,0,2,2,0,2,0.5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
GANDU,291120,Cobre,BA,16,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GARANHUNS,260600,Cobre,PE,2,2,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2
GARARU,280240,Cobre,SE,17,8,0,5,4,0,4,0.4444444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GARIBALDI,430860,Cobre,RS,186,0,166,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,6,3,0,4
GAROPABA,420570,Cobre,SC,133,0,21,73,39,0,39,0.2932330827067669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
GASTAO VIDIGAL,351680,Cobre,SP,23,5,5,8,5,0,5,0.2777777777777778,0,0,18,0,0,2,0,0,197,0,20,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,49,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAURAMA,430870,Cobre,RS,32,2,23,6,1,0,1,0.03333333333333333,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
GAVIAO,291125,Cobre,BA,12,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GENERAL CAMARA,430880,Cobre,RS,48,0,40,7,1,0,1,0.020833333333333332,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,1,1,0
GENERAL CARNEIRO,410850,Cobre,PR,37,0,17,19,1,0,1,0.02702702702702703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,41,5,0,16,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,2
GENERAL SALGADO,351690,Cobre,SP,60,5,10,35,10,0,10,0.18181818181818182,0,0,28,0,2,0,0,0,501,0,13,5,0,0,1,1,0,0,0,1,0,0,9,0,2,8,1,1,1,0,0,28,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,214,1,11,35,0,2,20,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
GENTIO DO OURO,291130,Cobre,BA,11,6,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GETULIO VARGAS,430890,Cobre,RS,55,3,48,3,1,0,1,0.019230769230769232,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,4,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,12,0,2,0,0,0
GIRUA,430900,Cobre,RS,74,9,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2
GLICERIO,351710,Cobre,SP,64,0,8,51,5,0,5,0.078125,0,0,60,0,3,0,0,0,402,0,124,3,0,0,0,0,0,4,0,0,0,0,0,2,8,20,0,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLORIA,291140,Cobre,BA,14,14,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
