municipio,codigo_ibge,parâmetro,uf,Total de testes substâncias em geral para cada linha - incluindo MENOR_LQ,Total de inconsistentes,Total de Consistentes não detectados,Total de parâmetros com MENOR_LQ,Total de Consistentes detectados Abaixo do VMP,Total de Consistentes detectados Acima do VMP,Total_Detectados,prop1,prop2,cnae_729404,cnae_2019399,cnae_2073800,cnae_2092401,cnae_2092403,cnae_2093200,cnae_2094100,cnae_2110600,cnae_2121101,cnae_2122000,cnae_2449199,cnae_2452100,cnae_2539001,cnae_3831999,total_canes
FAZENDA NOVA,520760,Antimônio,GO,13,9,0,2,2,0,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
FAZENDA RIO GRANDE,410765,Antimônio,PR,33,0,16,17,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,139,12,155
FEIRA DE SANTANA,291080,Antimônio,BA,8,3,0,5,0,0,0,0,0,1,2,7,3,0,5,0,2,3,8,3,7,164,25,230
FELISBURGO,312560,Antimônio,MG,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FELIXLANDIA,312570,Antimônio,MG,45,12,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
FELIZ,430810,Antimônio,RS,385,32,349,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,14
FENIX,410770,Antimônio,PR,17,2,10,4,1,0,1,0.06666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
FERCAL,530010,Antimônio,DF,38,0,7,27,1,3,4,0.10526315789473684,0.07894736842105263,9,3,3,0,0,2,0,4,20,3,4,11,263,144,466
FERNANDES PINHEIRO,410773,Antimônio,PR,40,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FERNANDES TOURINHO,312580,Antimônio,MG,2,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FERNANDO PRESTES,351560,Antimônio,SP,39,1,18,19,1,0,1,0.02631578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
FERNANDOPOLIS,351550,Antimônio,SP,43,13,13,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,38,2,41
FERNAO,351565,Antimônio,SP,3,3,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
FIGUEIRA,410775,Antimônio,PR,36,0,16,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
FIGUEIRAO,500390,Antimônio,MS,13,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
FIGUEIROPOLIS,170765,Antimônio,TO,25,0,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
FILADELFIA,170770,Antimônio,TO,8,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
FIRMINO ALVES,291090,Antimônio,BA,7,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIRMINOPOLIS,520780,Antimônio,GO,30,9,14,1,6,0,6,0.2857142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
FLOR DA SERRA DO SUL,410785,Antimônio,PR,42,0,23,18,1,0,1,0.023809523809523808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
FLORA RICA,351580,Antimônio,SP,16,8,3,4,1,0,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLORAI,410780,Antimônio,PR,40,0,20,0,20,0,20,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
FLOREAL,351590,Antimônio,SP,23,7,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
FLORES DA CUNHA,430820,Antimônio,RS,342,0,332,10,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,66,2,72
FLORESTA,410790,Antimônio,PR,21,0,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
FLORESTA AZUL,291100,Antimônio,BA,11,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLORESTAL,312600,Antimônio,MG,20,20,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
FLORESTOPOLIS,410800,Antimônio,PR,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,8
FLORIANOPOLIS,420540,Antimônio,SC,96,2,22,72,0,0,0,0,0,1,1,1,2,0,3,0,1,9,0,0,0,75,15,108
FLORIDA PAULISTA,351600,Antimônio,SP,60,24,12,22,2,0,2,0.05555555555555555,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
FLORINIA,351610,Antimônio,SP,14,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
FONTOURA XAVIER,430830,Antimônio,RS,34,0,30,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORMIGUEIRO,430840,Antimônio,RS,19,1,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORMOSA,520800,Antimônio,GO,57,6,21,7,21,2,23,0.45098039215686275,0.0392156862745098,0,0,1,0,0,0,0,0,0,0,0,0,38,5,44
FORMOSA DO OESTE,410820,Antimônio,PR,19,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,6
FORMOSA DO RIO PRETO,291110,Antimônio,BA,12,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
FORMOSA DO SUL,420543,Antimônio,SC,20,0,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
FORMOSO,312620,Antimônio,MG,28,19,0,1,8,0,8,0.8888888888888888,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
FORMOSO,520810,Antimônio,GO,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
FORMOSO DO ARAGUAIA,170820,Antimônio,TO,12,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18
FORTALEZA,230440,Antimônio,CE,16,2,0,14,0,0,0,0,0,4,3,4,4,0,20,0,7,36,5,13,10,599,101,806
FORTALEZA DE MINAS,312630,Antimônio,MG,24,14,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3
FORTALEZA DOS VALOS,430845,Antimônio,RS,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
FOZ DO IGUACU,410830,Antimônio,PR,56,0,30,24,2,0,2,0.03571428571428571,0,0,0,0,0,0,0,0,0,0,0,1,1,70,10,82
FOZ DO JORDAO,410845,Antimônio,PR,28,0,16,10,2,0,2,0.07142857142857142,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
FRANCA,351620,Antimônio,SP,18,2,6,10,0,0,0,0,0,0,5,1,0,0,8,1,0,0,0,4,15,130,12,176
FRANCISCO ALVES,410832,Antimônio,PR,58,0,30,26,2,0,2,0.034482758620689655,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
FRANCISCO BELTRAO,410840,Antimônio,PR,56,0,25,31,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2,2,52,6,65
FRANCISCO DUMONT,312660,Antimônio,MG,20,4,4,8,4,0,4,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
FRANCISCOPOLIS,312675,Antimônio,MG,15,10,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FREDERICO WESTPHALEN,430850,Antimônio,RS,12,1,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36,5,42
FREI GASPAR,312680,Antimônio,MG,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
FUNDAO,320220,Antimônio,ES,12,0,0,11,1,0,1,0.08333333333333333,0,0,0,0,0,0,0,0,0,1,0,1,0,15,1,18
FUNILANDIA,312720,Antimônio,MG,13,8,0,2,3,0,3,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
GABRIEL MONTEIRO,351650,Antimônio,SP,21,10,3,6,2,0,2,0.18181818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
GALIA,351660,Antimônio,SP,3,3,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
GALVAO,420560,Antimônio,SC,33,2,4,25,2,0,2,0.06451612903225806,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
GAMA,530010,Antimônio,DF,48,0,11,32,4,1,5,0.10416666666666667,0.020833333333333332,9,3,3,0,0,2,0,4,20,3,4,11,263,144,466
GAMELEIRA DE GOIAS,520815,Antimônio,GO,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
GANDU,291120,Antimônio,BA,13,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,7
GARARU,280240,Antimônio,SE,17,8,0,8,1,0,1,0.1111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GARIBALDI,430860,Antimônio,RS,169,0,161,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,4,68
GAROPABA,420570,Antimônio,SC,110,0,25,81,3,1,4,0.03636363636363636,0.00909090909090909,0,0,0,0,0,0,0,0,0,0,0,0,10,1,11
GASTAO VIDIGAL,351680,Antimônio,SP,24,8,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
GAURAMA,430870,Antimônio,RS,21,0,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,8
GAVIAO,291125,Antimônio,BA,10,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GENERAL CAMARA,430880,Antimônio,RS,38,0,32,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,3
GENERAL CARNEIRO,410850,Antimônio,PR,53,0,26,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
GENERAL SALGADO,351690,Antimônio,SP,68,10,42,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,6
GENTIO DO OURO,291130,Antimônio,BA,10,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2
GETULIO VARGAS,430890,Antimônio,RS,44,1,39,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,14
GIRUA,430900,Antimônio,RS,73,5,67,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,2,10
GLAUCILANDIA,312735,Antimônio,MG,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLICERIO,351710,Antimônio,SP,64,3,21,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
GLORIA,291140,Antimônio,BA,14,14,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
GLORINHA,430905,Antimônio,RS,20,2,13,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12,1,15
GODOY MOREIRA,410855,Antimônio,PR,27,0,14,12,1,0,1,0.037037037037037035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOIANAPOLIS,520840,Antimônio,GO,14,7,3,0,4,0,4,0.5714285714285714,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,4
GOIANESIA,520860,Antimônio,GO,23,7,11,1,4,0,4,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,44,5,49
GOIANIA,520870,Antimônio,GO,63,32,8,6,17,0,17,0.5483870967741935,0,6,2,4,5,0,7,0,11,33,22,11,18,697,64,880
GOIAS,520890,Antimônio,GO,47,10,10,13,14,0,14,0.3783783783783784,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
GOIATINS,170900,Antimônio,TO,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
GOIATUBA,520910,Antimônio,GO,78,16,33,6,22,1,23,0.3709677419354839,0.016129032258064516,0,0,0,0,0,0,0,0,0,0,0,0,13,1,14
GOIOERE,410860,Antimônio,PR,36,1,19,14,2,0,2,0.05714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,12
GOIOXIM,410865,Antimônio,PR,18,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GONCALVES,312740,Antimônio,MG,12,6,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2
GONGOGI,291150,Antimônio,BA,12,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOUVEIA,312760,Antimônio,MG,14,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8
GOUVELANDIA,520915,Antimônio,GO,7,3,0,3,1,0,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
GRAMADO,430910,Antimônio,RS,70,0,62,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,8
GRANDES RIOS,410870,Antimônio,PR,49,5,30,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
GRAO MOGOL,312780,Antimônio,MG,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6
GRAVATAI,430920,Antimônio,RS,20,5,12,3,0,0,0,0,0,0,2,4,0,0,3,0,1,1,1,7,8,220,28,275
GRUPIARA,312790,Antimônio,MG,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUAIBA,430930,Antimônio,RS,34,6,21,7,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,47,4,54
GUAIRA,410880,Antimônio,PR,92,0,46,46,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,11,1,16
GUAIRACA,410890,Antimônio,PR,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
GUAJERU,291165,Antimônio,BA,5,5,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
GUAMIRANGA,410895,Antimônio,PR,41,0,24,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
GUAPIARA,351760,Antimônio,SP,101,48,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8
GUAPIRAMA,410900,Antimônio,PR,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
GUAPO,520920,Antimônio,GO,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,2,9
GUAPORE,430940,Antimônio,RS,20,0,17,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,4,58,0,67
GUAPOREMA,410910,Antimônio,PR,22,6,11,3,2,0,2,125,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
GUARACI,410920,Antimônio,PR,40,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
GUARACIABA,312820,Antimônio,MG,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUARACIABA,420640,Antimônio,SC,55,3,18,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
GUARAI,170930,Antimônio,TO,8,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,1,13
GUARAITA,520929,Antimônio,GO,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
GUARANESIA,312830,Antimônio,MG,36,28,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,20
GUARANI D'OESTE,351800,Antimônio,SP,21,7,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUARANI DAS MISSOES,430950,Antimônio,RS,49,1,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,9
GUARANI DE GOIAS,520940,Antimônio,GO,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
GUARANIACU,410930,Antimônio,PR,63,0,36,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
GUARAPARI,320240,Antimônio,ES,12,0,4,6,2,0,2,0.16666666666666666,0,0,0,1,0,0,0,0,0,1,0,0,0,41,6,49
GUARAPUAVA,410940,Antimônio,PR,135,0,85,50,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,130,10,144
GUARAQUECABA,410950,Antimônio,PR,24,0,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUARAREMA,351830,Antimônio,SP,56,8,31,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,20,3,25
GUARATINGA,291180,Antimônio,BA,5,5,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUARATUBA,410960,Antimônio,PR,38,2,26,0,10,0,10,0.2777777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,14
GUARDA-MOR,312860,Antimônio,MG,8,8,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
GUARIBA,351860,Antimônio,SP,16,2,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,4,56
GUARUJA,351870,Antimônio,SP,28,3,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,10,194
GUARUJA DO SUL,420660,Antimônio,SC,46,2,10,33,1,0,1,0.022727272727272728,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
GUARULHOS,351880,Antimônio,SP,38,15,15,8,0,0,0,0,0,0,7,9,0,0,30,2,2,10,8,23,56,682,96,925
GUATAMBU,420665,Antimônio,SC,48,2,14,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14
GUAXUPE,312870,Antimônio,MG,11,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,2,18,13,40
GUIA LOPES DA LAGUNA,500410,Antimônio,MS,15,0,14,0,1,0,1,0.06666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,11
GUIDOVAL,312880,Antimônio,MG,4,4,0,0,0,0,0,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,2,1,4
GUIRICEMA,312900,Antimônio,MG,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
GURINHATA,312910,Antimônio,MG,16,9,0,0,6,1,7,1,0.14285714285714285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GURUPI,170950,Antimônio,TO,8,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,57,5,66
GUZOLANDIA,351890,Antimônio,SP,18,1,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
HEITORAI,520960,Antimônio,GO,6,3,1,1,1,0,1,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HELIODORA,312920,Antimônio,MG,12,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HERVAL,430710,Antimônio,RS,8,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
HERVEIRAS,430957,Antimônio,RS,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIDROLANDIA,520970,Antimônio,GO,123,10,38,15,59,1,60,0.5309734513274337,0.008849557522123894,0,0,0,2,0,0,0,0,0,1,0,0,14,2,19
HONORIO SERPA,410965,Antimônio,PR,29,0,20,3,6,0,6,0.20689655172413793,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
HORIZONTINA,430960,Antimônio,RS,19,3,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,17
HORTOLANDIA,351907,Antimônio,SP,11,6,3,2,0,0,0,0,0,0,0,0,0,0,2,0,0,9,2,0,2,210,18,243
HUMAITA,430970,Antimônio,RS,43,7,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
IACRI,351920,Antimônio,SP,22,7,4,10,1,0,1,0.06666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8
IACU,291190,Antimônio,BA,19,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
IARAS,351925,Antimônio,SP,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
IBAITI,410970,Antimônio,PR,104,0,56,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9
IBATIBA,320245,Antimônio,ES,19,7,0,10,2,0,2,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,8
IBEMA,410975,Antimônio,PR,20,2,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
IBIACA,430980,Antimônio,RS,38,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
IBIAI,312960,Antimônio,MG,22,20,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
IBIAM,420675,Antimônio,SC,16,1,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
IBIASSUCE,291200,Antimônio,BA,3,3,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
IBICARE,420680,Antimônio,SC,23,2,2,18,1,0,1,0.047619047619047616,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
IBICOARA,291220,Antimônio,BA,8,4,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,6
IBICUI,291230,Antimônio,BA,11,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBIPEBA,291240,Antimônio,BA,6,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
IBIRA,351940,Antimônio,SP,47,13,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
IBIRACATU,312965,Antimônio,MG,13,2,1,3,7,0,7,0.6363636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBIRACI,312970,Antimônio,MG,14,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
IBIRAIARAS,430990,Antimônio,RS,49,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
IBIRAMA,420690,Antimônio,SC,23,1,2,19,1,0,1,0.045454545454545456,0,0,0,0,0,0,0,0,0,0,0,0,1,22,0,23
IBIRAPITANGA,291270,Antimônio,BA,6,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2
IBIRAPUA,291280,Antimônio,BA,5,5,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
IBIRATAIA,291290,Antimônio,BA,14,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
IBIRITE,312980,Antimônio,MG,23,23,0,0,0,0,0,NA,NA,0,0,0,1,0,1,0,0,1,0,0,1,116,6,126
IBIRUBA,431000,Antimônio,RS,45,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,1,40
IBITIARA,291300,Antimônio,BA,9,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
IBITITA,291310,Antimônio,BA,5,5,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBITIURA DE MINAS,312990,Antimônio,MG,16,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBIUNA,351970,Antimônio,SP,18,10,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,17,2,22
IBOTIRAMA,291320,Antimônio,BA,10,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
ICARAI DE MINAS,313005,Antimônio,MG,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ICARAIMA,410990,Antimônio,PR,57,0,28,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
ICEM,351980,Antimônio,SP,20,1,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
IGARAPAVA,352010,Antimônio,SP,64,1,14,42,7,0,7,0.1111111111111111,0,0,0,0,0,0,1,0,0,0,0,0,0,8,2,11
IGARAPE,313010,Antimônio,MG,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,85,4,90
IGARATA,352020,Antimônio,SP,23,4,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
IGARATINGA,313020,Antimônio,MG,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
IGRAPIUNA,291345,Antimônio,BA,11,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2
IGREJINHA,431010,Antimônio,RS,107,8,97,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,4,7,14
IGUAI,291350,Antimônio,BA,4,4,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
IGUAPE,352030,Antimônio,SP,27,13,3,10,1,0,1,0.07142857142857142,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
IGUATEMI,500430,Antimônio,MS,15,1,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
IGUATU,411005,Antimônio,PR,19,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IJUI,431020,Antimônio,RS,12,1,7,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,8,45,10,66
ILHA COMPRIDA,352042,Antimônio,SP,24,8,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ILHA DAS FLORES,280270,Antimônio,SE,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ILHABELA,352040,Antimônio,SP,40,14,7,17,2,0,2,0.07692307692307693,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
ILHEUS,291360,Antimônio,BA,46,26,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,51,8,60
ILICINEA,313050,Antimônio,MG,15,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
ILOPOLIS,431030,Antimônio,RS,25,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMBAU,411007,Antimônio,PR,43,0,26,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,5
IMBE,431033,Antimônio,RS,18,1,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,8
IMBE DE MINAS,313055,Antimônio,MG,2,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
