municipio,codigo_ibge,parâmetro,uf,Total de testes substâncias em geral para cada linha - incluindo MENOR_LQ,Total de inconsistentes,Total de Consistentes não detectados,Total de parâmetros com MENOR_LQ,Total de Consistentes detectados Abaixo do VMP,Total de Consistentes detectados Acima do VMP,Total_Detectados,prop1,prop2,cnae_729404,cnae_729405,cnae_1510600,cnae_1610205,cnae_2019399,cnae_2071100,cnae_2093200,cnae_2412100,cnae_2423702,cnae_2449199,cnae_2539002
LAVRAS DO SUL,431150,Cromo,RS,29,5,22,1,1,0,1,0.041666666666666664,0,0,0,0,0,0,0,0,0,0,0,0
LAVRINHAS,352660,Cromo,SP,21,3,7,9,2,0,2,0.1111111111111111,0,0,0,0,0,1,0,0,0,0,0,0
LEANDRO FERREIRA,313830,Cromo,MG,3,1,0,1,1,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0
LEBON REGIS,420970,Cromo,SC,61,1,3,29,28,0,28,0.4666666666666667,0,0,0,0,0,0,0,0,0,0,0,0
LENCOIS,291930,Cromo,BA,25,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LEOBERTO LEAL,420980,Cromo,SC,28,0,2,22,4,0,4,0.14285714285714285,0,0,0,0,0,0,0,0,0,0,0,0
LEOPOLDO DE BULHOES,521230,Cromo,GO,28,6,12,8,2,0,2,0.09090909090909091,0,0,0,1,0,0,0,1,0,0,0,0
LEOPOLIS,411340,Cromo,PR,25,1,18,5,1,0,1,0.041666666666666664,0,0,0,0,0,0,0,0,0,0,0,0
LIBERATO SALZANO,431160,Cromo,RS,42,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LICINIO DE ALMEIDA,291940,Cromo,BA,6,6,0,0,0,0,0,NA,NA,0,0,0,0,0,2,0,1,0,0,0
LIDIANOPOLIS,411342,Cromo,PR,36,0,21,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIMEIRA DO OESTE,313862,Cromo,MG,12,2,0,2,8,0,8,0.8,0,0,0,0,0,0,0,0,0,0,0,0
LINDOESTE,411345,Cromo,PR,19,0,8,10,1,0,1,0.05263157894736842,0,0,0,1,0,0,0,0,0,0,0,0
LINDOIA DO SUL,420985,Cromo,SC,43,3,0,27,13,0,13,0.325,0,0,0,0,0,0,0,0,0,0,0,0
LINHA NOVA,431164,Cromo,RS,10,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINS,352710,Cromo,SP,110,1,5,50,54,0,54,0.4954128440366973,0,0,0,6,0,0,1,0,0,0,0,0
LIVRAMENTO DE NOSSA SENHORA,291950,Cromo,BA,11,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIZARDA,171240,Cromo,TO,2,0,0,1,1,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0
LOANDA,411350,Cromo,PR,26,0,15,10,1,0,1,0.038461538461538464,0,0,0,1,0,0,0,1,0,0,7,14
LONDRINA,411370,Cromo,PR,307,0,146,161,0,0,0,0,0,0,0,10,0,1,29,3,1,0,0,21
LONTRA,313865,Cromo,MG,6,6,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
LORENA,352720,Cromo,SP,95,9,37,49,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,1
LOURDES,352725,Cromo,SP,15,6,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LUCELIA,352740,Cromo,SP,43,16,0,1,26,0,26,0.9629629629629629,0,0,0,0,0,0,0,0,0,0,0,0
LUCIANOPOLIS,352750,Cromo,SP,24,0,0,10,14,0,14,0.5833333333333334,0,0,0,0,0,0,0,0,0,0,0,0
LUIS EDUARDO MAGALHAES,291955,Cromo,BA,39,9,5,25,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0
LUISLANDIA,313868,Cromo,MG,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
LUIZ ALVES,421000,Cromo,SC,19,0,1,14,4,0,4,0.21052631578947367,0,0,0,2,0,0,0,1,0,0,0,3
LUIZIANA,411373,Cromo,PR,20,0,10,9,1,0,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0
LUIZIANIA,352770,Cromo,SP,24,10,4,8,2,0,2,0.14285714285714285,0,0,0,0,0,0,0,0,0,0,0,0
LUNARDELLI,411375,Cromo,PR,41,1,22,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LUPERCIO,352780,Cromo,SP,17,1,0,8,8,0,8,0.5,0,0,0,0,0,0,1,0,0,0,0,0
LUPIONOPOLIS,411380,Cromo,PR,20,0,9,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
LUTECIA,352790,Cromo,SP,11,3,4,3,1,0,1,0.125,0,0,0,0,0,0,0,0,0,0,0,0
LUZ,313880,Cromo,MG,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LUZIANIA,521250,Cromo,GO,60,23,11,25,1,0,1,0.02702702702702703,0,0,0,9,0,1,4,1,0,0,3,0
MACAE,330240,Cromo,RJ,10,1,0,9,0,0,0,0,0,0,0,1,0,0,2,3,0,0,0,19
MACAMBARA,431171,Cromo,RS,14,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACAUBAS,291980,Cromo,BA,5,5,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,1
MACEDONIA,352820,Cromo,SP,24,5,0,2,17,0,17,0.8947368421052632,0,0,0,0,0,0,0,0,0,0,0,0
MACHACALIS,313890,Cromo,MG,4,4,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
MACHADINHO,431170,Cromo,RS,64,3,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACIEIRA,421005,Cromo,SC,18,4,3,7,4,0,4,0.2857142857142857,0,0,0,0,0,0,0,0,0,0,0,0
MACUCO,330245,Cromo,RJ,2,0,0,1,1,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0
MADRE DE DEUS DE MINAS,313910,Cromo,MG,16,16,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
MAETINGA,291995,Cromo,BA,4,4,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
MAFRA,421010,Cromo,SC,38,0,1,29,8,0,8,0.21052631578947367,0,0,0,4,0,0,3,0,0,0,0,1
MAGDA,352830,Cromo,SP,24,12,1,0,10,1,11,0.9166666666666666,0.08333333333333333,0,0,0,0,0,0,0,0,0,0,0
MAGE,330250,Cromo,RJ,8,0,0,3,5,0,5,0.625,0,0,0,0,0,0,3,0,0,0,1,2
MAIQUINIQUE,292000,Cromo,BA,5,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MAIRI,292010,Cromo,BA,3,3,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
MAIRIPORA,352850,Cromo,SP,96,34,20,35,7,0,7,0.11290322580645161,0,0,0,0,0,0,3,5,0,0,0,7
MAIRIPOTABA,521260,Cromo,GO,24,0,12,10,2,0,2,0.08333333333333333,0,0,0,0,0,0,0,0,0,0,0,0
MAJOR GERCINO,421020,Cromo,SC,26,0,0,24,2,0,2,0.07692307692307693,0,0,0,0,0,0,0,0,0,0,0,0
MAJOR VIEIRA,421030,Cromo,SC,26,0,0,21,5,0,5,0.19230769230769232,0,0,0,0,0,0,0,0,0,0,0,0
MALHADA,292020,Cromo,BA,14,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALHADA DE PEDRAS,292030,Cromo,BA,3,3,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
MALLET,411390,Cromo,PR,75,9,43,2,21,0,21,0.3181818181818182,0,0,0,1,0,0,0,0,0,0,0,0
MAMBAI,521270,Cromo,GO,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
MAMBORE,411400,Cromo,PR,32,1,19,11,1,0,1,0.03225806451612903,0,0,0,0,0,0,0,0,0,0,1,0
MANDAGUACU,411410,Cromo,PR,41,1,16,24,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0
MANDAGUARI,411420,Cromo,PR,25,0,15,10,0,0,0,0,0,0,0,0,0,0,1,2,1,0,3,0
MANDIRITUBA,411430,Cromo,PR,63,8,36,12,7,0,7,0.12727272727272726,0,0,0,1,1,0,4,0,0,0,0,2
MANFRINOPOLIS,411435,Cromo,PR,20,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MANGA,313930,Cromo,MG,21,19,0,0,2,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0
MANGUEIRINHA,411440,Cromo,PR,68,19,36,0,13,0,13,0.2653061224489796,0,0,0,0,1,0,0,0,0,0,0,0
MANOEL RIBAS,411450,Cromo,PR,17,0,10,4,3,0,3,0.17647058823529413,0,0,0,0,0,0,0,0,0,0,0,0
MANOEL VIANA,431175,Cromo,RS,24,0,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MANOEL VITORINO,292040,Cromo,BA,15,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MANSIDAO,292045,Cromo,BA,13,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARA ROSA,521280,Cromo,GO,3,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MARABA PAULISTA,352870,Cromo,SP,19,9,0,1,9,0,9,0.9,0,0,0,0,0,0,0,0,0,0,0,0
MARACAI,352880,Cromo,SP,34,10,3,15,6,0,6,0.25,0,0,0,1,0,0,0,0,0,0,0,0
MARACAJU,500540,Cromo,MS,49,12,13,24,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0
MARACAS,292050,Cromo,BA,46,12,0,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MARAGOGIPE,292060,Cromo,BA,31,14,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARANGUAPE,230770,Cromo,CE,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,2,0,0,0,0,0
MARAU,292070,Cromo,BA,12,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARAU,431180,Cromo,RS,32,2,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
MARAVILHA,421050,Cromo,SC,20,0,0,14,6,0,6,0.3,0,0,0,1,0,0,0,0,0,0,0,0
MARAVILHAS,313970,Cromo,MG,4,0,0,3,1,0,1,0.25,0,0,0,0,0,0,0,0,0,0,0,1
MARCELINO RAMOS,431190,Cromo,RS,33,2,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARCIONILIO SOUZA,292080,Cromo,BA,30,12,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARECHAL DEODORO,270470,Cromo,AL,60,30,0,30,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0
MARECHAL FLORIANO,320334,Cromo,ES,12,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAREMA,421055,Cromo,SC,21,1,4,14,2,0,2,0.1,0,0,0,0,0,0,0,0,0,0,0,0
MARIA HELENA,411470,Cromo,PR,38,0,18,19,1,0,1,0.02631578947368421,0,0,0,0,0,0,0,0,0,0,0,0
MARIANA PIMENTEL,431198,Cromo,RS,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARIANO MORO,431200,Cromo,RS,36,1,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARIANOPOLIS DO TOCANTINS,171250,Cromo,TO,5,0,0,3,2,0,2,0.4,0,0,0,0,0,0,0,0,0,0,0,0
MARIAPOLIS,352890,Cromo,SP,44,18,0,0,25,1,26,1,0.038461538461538464,0,0,0,0,0,0,0,0,0,0,0
MARICA,330270,Cromo,RJ,4,0,0,2,2,0,2,0.5,0,0,1,0,0,0,0,1,0,0,0,1
MARILANDIA DO SUL,411490,Cromo,PR,42,0,30,12,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
MARILENA,411500,Cromo,PR,12,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARINGA,411520,Cromo,PR,94,0,41,51,2,0,2,0.02127659574468085,0,0,0,10,0,1,22,3,1,0,5,15
MARINOPOLIS,352910,Cromo,SP,24,7,3,1,10,3,13,0.7647058823529411,0.17647058823529413,0,0,0,0,0,0,0,0,0,0,0
MARIOPOLIS,411530,Cromo,PR,19,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARIPA,411535,Cromo,PR,57,0,30,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARMELEIRO,411540,Cromo,PR,36,0,16,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MARQUES DE SOUZA,431205,Cromo,RS,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MARQUINHO,411545,Cromo,PR,30,0,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARTINHO CAMPOS,314050,Cromo,MG,18,3,0,10,5,0,5,0.3333333333333333,0,0,0,1,0,0,0,0,0,0,0,0
MARTINS SOARES,314053,Cromo,MG,18,2,12,0,4,0,4,0.25,0,0,0,0,0,0,0,0,0,0,0,0
MASCOTE,292090,Cromo,BA,40,18,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MATA,431210,Cromo,RS,44,1,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MATA DE SAO JOAO,292100,Cromo,BA,50,34,0,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MATA VERDE,314055,Cromo,MG,4,0,0,0,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
MATEIROS,171270,Cromo,TO,6,0,0,0,6,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0
MATELANDIA,411560,Cromo,PR,49,14,30,1,4,0,4,0.11428571428571428,0,1,0,0,0,0,0,0,0,0,0,0
MATERLANDIA,314060,Cromo,MG,9,9,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
MATHIAS LOBATO,317150,Cromo,MG,22,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MATIAS CARDOSO,314085,Cromo,MG,45,31,0,1,13,0,13,0.9285714285714286,0,0,0,0,0,0,0,0,0,0,0,0
MATINHOS,411570,Cromo,PR,20,0,16,2,2,0,2,0.1,0,0,0,0,0,0,0,1,0,0,0,1
MATIPO,314090,Cromo,MG,17,0,14,0,3,0,3,0.17647058823529413,0,0,0,0,0,0,0,0,0,0,0,0
MATO RICO,411573,Cromo,PR,18,0,10,7,1,0,1,0.05555555555555555,0,0,0,0,0,0,0,0,0,0,0,0
MATO VERDE,314100,Cromo,MG,11,9,0,0,2,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0
MATOS COSTA,421070,Cromo,SC,18,0,4,12,2,0,2,0.1111111111111111,0,0,0,0,0,0,0,0,0,0,0,0
MATOZINHOS,314110,Cromo,MG,9,4,0,1,4,0,4,0.8,0,0,0,0,0,2,2,0,1,0,3,10
MATUTINA,314120,Cromo,MG,12,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAUA DA SERRA,411575,Cromo,PR,17,0,10,6,1,0,1,0.058823529411764705,0,0,0,0,1,0,1,0,0,0,0,0
MAURILANDIA,521300,Cromo,GO,8,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MAXIMILIANO DE ALMEIDA,431220,Cromo,RS,50,2,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEDEIROS,314130,Cromo,MG,6,0,0,2,4,0,4,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0
MEDEIROS NETO,292110,Cromo,BA,12,12,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
MEDIANEIRA,411580,Cromo,PR,36,0,16,0,20,0,20,0.5555555555555556,0,0,0,0,0,0,2,0,0,0,0,0
MEDINA,314140,Cromo,MG,8,6,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
MERCES,314160,Cromo,MG,3,3,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,1,0,0,0
MERIDIANO,352960,Cromo,SP,46,11,0,2,33,0,33,0.9428571428571428,0,0,0,0,0,0,0,0,0,0,0,0
MESOPOLIS,352965,Cromo,SP,22,5,0,2,15,0,15,0.8823529411764706,0,0,0,0,0,0,0,0,0,0,0,0
MIGUEL CALMON,292120,Cromo,BA,6,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIGUEL PEREIRA,330290,Cromo,RJ,2,0,0,1,1,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,1
MIGUELOPOLIS,352970,Cromo,SP,33,0,16,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MIMOSO DE GOIAS,521305,Cromo,GO,10,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINACU,521308,Cromo,GO,1,1,0,0,0,0,0,NA,NA,0,2,0,0,0,0,0,1,0,0,0
MINAS DO LEAO,431225,Cromo,RS,28,0,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINAS NOVAS,314180,Cromo,MG,13,13,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,1
MINDURI,314190,Cromo,MG,6,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIRA ESTRELA,353000,Cromo,SP,26,5,0,1,18,2,20,0.9523809523809523,0.09523809523809523,0,0,0,0,0,0,0,0,0,0,0
MIRABELA,314200,Cromo,MG,7,5,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
MIRACATU,352990,Cromo,SP,100,41,17,29,13,0,13,0.22033898305084745,0,0,0,0,0,0,0,0,0,0,0,0
MIRADOR,411590,Cromo,PR,15,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIRAGUAI,431230,Cromo,RS,85,0,79,3,3,0,3,0.03529411764705882,0,0,0,0,0,0,0,0,0,0,0,0
MIRAI,314220,Cromo,MG,12,0,1,2,9,0,9,0.75,0,0,0,0,0,0,0,1,0,0,0,0
MIRANDA,500560,Cromo,MS,4,4,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
MIRANGABA,292140,Cromo,BA,5,5,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
MIRANTE,292145,Cromo,BA,8,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIRANTE DO PARANAPANEMA,353020,Cromo,SP,83,33,0,14,36,0,36,0.72,0,0,0,0,0,0,0,0,0,0,0,0
MIRAVANIA,314225,Cromo,MG,5,5,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
MIRIM DOCE,421085,Cromo,SC,34,0,1,24,9,0,9,0.2647058823529412,0,0,0,0,0,0,0,0,0,0,0,0
MISSAL,411605,Cromo,PR,17,3,4,9,1,0,1,0.07142857142857142,0,0,0,0,0,0,0,0,0,0,1,0
MOCOCA,353050,Cromo,SP,82,9,23,50,0,0,0,0,0,0,0,7,0,0,6,1,0,0,0,1
MODELO,421090,Cromo,SC,75,11,14,29,21,0,21,0.328125,0,0,0,0,0,0,0,0,0,0,0,0
MOEDA,314230,Cromo,MG,26,8,0,14,4,0,4,0.2222222222222222,0,0,0,0,0,0,0,0,0,0,0,0
MOMBACA,230850,Cromo,CE,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
MOMBUCA,353090,Cromo,SP,13,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MONCOES,353100,Cromo,SP,21,5,0,12,4,0,4,0.25,0,0,0,0,0,0,0,0,0,0,0,0
MONDAI,421100,Cromo,SC,47,7,8,24,8,0,8,0.2,0,0,0,0,0,0,0,0,0,0,0,0
MONGAGUA,353110,Cromo,SP,21,1,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONSENHOR PAULO,314260,Cromo,MG,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,4,0
MONSENHOR TABOSA,230860,Cromo,CE,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONTALVANIA,314270,Cromo,MG,67,61,0,0,6,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0
MONTE ALEGRE DE GOIAS,521350,Cromo,GO,20,4,11,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MONTE ALTO,353130,Cromo,SP,60,1,0,26,33,0,33,0.559322033898305,0,0,0,2,0,0,0,0,1,0,1,1
MONTE APRAZIVEL,353140,Cromo,SP,71,0,3,34,34,0,34,0.4788732394366197,0,0,0,7,0,0,0,0,0,0,0,0
MONTE AZUL,314290,Cromo,MG,15,7,0,2,6,0,6,0.75,0,0,0,0,0,0,1,0,0,0,0,0
MONTE BELO,314300,Cromo,MG,8,8,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
MONTE CASTELO,421110,Cromo,SC,37,0,6,24,7,0,7,0.1891891891891892,0,0,0,0,0,0,0,0,0,0,0,0
MONTE DO CARMO,171360,Cromo,TO,2,0,0,1,1,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0
MONTE FORMOSO,314315,Cromo,MG,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
MONTE MOR,353180,Cromo,SP,109,34,23,48,4,0,4,0.05333333333333334,0,0,0,1,0,0,4,3,0,0,0,5
MONTE SANTO DE MINAS,314320,Cromo,MG,30,21,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
MONTE SANTO DO TOCANTINS,171370,Cromo,TO,3,0,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
MONTE SIAO,314340,Cromo,MG,22,6,0,11,5,0,5,0.3125,0,0,0,1,0,0,0,0,0,0,0,0
MONTEIRO LOBATO,353170,Cromo,SP,80,22,35,22,1,0,1,0.017241379310344827,0,0,0,0,0,0,0,0,0,0,0,0
MONTENEGRO,431240,Cromo,RS,50,14,27,8,1,0,1,0.027777777777777776,0,0,0,10,0,0,0,3,1,0,0,0
MONTES CLAROS,314330,Cromo,MG,40,16,4,13,7,0,7,0.2916666666666667,0,1,0,6,0,0,3,1,1,1,0,2
MONTES CLAROS DE GOIAS,521370,Cromo,GO,2,0,1,0,1,0,1,0.5,0,1,0,0,0,0,0,0,0,0,0,0
MONTEZUMA,314345,Cromo,MG,14,8,0,1,5,0,5,0.8333333333333334,0,0,0,0,0,0,0,0,0,0,0,0
MONTIVIDIU,521375,Cromo,GO,18,7,6,4,1,0,1,0.09090909090909091,0,0,0,0,0,0,0,0,0,0,0,0
MORADA NOVA DE MINAS,314350,Cromo,MG,12,7,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOREIRA SALES,411610,Cromo,PR,38,0,17,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MORPARA,292160,Cromo,BA,13,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MORRETES,411620,Cromo,PR,45,3,24,0,18,0,18,0.42857142857142855,0,0,0,0,0,0,0,0,0,0,0,0
MORRINHOS,521380,Cromo,GO,46,5,24,12,5,0,5,0.12195121951219512,0,0,0,3,0,0,0,1,0,0,0,0
MORRO DA GARCA,314360,Cromo,MG,15,7,0,7,0,1,1,0.125,0.125,0,0,0,0,0,0,0,0,0,0,0
MORRO DO CHAPEU,292170,Cromo,BA,29,20,0,9,0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0
MORRO REDONDO,431245,Cromo,RS,21,0,17,3,1,0,1,0.047619047619047616,0,0,0,4,0,0,0,0,0,0,0,0
MORRO REUTER,431247,Cromo,RS,31,9,6,11,5,0,5,0.22727272727272727,0,0,0,2,0,0,0,1,0,0,0,0
MORTUGABA,292180,Cromo,BA,4,4,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
MORUNGABA,353200,Cromo,SP,20,4,5,8,3,0,3,0.1875,0,0,0,2,0,1,0,2,0,0,0,0
MOSTARDAS,431250,Cromo,RS,15,3,10,0,2,0,2,0.16666666666666666,0,0,0,0,1,0,0,0,0,0,0,0
MOZARLANDIA,521400,Cromo,GO,32,5,10,12,5,0,5,0.18518518518518517,0,0,0,0,0,0,0,0,0,0,0,0
MUCURI,292200,Cromo,BA,15,15,0,0,0,0,0,NA,NA,0,0,0,0,2,0,0,0,0,0,0
MUITOS CAPOES,431261,Cromo,RS,59,0,52,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MULUNGU,230910,Cromo,CE,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
MULUNGU DO MORRO,292205,Cromo,BA,7,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUNDO NOVO,292210,Cromo,BA,4,4,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
MUNDO NOVO,500568,Cromo,MS,10,8,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
MUNDO NOVO,521405,Cromo,GO,2,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
MUNHOZ,314380,Cromo,MG,14,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUNIZ FERREIRA,292220,Cromo,BA,15,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUQUEM DE SAO FRANCISCO,292225,Cromo,BA,13,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUQUI,320380,Cromo,ES,30,0,0,26,4,0,4,0.13333333333333333,0,0,0,0,0,0,0,0,0,0,0,0
MURIBECA,280430,Cromo,SE,2,0,0,1,0,1,1,0.5,0.5,0,0,1,0,0,0,0,0,0,0,0
MURICILANDIA,171395,Cromo,TO,11,0,0,7,4,0,4,0.36363636363636365,0,0,0,0,0,0,0,0,0,0,0,0
MURITIBA,292230,Cromo,BA,16,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUZAMBINHO,314410,Cromo,MG,16,10,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
NACIP RAYDAN,314420,Cromo,MG,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
NANUQUE,314430,Cromo,MG,6,5,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0
NAO-ME-TOQUE,431265,Cromo,RS,37,0,22,10,5,0,5,0.13513513513513514,0,0,0,0,0,0,2,0,0,0,0,1
NARANDIBA,353220,Cromo,SP,23,6,1,4,12,0,12,0.7058823529411765,0,0,0,0,0,0,0,0,0,0,0,0
NATIVIDADE,171420,Cromo,TO,18,1,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NATIVIDADE,330310,Cromo,RJ,2,0,0,1,1,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0
NAVIRAI,500570,Cromo,MS,45,32,0,13,0,0,0,0,0,0,0,5,0,0,1,0,1,0,0,0
NAZARE,171430,Cromo,TO,69,17,17,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAZARE,292250,Cromo,BA,14,6,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NAZARE PAULISTA,353240,Cromo,SP,39,24,6,7,2,0,2,0.13333333333333333,0,0,0,0,0,0,0,0,0,0,0,0
