municipio,codigo_ibge,parâmetro,uf,Total de testes substâncias em geral para cada linha - incluindo MENOR_LQ,Total de inconsistentes,Total de Consistentes não detectados,Total de parâmetros com MENOR_LQ,Total de Consistentes detectados Abaixo do VMP,Total de Consistentes detectados Acima do VMP,Total_Detectados,prop1,prop2,cnae_729403,cnae_1043100,cnae_2019399,cnae_2093200,cnae_2094100,cnae_2423702,cnae_2449199,cnae_2452100,cnae_2539001,cnae_2539002,cnae_2721000,cnae_2722801,cnae_2722802,cnae_3211603,cnae_3250706,cnae_3313902
FEIRA DE SANTANA,291080,Níquel,BA,10,4,0,6,0,0,0,0,0,0,0,2,5,0,0,3,7,164,5,1,0,0,0,15,1
FELISBURGO,312560,Níquel,MG,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FELIXLANDIA,312570,Níquel,MG,41,18,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0
FELIZ,430810,Níquel,RS,393,40,334,19,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0
FENIX,410770,Níquel,PR,15,3,10,1,1,0,1,0.08333333333333333,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
FERCAL,530010,Níquel,DF,25,5,9,10,0,1,1,0.05,0.05,1,0,3,2,0,0,4,11,263,26,1,1,0,2,233,7
FERNANDES PINHEIRO,410773,Níquel,PR,40,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FERNANDES TOURINHO,312580,Níquel,MG,2,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FERNANDO PRESTES,351560,Níquel,SP,39,1,18,18,2,0,2,0.05263157894736842,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
FERNANDOPOLIS,351550,Níquel,SP,42,10,16,14,2,0,2,0.0625,0,0,0,0,1,0,0,0,0,38,1,0,0,0,0,4,0
FERNAO,351565,Níquel,SP,19,3,0,15,1,0,1,0.0625,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
FIGUEIRA,410775,Níquel,PR,36,0,15,21,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0
FIGUEIRAO,500390,Níquel,MS,9,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
FIGUEIROPOLIS,170765,Níquel,TO,25,0,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FILADELFIA,170770,Níquel,TO,50,0,7,35,8,0,8,0.16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FIRMINO ALVES,291090,Níquel,BA,11,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIRMINOPOLIS,520780,Níquel,GO,29,3,11,3,12,0,12,0.46153846153846156,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0
FLOR DA SERRA DO SUL,410785,Níquel,PR,42,0,23,18,1,0,1,0.023809523809523808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLORA RICA,351580,Níquel,SP,12,3,1,4,4,0,4,0.4444444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLORAI,410780,Níquel,PR,40,0,20,0,20,0,20,0.5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
FLOREAL,351590,Níquel,SP,22,6,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FLORES DA CUNHA,430820,Níquel,RS,370,0,370,0,0,0,0,0,0,0,0,1,2,0,0,1,0,66,9,0,0,0,1,2,0
FLORESTA,410790,Níquel,PR,21,0,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FLORESTA AZUL,291100,Níquel,BA,15,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLORESTAL,312600,Níquel,MG,17,9,0,0,8,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLORESTOPOLIS,410800,Níquel,PR,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,1,0
FLORIANOPOLIS,420540,Níquel,SC,110,1,20,85,4,0,4,0.03669724770642202,0,0,0,1,3,0,0,0,0,75,6,0,0,0,0,51,3
FLORIDA PAULISTA,351600,Níquel,SP,45,8,10,23,4,0,4,0.10810810810810811,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
FLORINIA,351610,Níquel,SP,14,4,4,5,1,0,1,0.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FONTOURA XAVIER,430830,Níquel,RS,41,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORMIGUEIRO,430840,Níquel,RS,36,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORMOSA,520800,Níquel,GO,58,1,23,5,29,0,29,0.5087719298245614,0,0,0,0,0,0,0,0,0,38,2,0,2,0,0,3,0
FORMOSA DO OESTE,410820,Níquel,PR,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0
FORMOSA DO RIO PRETO,291110,Níquel,BA,15,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
FORMOSA DO SUL,420543,Níquel,SC,20,0,2,16,2,0,2,0.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FORMOSO,312620,Níquel,MG,26,17,0,1,8,0,8,0.8888888888888888,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
FORMOSO,520810,Níquel,GO,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0
FORMOSO DO ARAGUAIA,170820,Níquel,TO,10,0,3,6,1,0,1,0.1,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,2,1
FORTALEZA,230440,Níquel,CE,16,2,0,14,0,0,0,0,0,0,3,3,20,0,0,13,10,599,28,7,5,2,1,105,12
FORTALEZA DE MINAS,312630,Níquel,MG,24,14,0,10,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
FORTALEZA DOS VALOS,430845,Níquel,RS,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
FOZ DO IGUACU,410830,Níquel,PR,54,0,29,21,4,0,4,0.07407407407407407,0,0,0,0,0,0,0,1,1,70,3,0,3,1,0,13,0
FOZ DO JORDAO,410845,Níquel,PR,28,0,16,10,2,0,2,0.07142857142857142,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0
FRANCA,351620,Níquel,SP,18,2,6,10,0,0,0,0,0,0,0,5,8,1,1,4,15,130,6,0,1,0,0,10,0
FRANCISCO ALVES,410832,Níquel,PR,58,0,29,26,3,0,3,0.05172413793103448,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
FRANCISCO BELTRAO,410840,Níquel,PR,56,0,26,30,0,0,0,0,0,0,0,0,0,0,0,2,2,52,4,0,5,0,0,8,0
FRANCISCO DUMONT,312660,Níquel,MG,18,2,2,7,6,1,7,0.4375,0.0625,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FRANCISCOPOLIS,312675,Níquel,MG,13,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FREDERICO WESTPHALEN,430850,Níquel,RS,15,1,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36,0,0,1,0,0,5,0
FUNILANDIA,312720,Níquel,MG,6,0,0,1,5,0,5,0.8333333333333334,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
GABRIEL MONTEIRO,351650,Níquel,SP,18,5,3,8,2,0,2,0.15384615384615385,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
GALIA,351660,Níquel,SP,20,4,0,15,1,0,1,0.0625,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
GALVAO,420560,Níquel,SC,33,2,4,26,1,0,1,0.03225806451612903,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
GAMA,530010,Níquel,DF,46,5,11,29,1,0,1,0.024390243902439025,0,1,0,3,2,0,0,4,11,263,26,1,1,0,2,233,7
GAMELEIRA DE GOIAS,520815,Níquel,GO,8,4,0,1,3,0,3,0.75,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
GANDU,291120,Níquel,BA,16,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0
GARANHUNS,260600,Níquel,PE,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,11,1,0,0,1,0,7,0
GARARU,280240,Níquel,SE,17,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GARIBALDI,430860,Níquel,RS,186,0,180,5,1,0,1,0.005376344086021506,0,0,0,0,0,0,0,0,0,64,7,0,0,0,0,0,0
GAROPABA,420570,Níquel,SC,122,0,25,87,10,0,10,0.08196721311475409,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,2,1
GASTAO VIDIGAL,351680,Níquel,SP,23,5,8,9,1,0,1,0.05555555555555555,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
GAURAMA,430870,Níquel,RS,32,1,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0
GAVIAO,291125,Níquel,BA,12,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GENERAL CAMARA,430880,Níquel,RS,48,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
GENERAL CARNEIRO,410850,Níquel,PR,53,0,26,27,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
GENERAL SALGADO,351690,Níquel,SP,68,3,40,24,1,0,1,0.015384615384615385,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0
GENTIO DO OURO,291130,Níquel,BA,11,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
GETULIO VARGAS,430890,Níquel,RS,55,2,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,1,0
GIRUA,430900,Níquel,RS,74,3,71,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0
GLICERIO,351710,Níquel,SP,64,1,19,44,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
GLORIA,291140,Níquel,BA,14,14,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
GLORINHA,430905,Níquel,RS,28,2,24,2,0,0,0,0,0,0,0,0,0,0,1,0,0,12,0,0,0,0,0,1,0
GODOY MOREIRA,410855,Níquel,PR,27,0,14,11,2,0,2,0.07407407407407407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOIANAPOLIS,520840,Níquel,GO,14,7,0,0,7,0,7,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
GOIANESIA,520860,Níquel,GO,21,3,10,2,6,0,6,0.3333333333333333,0,0,0,0,0,0,0,0,0,44,8,0,0,0,0,1,0
GOIANIA,520870,Níquel,GO,55,17,8,5,23,2,25,0.6578947368421053,0.05263157894736842,2,1,2,7,0,0,11,18,697,52,2,3,0,5,130,11
GOIAS,520890,Níquel,GO,34,2,11,4,17,0,17,0.53125,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
GOIATINS,170900,Níquel,TO,24,0,12,11,1,0,1,0.041666666666666664,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
GOIATUBA,520910,Níquel,GO,74,10,39,2,23,0,23,0.359375,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,2,0
GOIOERE,410860,Níquel,PR,36,0,19,13,4,0,4,0.1111111111111111,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,2,0
GOIOXIM,410865,Níquel,PR,18,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GONCALVES,312740,Níquel,MG,12,4,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
GONGOGI,291150,Níquel,BA,16,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOUVEIA,312760,Níquel,MG,14,14,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
GOUVELANDIA,520915,Níquel,GO,7,4,1,1,1,0,1,0.3333333333333333,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
GRAMADO,430910,Níquel,RS,74,0,74,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,1,0,0,0,0,0,0
GRANDES RIOS,410870,Níquel,PR,49,0,29,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
GRAO MOGOL,312780,Níquel,MG,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
GRAVATAI,430920,Níquel,RS,30,10,19,1,0,0,0,0,0,0,0,2,3,0,0,7,8,220,30,1,1,1,0,8,2
GRUPIARA,312790,Níquel,MG,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUAIBA,430930,Níquel,RS,44,8,33,2,1,0,1,0.027777777777777776,0,0,0,2,1,0,0,0,0,47,4,0,3,0,0,5,0
GUAIRA,410880,Níquel,PR,97,0,50,47,0,0,0,0,0,0,0,1,0,0,0,1,2,11,0,0,0,0,0,2,0
GUAIRACA,410890,Níquel,PR,20,2,4,12,2,0,2,0.1111111111111111,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
GUAJERU,291165,Níquel,BA,6,6,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GUAMIRANGA,410895,Níquel,PR,41,0,24,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
GUAPIARA,351760,Níquel,SP,159,48,0,86,24,1,25,0.22522522522522523,0.009009009009009009,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
GUAPIRAMA,410900,Níquel,PR,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
GUAPO,520920,Níquel,GO,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
GUAPORE,430940,Níquel,RS,35,0,33,2,0,0,0,0,0,0,0,0,1,0,0,4,4,58,7,0,0,0,0,3,0
GUAPOREMA,410910,Níquel,PR,19,1,11,6,1,0,1,0.05555555555555555,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
GUARACI,410920,Níquel,PR,40,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
GUARACIABA,312820,Níquel,MG,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUARACIABA,420640,Níquel,SC,55,3,17,32,3,0,3,0.057692307692307696,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
GUARAI,170930,Níquel,TO,8,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,2,0
GUARAITA,520929,Níquel,GO,3,1,1,0,1,0,1,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
GUARAMIRANGA,230510,Níquel,CE,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUARANESIA,312830,Níquel,MG,44,28,0,13,3,0,3,0.1875,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0
GUARANI D'OESTE,351800,Níquel,SP,21,7,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUARANI DAS MISSOES,430950,Níquel,RS,48,0,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
GUARANI DE GOIAS,520940,Níquel,GO,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUARANIACU,410930,Níquel,PR,66,0,36,30,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
GUARAPARI,320240,Níquel,ES,6,0,2,3,1,0,1,0.16666666666666666,0,0,0,0,0,0,0,0,0,41,1,0,0,0,1,0,0
GUARAPUAVA,410940,Níquel,PR,134,0,85,49,0,0,0,0,0,0,0,1,1,0,0,0,0,130,6,0,0,0,0,9,0
GUARAQUECABA,410950,Níquel,PR,24,0,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUARAREMA,351830,Níquel,SP,56,8,28,19,1,0,1,0.020833333333333332,0,0,0,0,0,0,0,1,1,20,0,0,0,0,0,0,0
GUARATINGA,291180,Níquel,BA,6,6,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUARATUBA,410960,Níquel,PR,38,0,25,1,12,0,12,0.3157894736842105,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,3,0
GUARDA-MOR,312860,Níquel,MG,8,0,0,0,8,0,8,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
GUAREI,351850,Níquel,SP,52,0,0,48,4,0,4,0.07692307692307693,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
GUARIBA,351860,Níquel,SP,16,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,1
GUARUJA,351870,Níquel,SP,38,2,16,18,2,0,2,0.05555555555555555,0,0,0,0,0,0,0,0,0,184,2,0,0,0,0,1,1
GUARUJA DO SUL,420660,Níquel,SC,38,0,9,25,3,1,4,0.10526315789473684,0.02631578947368421,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0
GUARULHOS,351880,Níquel,SP,38,15,9,2,12,0,12,0.5217391304347826,0,0,0,7,30,2,3,23,56,682,100,22,0,0,1,27,6
GUATAMBU,420665,Níquel,SC,48,2,10,32,4,0,4,0.08695652173913043,0,0,0,0,0,0,0,0,0,14,0,1,0,0,0,0,0
GUAXUPE,312870,Níquel,MG,9,7,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,18,0,0,0,0,0,0,0
GUIA LOPES DA LAGUNA,500410,Níquel,MS,15,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
GUIDOVAL,312880,Níquel,MG,5,5,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
GUIRICEMA,312900,Níquel,MG,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GURINHATA,312910,Níquel,MG,13,4,0,0,9,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GURUPI,170950,Níquel,TO,8,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,57,1,0,0,1,0,6,0
GUZOLANDIA,351890,Níquel,SP,18,1,10,6,1,0,1,0.058823529411764705,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
HEITORAI,520960,Níquel,GO,6,0,2,0,4,0,4,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HELIODORA,312920,Níquel,MG,6,6,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HERVAL,430710,Níquel,RS,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
HERVEIRAS,430957,Níquel,RS,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HIDROLANDIA,520970,Níquel,GO,124,7,36,13,68,0,68,0.5811965811965812,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
HONORIO SERPA,410965,Níquel,PR,29,0,20,1,8,0,8,0.27586206896551724,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HORIZONTINA,430960,Níquel,RS,26,3,18,3,2,0,2,0.08695652173913043,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,1
HORTOLANDIA,351907,Níquel,SP,18,8,2,3,5,0,5,0.5,0,0,0,0,2,0,0,0,2,210,7,0,1,0,0,5,4
HUMAITA,430970,Níquel,RS,46,8,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0
IACRI,351920,Níquel,SP,18,3,1,9,5,0,5,0.3333333333333333,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0
IACU,291190,Níquel,BA,26,11,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
IARAS,351925,Níquel,SP,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
IBAITI,410970,Níquel,PR,104,0,54,50,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0
IBATIBA,320245,Níquel,ES,10,2,0,7,1,0,1,0.125,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0
IBEMA,410975,Níquel,PR,21,2,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IBIACA,430980,Níquel,RS,39,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
IBIAI,312960,Níquel,MG,22,7,0,0,15,0,15,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IBIAM,420675,Níquel,SC,16,1,5,8,2,0,2,0.13333333333333333,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
IBIASSUCE,291200,Níquel,BA,4,4,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IBICARE,420680,Níquel,SC,23,2,2,16,3,0,3,0.14285714285714285,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
IBICOARA,291220,Níquel,BA,9,4,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0
IBICUI,291230,Níquel,BA,15,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBIPEBA,291240,Níquel,BA,7,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBIRA,351940,Níquel,SP,47,11,15,18,3,0,3,0.08333333333333333,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0
IBIRACATU,312965,Níquel,MG,12,3,0,3,6,0,6,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBIRACI,312970,Níquel,MG,12,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
IBIRAIARAS,430990,Níquel,RS,49,0,46,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
IBIRAMA,420690,Níquel,SC,19,1,2,14,2,0,2,0.1111111111111111,0,0,0,0,0,0,0,0,1,22,0,0,0,0,0,0,0
IBIRAPITANGA,291270,Níquel,BA,8,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IBIRAPUA,291280,Níquel,BA,6,6,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
IBIRATAIA,291290,Níquel,BA,18,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IBIRITE,312980,Níquel,MG,23,14,0,0,9,0,9,1,0,0,0,0,1,0,0,0,1,116,5,0,0,0,1,6,2
IBIRUBA,431000,Níquel,RS,45,1,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39,1,0,0,0,0,1,0
IBITIARA,291300,Níquel,BA,13,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBITITA,291310,Níquel,BA,6,6,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBITIURA DE MINAS,312990,Níquel,MG,14,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
IBIUNA,351970,Níquel,SP,18,9,2,6,1,0,1,0.1111111111111111,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,1,0
IBOTIRAMA,291320,Níquel,BA,12,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2,0
ICARAI DE MINAS,313005,Níquel,MG,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ICARAIMA,410990,Níquel,PR,57,5,20,28,4,0,4,0.07692307692307693,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
ICEM,351980,Níquel,SP,20,1,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0
IGARAPAVA,352010,Níquel,SP,63,0,21,36,6,0,6,0.09523809523809523,0,0,0,0,1,0,0,0,0,8,1,0,0,0,0,0,0
IGARAPE,313010,Níquel,MG,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,85,1,0,0,0,0,0,0
IGARATA,352020,Níquel,SP,23,4,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IGRAPIUNA,291345,Níquel,BA,15,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IGREJINHA,431010,Níquel,RS,113,8,105,0,0,0,0,0,0,0,0,0,1,0,0,0,2,4,0,0,0,0,0,6,0
IGUAI,291350,Níquel,BA,4,4,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
IGUAPE,352030,Níquel,SP,22,10,3,4,5,0,5,0.4166666666666667,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0
IGUATEMI,500430,Níquel,MS,15,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
IGUATU,411005,Níquel,PR,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IJUI,431020,Níquel,RS,20,3,14,2,1,0,1,0.058823529411764705,0,0,0,0,0,0,0,1,8,45,0,0,4,0,0,10,0
ILHA COMPRIDA,352042,Níquel,SP,30,10,3,6,11,0,11,0.55,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ILHA DAS FLORES,280270,Níquel,SE,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ILHABELA,352040,Níquel,SP,35,11,6,14,4,0,4,0.16666666666666666,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,2,1
ILHEUS,291360,Níquel,BA,66,29,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,2,0
ILICINEA,313050,Níquel,MG,14,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
ILOPOLIS,431030,Níquel,RS,25,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
IMBAU,411007,Níquel,PR,43,0,26,17,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0
